# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり >> すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
霜,1,霧,2,雷,3,雪,4,雨,5,晴天,6,強風,7
# 好きだ,嫌いだ
# 鶏肉 > 牛肉 > 豚肉 > ラム肉 > 馬肉
鶏肉,1,牛肉,2,豚肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 >> ラム肉 > 鶏肉 > 豚肉
牛肉,1,馬肉,2,ラム肉,3,鶏肉,4,豚肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 >> 善光寺 = 中尊寺 = 増上寺 = 東寺
銀閣寺,1,薬師寺,2,善光寺,3,中尊寺,3,増上寺,3,東寺,3
# 立派だ,立派でない
# 銀閣寺 >> 薬師寺 > 善光寺 > 中尊寺 > 増上寺 > 東寺
銀閣寺,1,薬師寺,2,善光寺,3,中尊寺,4,増上寺,5,東寺,6
# メジャーだ,マイナーだ
# サッカー > 野球 >> テニス > バレー > 卓球 > バスケ > 相撲
サッカー,1,野球,2,テニス,3,バレー,4,卓球,5,バスケ,6,相撲,7
# 得意だ,苦手だ
# サッカー > 野球 >> バスケ > バレー >> テニス = 相撲 > 卓球
サッカー,1,野球,2,バスケ,3,バレー,4,テニス,5,相撲,5,卓球,7
# 快適だ,不快だ
# 新幹線 > タクシー > 飛行機 > 電車 >> バス
新幹線,1,タクシー,2,飛行機,3,電車,4,バス,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 電車 = 新幹線 > 飛行機 > バス > タクシー
電車,1,新幹線,1,飛行機,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 北乃きい > 南明奈 > 優香 > 釈由美子 > 吹石一恵 > 梨花 > 友近
北乃きい,1,南明奈,2,優香,3,釈由美子,4,吹石一恵,5,梨花,6,友近,7
# 面白い,つまらない
# 友近 >> 南明奈 > 優香 = 梨花 > 釈由美子 = 北乃きい > 吹石一恵
友近,1,南明奈,2,優香,3,梨花,3,釈由美子,5,北乃きい,5,吹石一恵,7
# 甘い,甘くない
# チョコレートケーキ >> ショートケーキ > ロールケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# ショートケーキ > チョコレートケーキ > チーズケーキ > ロールケーキ > シフォンケーキ
ショートケーキ,1,チョコレートケーキ,2,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# カステラ >> マカロン > スコーン > ベーグル > マフィン
カステラ,1,マカロン,2,スコーン,3,ベーグル,4,マフィン,5
# おしゃれだ,おしゃれでない
# マカロン >> ベーグル > スコーン > マフィン > カステラ
マカロン,1,ベーグル,2,スコーン,3,マフィン,4,カステラ,5
# 美味しい,不味い
# ココア > オレンジジュース >> 抹茶 > 紅茶 > 緑茶
ココア,1,オレンジジュース,2,抹茶,3,紅茶,4,緑茶,5
# 好きだ,嫌いだ
# カツカレー >> お好み焼き > 串かつ > 讃岐うどん > 牛タン
カツカレー,1,お好み焼き,2,串かつ,3,讃岐うどん,4,牛タン,5
# 高価だ,安価だ
# 牛タン > カツカレー >> 讃岐うどん > お好み焼き > 串かつ
牛タン,1,カツカレー,2,讃岐うどん,3,お好み焼き,4,串かつ,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 大阪 = 神戸 > 名古屋 = 東京 >> 札幌
沖縄,1,福岡,2,大阪,3,神戸,3,名古屋,5,東京,5,札幌,7
# 遠い,近い
# 沖縄 >> 福岡 > 神戸 > 大阪 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# ヘルシーだ,ヘルシーでない
# 韓国料理 > タイ料理 > スペイン料理 > 中華料理 > インド料理
韓国料理,1,タイ料理,2,スペイン料理,3,中華料理,4,インド料理,5
# 辛い,辛くない
# 韓国料理 > 中華料理 > タイ料理 > インド料理 > スペイン料理
韓国料理,1,中華料理,2,タイ料理,3,インド料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 医師 >> 科学者 > 宇宙飛行士 >> 警察官 > 作曲者
医師,1,科学者,2,宇宙飛行士,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 医師 >> 警察官 > 科学者 > 宇宙飛行士 > 作曲者
医師,1,警察官,2,科学者,3,宇宙飛行士,4,作曲者,5
# 面白い,つまらない
# 不思議の国のアリス > となりのトトロ >> 美女と野獣 >> 風の谷のナウシカ > スター・ウォーズ
不思議の国のアリス,1,となりのトトロ,2,美女と野獣,3,風の谷のナウシカ,4,スター・ウォーズ,5
# 新しい,古い
# スター・ウォーズ > 風の谷のナウシカ > となりのトトロ > 美女と野獣 > 不思議の国のアリス
スター・ウォーズ,1,風の谷のナウシカ,2,となりのトトロ,3,美女と野獣,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 国語 > 英語 >> 体育 > 数学 > 世界史
国語,1,英語,2,体育,3,数学,4,世界史,5
# 簡単だ,難しい
# 国語 >> 体育 > 数学 > 世界史 > 英語
国語,1,体育,2,数学,3,世界史,4,英語,5
# 楽しい,楽しくない
# BBQ >> ドライブ > 釣り >> 読書 > ジョギング = サーフィン
BBQ,1,ドライブ,2,釣り,3,読書,4,ジョギング,5,サーフィン,5
# 有意義だ,有意義でない
# BBQ >> 読書 > ドライブ > 釣り > ジョギング = サーフィン
BBQ,1,読書,2,ドライブ,3,釣り,4,ジョギング,5,サーフィン,5
# 手軽だ,手軽でない
# 読書 > ジョギング >> ドライブ > 釣り > BBQ >> サーフィン
読書,1,ジョギング,2,ドライブ,3,釣り,4,BBQ,5,サーフィン,6
# 面白い,つまらない
# Youtube >> インスタグラム > Facebook > Twitter >> ニコ動
Youtube,1,インスタグラム,2,Facebook,3,Twitter,4,ニコ動,5
# 便利だ,便利でない
# Youtube >> Facebook > インスタグラム > Twitter >> ニコ動
Youtube,1,Facebook,2,インスタグラム,3,Twitter,4,ニコ動,5
# 面白い,つまらない
# エヴァ > セーラームーン > GTO >> ドラゴンボール > プリキュア > ジョジョ
エヴァ,1,セーラームーン,2,GTO,3,ドラゴンボール,4,プリキュア,5,ジョジョ,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
安倍晋三,1,麻生太郎,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 安倍晋三 > 小泉純一郎 >> 麻生太郎 = 鳩山由紀夫 = 田中角栄
安倍晋三,1,小泉純一郎,2,麻生太郎,3,鳩山由紀夫,3,田中角栄,3
# 好調だ,不調だ
# アップル > ヤフー >> グーグル > マイクロソフト >> サムスン
アップル,1,ヤフー,2,グーグル,3,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# アップル > ヤフー >> マイクロソフト > グーグル > サムスン
アップル,1,ヤフー,2,マイクロソフト,3,グーグル,4,サムスン,5
# 偉大だ,偉大でない
# エジソン = ニュートン >> 聖徳太子 > 坂本龍馬 > 宮沢賢治
エジソン,1,ニュートン,1,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# エジソン = 宮沢賢治 = 聖徳太子 = 坂本龍馬 = ニュートン
エジソン,1,宮沢賢治,1,聖徳太子,1,坂本龍馬,1,ニュートン,1
# 面白い,つまらない
# 明石家さんま >> タモリ > ビートたけし = 所ジョージ >> 島田紳助
明石家さんま,1,タモリ,2,ビートたけし,3,所ジョージ,3,島田紳助,5
# 若い,若くない
# 明石家さんま > 所ジョージ > 島田紳助 > タモリ > ビートたけし
明石家さんま,1,所ジョージ,2,島田紳助,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 皇居 >> 出雲大社 > 琵琶湖 > 大阪城 > 通天閣
皇居,1,出雲大社,2,琵琶湖,3,大阪城,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 江戸時代 > 平安時代 > 鎌倉時代 > 奈良時代
弥生時代,1,江戸時代,2,平安時代,3,鎌倉時代,4,奈良時代,5
# 重要だ,重要でない
# ルックス >> 優しさ > 話し方 >> 服装 = 髪型
ルックス,1,優しさ,2,話し方,3,服装,4,髪型,4
# 若い,若くない
# 羽生結弦 >> 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# 羽生結弦 > 錦織圭 > イチロー > 内村航平 > ダルビッシュ
羽生結弦,1,錦織圭,2,イチロー,3,内村航平,4,ダルビッシュ,5
