# 大きい
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
読書,1,ジョギング,2,ＢＢＱ,3,ドライブ,4,サーフィン,5,釣り,6
# 手軽だ
読書,1,ドライブ,2,ジョギング,3,ＢＢＱ,4,釣り,5,サーフィン,6
# 面白い
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,インスタグラム,3,Ｆａｃｅｂｏｏｋ,4,ニコ動,5
# 便利だ
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,3,インスタグラム,4,ニコ動,5
# 面白い
ドラゴンボール,1,セーラームーン,2,ジョジョ,3,エヴァ,4,ＧＴＯ,5,プリキュア,6
# 若い
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ
小泉純一郎,1,安倍晋三,2,麻生太郎,3,田中角栄,4,鳩山由紀夫,5
# 好調だ
アップル,1,グーグル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 不可欠だ
グーグル,1,マイクロソフト,2,アップル,3,ヤフー,4,サムスン,5
# 偉大だ
エジソン,1,ニュートン,2,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 好きだ
坂本龍馬,1,宮沢賢治,2,エジソン,3,聖徳太子,4,ニュートン,5
# 面白い
明石家さんま,1,タモリ,2,所ジョージ,3,ビートたけし,4,島田紳助,5
# 若い
島田紳助,1,明石家さんま,2,所ジョージ,3,ビートたけし,4,タモリ,5
# 貴重だ
出雲大社,1,皇居,2,琵琶湖,3,大阪城,4,通天閣,5
# 印象的だ
出雲大社,1,皇居,2,大阪城,3,琵琶湖,4,通天閣,5
# 新しい
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い
江戸時代,1,弥生時代,2,平安時代,3,鎌倉時代,4,奈良時代,5
# 重要だ
優しさ,1,話し方,2,ルックス,3,服装,4,髪型,5
# 若い
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい
イチロー,1,錦織圭,2,羽生結弦,3,内村航平,4,ダルビッシュ,5
