# 大きい,小さい
# ペンギン > 白鳥 > ふくろう > にわとり > すずめ
ペンギン,1,白鳥,2,ふくろう,3,にわとり,4,すずめ,5
晴天,1,雪,2,雨,3,強風,4,霜,5,霧,6,雷,7
# 珍しい,珍しくない
# 雪 > 雷 > 霧 > 霜 > 強風 > 晴天 > 雨
雪,1,雷,2,霧,3,霜,4,強風,5,晴天,6,雨,7
# 好きだ,嫌いだ
# 牛肉 > 馬肉 > 鶏肉 > 豚肉 > ラム肉
牛肉,1,馬肉,2,鶏肉,3,豚肉,4,ラム肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 > 豚肉 > ラム肉 > 鶏肉
牛肉,1,馬肉,2,豚肉,3,ラム肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 東寺 > 善光寺 > 薬師寺 > 中尊寺 > 増上寺
銀閣寺,1,東寺,2,善光寺,3,薬師寺,4,中尊寺,5,増上寺,6
# 立派だ,立派でない
# 銀閣寺 > 東寺 > 薬師寺 > 善光寺 > 中尊寺 > 増上寺
銀閣寺,1,東寺,2,薬師寺,3,善光寺,4,中尊寺,5,増上寺,6
# メジャーだ,マイナーだ
# 野球 > サッカー > テニス > バレー > 卓球 > バスケ > 相撲
野球,1,サッカー,2,テニス,3,バレー,4,卓球,5,バスケ,6,相撲,7
# 得意だ,苦手だ
# 野球 > サッカー > バスケ > バレー > 卓球 > テニス > 相撲
野球,1,サッカー,2,バスケ,3,バレー,4,卓球,5,テニス,6,相撲,7
# 快適だ,不快だ
# 新幹線 > 電車 > 飛行機 > タクシー > バス
新幹線,1,電車,2,飛行機,3,タクシー,4,バス,5
# 速い,遅い
# 飛行機 > 新幹線 >> 電車 > バス > タクシー
飛行機,1,新幹線,2,電車,3,バス,4,タクシー,5
# 安全だ,危険だ
# 新幹線 > 電車 > 飛行機 > バス > タクシー
新幹線,1,電車,2,飛行機,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 北乃きい > 吹石一恵 > 釈由美子 > 優香 > 南明奈 > 友近 > 梨花
北乃きい,1,吹石一恵,2,釈由美子,3,優香,4,南明奈,5,友近,6,梨花,7
# 面白い,つまらない
# 友近 > 優香 > 梨花 > 南明奈 > 釈由美子 > 北乃きい > 吹石一恵
友近,1,優香,2,梨花,3,南明奈,4,釈由美子,5,北乃きい,6,吹石一恵,7
# 甘い,甘くない
# ショートケーキ > チョコレートケーキ > ロールケーキ > シフォンケーキ > チーズケーキ
ショートケーキ,1,チョコレートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# ロールケーキ > ショートケーキ > チョコレートケーキ > チーズケーキ > シフォンケーキ
ロールケーキ,1,ショートケーキ,2,チョコレートケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# カステラ > マカロン > マフィン > ベーグル > スコーン
カステラ,1,マカロン,2,マフィン,3,ベーグル,4,スコーン,5
# おしゃれだ,おしゃれでない
# マカロン > マフィン > ベーグル > スコーン > カステラ
マカロン,1,マフィン,2,ベーグル,3,スコーン,4,カステラ,5
# 美味しい,不味い
# ココア > 紅茶 > オレンジジュース > 緑茶 > 抹茶
ココア,1,紅茶,2,オレンジジュース,3,緑茶,4,抹茶,5
# 好きだ,嫌いだ
# 牛タン > カツカレー > お好み焼き > 讃岐うどん > 串かつ
牛タン,1,カツカレー,2,お好み焼き,3,讃岐うどん,4,串かつ,5
# 高価だ,安価だ
# 牛タン >> カツカレー > お好み焼き > 串かつ > 讃岐うどん
牛タン,1,カツカレー,2,お好み焼き,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 神戸 > 大阪 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 東京 > 名古屋 > 大阪 > 福岡 > 神戸
沖縄,1,札幌,2,東京,3,名古屋,4,大阪,5,福岡,6,神戸,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > スペイン料理 > インド料理 > 韓国料理 > 中華料理
タイ料理,1,スペイン料理,2,インド料理,3,韓国料理,4,中華料理,5
# 辛い,辛くない
# 中華料理 > 韓国料理 > タイ料理 > インド料理 > スペイン料理
中華料理,1,韓国料理,2,タイ料理,3,インド料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 > 医師 > 作曲者 > 警察官
宇宙飛行士,1,科学者,2,医師,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 警察官 > 医師 > 科学者 > 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ > スター・ウォーズ > 美女と野獣 > 不思議の国のアリス
となりのトトロ,1,風の谷のナウシカ,2,スター・ウォーズ,3,美女と野獣,4,不思議の国のアリス,5
# 新しい,古い
# 美女と野獣 > となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > スター・ウォーズ
美女と野獣,1,となりのトトロ,2,風の谷のナウシカ,3,不思議の国のアリス,4,スター・ウォーズ,5
# 必須だ,無駄だ
# 数学 > 英語 > 国語 > 体育 >> 世界史
数学,1,英語,2,国語,3,体育,4,世界史,5
# 簡単だ,難しい
# 体育 > 世界史 > 国語 > 英語 > 数学
体育,1,世界史,2,国語,3,英語,4,数学,5
# 楽しい,楽しくない
# BBQ > ドライブ > 読書 > ジョギング > 釣り > サーフィン
BBQ,1,ドライブ,2,読書,3,ジョギング,4,釣り,5,サーフィン,6
# 有意義だ,有意義でない
# BBQ > ドライブ > ジョギング > 読書 > 釣り > サーフィン
BBQ,1,ドライブ,2,ジョギング,3,読書,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# ジョギング > ドライブ > 読書 > BBQ >> 釣り >> サーフィン
ジョギング,1,ドライブ,2,読書,3,BBQ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Youtube > ニコ動 > Facebook > Twitter > インスタグラム
Youtube,1,ニコ動,2,Facebook,3,Twitter,4,インスタグラム,5
# 便利だ,便利でない
# Youtube > Facebook > ニコ動 > Twitter > インスタグラム
Youtube,1,Facebook,2,ニコ動,3,Twitter,4,インスタグラム,5
# 面白い,つまらない
# ドラゴンボール > エヴァ > ジョジョ > GTO > セーラームーン > プリキュア
ドラゴンボール,1,エヴァ,2,ジョジョ,3,GTO,4,セーラームーン,5,プリキュア,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
安倍晋三,1,麻生太郎,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 麻生太郎 > 小泉純一郎 > 安倍晋三 > 鳩山由紀夫
田中角栄,1,麻生太郎,2,小泉純一郎,3,安倍晋三,4,鳩山由紀夫,5
# 好調だ,不調だ
# アップル > グーグル > マイクロソフト > ヤフー >> サムスン
アップル,1,グーグル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# マイクロソフト > グーグル > アップル > ヤフー > サムスン
マイクロソフト,1,グーグル,2,アップル,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン > 聖徳太子 > 坂本龍馬 > 宮沢賢治
ニュートン,1,エジソン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# 坂本龍馬 > エジソン > ニュートン > 宮沢賢治 > 聖徳太子
坂本龍馬,1,エジソン,2,ニュートン,3,宮沢賢治,4,聖徳太子,5
# 面白い,つまらない
# 明石家さんま > ビートたけし > 島田紳助 > 所ジョージ > タモリ
明石家さんま,1,ビートたけし,2,島田紳助,3,所ジョージ,4,タモリ,5
# 若い,若くない
# 島田紳助 > 明石家さんま > 所ジョージ > ビートたけし > タモリ
島田紳助,1,明石家さんま,2,所ジョージ,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 出雲大社 > 皇居 > 大阪城 > 通天閣 > 琵琶湖
出雲大社,1,皇居,2,大阪城,3,通天閣,4,琵琶湖,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 >> 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 重要だ,重要でない
# ルックス > 優しさ > 話し方 > 髪型 > 服装
ルックス,1,優しさ,2,話し方,3,髪型,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ >> イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > ダルビッシュ > 錦織圭 > 内村航平 > 羽生結弦
イチロー,1,ダルビッシュ,2,錦織圭,3,内村航平,4,羽生結弦,5
