# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
サッカー,1,野球,2,相撲,3,テニス,4,バレー,5,バスケ,6,卓球,7
# 得意だ,苦手だ
# 卓球 > バスケ > バレー > テニス > サッカー > 野球 > 相撲
卓球,1,バスケ,2,バレー,3,テニス,4,サッカー,5,野球,6,相撲,7
# 快適だ,不快だ
# 新幹線 > 電車 > 飛行機 > タクシー > バス
新幹線,1,電車,2,飛行機,3,タクシー,4,バス,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 > 飛行機 > 電車 > タクシー = バス
新幹線,1,飛行機,2,電車,3,タクシー,4,バス,4
# 可愛い,可愛くない
# 優香 > 梨花 > 南明奈 > 吹石一恵 > 北乃きい > 釈由美子 > 友近
優香,1,梨花,2,南明奈,3,吹石一恵,4,北乃きい,5,釈由美子,6,友近,7
# 面白い,つまらない
# 友近 >> 優香 > 梨花 > 南明奈 > 北乃きい = 吹石一恵 > 釈由美子
友近,1,優香,2,梨花,3,南明奈,4,北乃きい,5,吹石一恵,5,釈由美子,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ >> ショートケーキ > ロールケーキ > シフォンケーキ >> チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 美味しい,不味い
# カステラ > マフィン > マカロン > スコーン > ベーグル
カステラ,1,マフィン,2,マカロン,3,スコーン,4,ベーグル,5
# おしゃれだ,おしゃれでない
# ベーグル > マカロン > マフィン > スコーン > カステラ
ベーグル,1,マカロン,2,マフィン,3,スコーン,4,カステラ,5
# 美味しい,不味い
# オレンジジュース > ココア > 緑茶 > 抹茶 >> 紅茶
オレンジジュース,1,ココア,2,緑茶,3,抹茶,4,紅茶,5
# 好きだ,嫌いだ
# 讃岐うどん > お好み焼き > カツカレー > 串かつ > 牛タン
讃岐うどん,1,お好み焼き,2,カツカレー,3,串かつ,4,牛タン,5
# 高価だ,安価だ
# 牛タン > 串かつ > お好み焼き > カツカレー > 讃岐うどん
牛タン,1,串かつ,2,お好み焼き,3,カツカレー,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 > 神戸 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,大阪,3,神戸,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 札幌 > 沖縄 > 福岡 > 東京 > 名古屋 > 神戸 > 大阪
札幌,1,沖縄,2,福岡,3,東京,4,名古屋,5,神戸,6,大阪,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > インド料理 > スペイン料理 > 韓国料理 > 中華料理
タイ料理,1,インド料理,2,スペイン料理,3,韓国料理,4,中華料理,5
# 辛い,辛くない
# タイ料理 > 韓国料理 > インド料理 > 中華料理 > スペイン料理
タイ料理,1,韓国料理,2,インド料理,3,中華料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 > 宇宙飛行士 > 医師 > 作曲者 > 警察官
科学者,1,宇宙飛行士,2,医師,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 医師 > 宇宙飛行士 > 科学者 > 警察官 > 作曲者
医師,1,宇宙飛行士,2,科学者,3,警察官,4,作曲者,5
# 面白い,つまらない
# 風の谷のナウシカ > 美女と野獣 > となりのトトロ > 不思議の国のアリス > スター・ウォーズ
風の谷のナウシカ,1,美女と野獣,2,となりのトトロ,3,不思議の国のアリス,4,スター・ウォーズ,5
# 新しい,古い
# スター・ウォーズ > となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,不思議の国のアリス,4,美女と野獣,5
# 必須だ,無駄だ
# 国語 > 数学 > 英語 > 体育 > 世界史
国語,1,数学,2,英語,3,体育,4,世界史,5
# 簡単だ,難しい
# 国語 > 英語 > 世界史 > 体育 >> 数学
国語,1,英語,2,世界史,3,体育,4,数学,5
# 楽しい,楽しくない
# 釣り > ジョギング > 読書 > ドライブ > BBQ > サーフィン
釣り,1,ジョギング,2,読書,3,ドライブ,4,BBQ,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 > 釣り > ジョギング > ドライブ > BBQ > サーフィン
読書,1,釣り,2,ジョギング,3,ドライブ,4,BBQ,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 = ジョギング > ドライブ > BBQ = 釣り > サーフィン
読書,1,ジョギング,1,ドライブ,3,BBQ,4,釣り,4,サーフィン,6
# 面白い,つまらない
# Youtube > ニコ動 > インスタグラム > Twitter > Facebook
Youtube,1,ニコ動,2,インスタグラム,3,Twitter,4,Facebook,5
# 便利だ,便利でない
# Youtube > ニコ動 > Twitter > Facebook = インスタグラム
Youtube,1,ニコ動,2,Twitter,3,Facebook,4,インスタグラム,4
# 面白い,つまらない
# ジョジョ > ドラゴンボール > セーラームーン > エヴァ > GTO > プリキュア
ジョジョ,1,ドラゴンボール,2,セーラームーン,3,エヴァ,4,GTO,5,プリキュア,6
# 若い,若くない
# 安倍晋三 > 小泉純一郎 > 鳩山由紀夫 > 麻生太郎 > 田中角栄
安倍晋三,1,小泉純一郎,2,鳩山由紀夫,3,麻生太郎,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 > 小泉純一郎 > 安倍晋三 > 田中角栄 > 鳩山由紀夫
麻生太郎,1,小泉純一郎,2,安倍晋三,3,田中角栄,4,鳩山由紀夫,5
# 好調だ,不調だ
# アップル > グーグル > ヤフー > マイクロソフト > サムスン
アップル,1,グーグル,2,ヤフー,3,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# マイクロソフト > グーグル > ヤフー > アップル > サムスン
マイクロソフト,1,グーグル,2,ヤフー,3,アップル,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン > 聖徳太子 > 坂本龍馬 > 宮沢賢治
ニュートン,1,エジソン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# 坂本龍馬 > 宮沢賢治 > エジソン > ニュートン > 聖徳太子
坂本龍馬,1,宮沢賢治,2,エジソン,3,ニュートン,4,聖徳太子,5
# 面白い,つまらない
# 所ジョージ > 明石家さんま > タモリ > ビートたけし > 島田紳助
所ジョージ,1,明石家さんま,2,タモリ,3,ビートたけし,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > ビートたけし > タモリ
所ジョージ,1,島田紳助,2,明石家さんま,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 出雲大社 > 大阪城 > 皇居 > 琵琶湖 > 通天閣
出雲大社,1,大阪城,2,皇居,3,琵琶湖,4,通天閣,5
# 新しい,古い
# 弥生時代 > 平安時代 > 奈良時代 > 鎌倉時代 = 江戸時代
弥生時代,1,平安時代,2,奈良時代,3,鎌倉時代,4,江戸時代,4
# 長い,短い
# 江戸時代 > 平安時代 > 鎌倉時代 > 奈良時代 > 弥生時代
江戸時代,1,平安時代,2,鎌倉時代,3,奈良時代,4,弥生時代,5
# 重要だ,重要でない
# 優しさ > 話し方 > ルックス > 服装 > 髪型
優しさ,1,話し方,2,ルックス,3,服装,4,髪型,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー = 錦織圭 = 羽生結弦 = ダルビッシュ = 内村航平
イチロー,1,錦織圭,1,羽生結弦,1,ダルビッシュ,1,内村航平,1
