# 大きい,小さい
# 白鳥 >> ペンギン > ふくろう > にわとり >> すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# バス > 新幹線 = 電車 > タクシー >> 飛行機
バス,1,新幹線,2,電車,2,タクシー,4,飛行機,5
# 可愛い,可愛くない
# 吹石一恵 > 優香 = 南明奈 > 北乃きい >> 釈由美子 = 梨花 > 友近
吹石一恵,1,優香,2,南明奈,2,北乃きい,4,釈由美子,5,梨花,5,友近,7
# 面白い,つまらない
# 友近 > 梨花 > 優香 > 南明奈 > 北乃きい > 釈由美子 > 吹石一恵
友近,1,梨花,2,優香,3,南明奈,4,北乃きい,5,釈由美子,6,吹石一恵,7
# 甘い,甘くない
# ショートケーキ > チョコレートケーキ > シフォンケーキ > チーズケーキ > ロールケーキ
ショートケーキ,1,チョコレートケーキ,2,シフォンケーキ,3,チーズケーキ,4,ロールケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ >> ショートケーキ > チーズケーキ > ロールケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# マフィン > ベーグル >> カステラ > スコーン > マカロン
マフィン,1,ベーグル,2,カステラ,3,スコーン,4,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > マフィン > スコーン > カステラ
マカロン,1,ベーグル,2,マフィン,3,スコーン,4,カステラ,5
# 美味しい,不味い
# 緑茶 > オレンジジュース > ココア > 抹茶 = 紅茶
緑茶,1,オレンジジュース,2,ココア,3,抹茶,4,紅茶,4
# 好きだ,嫌いだ
# カツカレー > 牛タン > 讃岐うどん > お好み焼き > 串かつ
カツカレー,1,牛タン,2,讃岐うどん,3,お好み焼き,4,串かつ,5
# 高価だ,安価だ
# 牛タン > 讃岐うどん > カツカレー > お好み焼き > 串かつ
牛タン,1,讃岐うどん,2,カツカレー,3,お好み焼き,4,串かつ,5
# 暖かい,寒い
# 沖縄 > 福岡 >> 大阪 = 神戸 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,大阪,3,神戸,3,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 >> 福岡 > 札幌 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,福岡,2,札幌,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > 中華料理 > スペイン料理 > インド料理 > 韓国料理
タイ料理,1,中華料理,2,スペイン料理,3,インド料理,4,韓国料理,5
# 辛い,辛くない
# タイ料理 > インド料理 > 韓国料理 > 中華料理 > スペイン料理
タイ料理,1,インド料理,2,韓国料理,3,中華料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 > 医師 > 宇宙飛行士 >> 作曲者 > 警察官
科学者,1,医師,2,宇宙飛行士,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 警察官 >> 医師 > 科学者 > 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > 不思議の国のアリス > 美女と野獣 = となりのトトロ > 風の谷のナウシカ
スター・ウォーズ,1,不思議の国のアリス,2,美女と野獣,3,となりのトトロ,3,風の谷のナウシカ,5
# 新しい,古い
# スター・ウォーズ > 美女と野獣 > となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス
スター・ウォーズ,1,美女と野獣,2,となりのトトロ,3,風の谷のナウシカ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 数学 > 国語 > 英語 > 体育 > 世界史
数学,1,国語,2,英語,3,体育,4,世界史,5
# 簡単だ,難しい
# 国語 > 英語 > 体育 >> 世界史 >> 数学
国語,1,英語,2,体育,3,世界史,4,数学,5
# 楽しい,楽しくない
# 読書 >> ドライブ > ジョギング > 釣り > BBQ > サーフィン
読書,1,ドライブ,2,ジョギング,3,釣り,4,BBQ,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 >> ジョギング > ドライブ > サーフィン > BBQ > 釣り
読書,1,ジョギング,2,ドライブ,3,サーフィン,4,BBQ,5,釣り,6
# 手軽だ,手軽でない
# 読書 > ドライブ >> ジョギング > 釣り >> BBQ > サーフィン
読書,1,ドライブ,2,ジョギング,3,釣り,4,BBQ,5,サーフィン,6
# 面白い,つまらない
# Youtube > ニコ動 >> Twitter > インスタグラム > Facebook
Youtube,1,ニコ動,2,Twitter,3,インスタグラム,4,Facebook,5
# 便利だ,便利でない
# Youtube > Twitter >> ニコ動 > Facebook > インスタグラム
Youtube,1,Twitter,2,ニコ動,3,Facebook,4,インスタグラム,5
# 面白い,つまらない
# ドラゴンボール >> ジョジョ > GTO > プリキュア = セーラームーン > エヴァ
ドラゴンボール,1,ジョジョ,2,GTO,3,プリキュア,4,セーラームーン,4,エヴァ,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 小泉純一郎 > 鳩山由紀夫 >> 田中角栄
安倍晋三,1,麻生太郎,2,小泉純一郎,3,鳩山由紀夫,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 田中角栄 > 麻生太郎 > 安倍晋三 > 鳩山由紀夫
小泉純一郎,1,田中角栄,2,麻生太郎,3,安倍晋三,4,鳩山由紀夫,5
# 好調だ,不調だ
# マイクロソフト > グーグル > サムスン > アップル > ヤフー
マイクロソフト,1,グーグル,2,サムスン,3,アップル,4,ヤフー,5
# 不可欠だ,不要だ
# マイクロソフト > グーグル >> ヤフー > アップル > サムスン
マイクロソフト,1,グーグル,2,ヤフー,3,アップル,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 坂本龍馬 > 聖徳太子 > 宮沢賢治
エジソン,1,ニュートン,2,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 好きだ,嫌いだ
# 聖徳太子 > 宮沢賢治 > 坂本龍馬 > エジソン = ニュートン
聖徳太子,1,宮沢賢治,2,坂本龍馬,3,エジソン,4,ニュートン,4
# 面白い,つまらない
# タモリ > 明石家さんま = 所ジョージ >> ビートたけし = 島田紳助
タモリ,1,明石家さんま,2,所ジョージ,2,ビートたけし,4,島田紳助,4
# 若い,若くない
# 所ジョージ > 明石家さんま = 島田紳助 >> ビートたけし > タモリ
所ジョージ,1,明石家さんま,2,島田紳助,2,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 出雲大社 > 琵琶湖 > 大阪城 > 皇居 > 通天閣
出雲大社,1,琵琶湖,2,大阪城,3,皇居,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 >> 弥生時代 > 平安時代 > 鎌倉時代 > 奈良時代
江戸時代,1,弥生時代,2,平安時代,3,鎌倉時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ > 話し方 >> ルックス > 髪型 > 服装
優しさ,1,話し方,2,ルックス,3,髪型,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > ダルビッシュ = 内村航平 >> イチロー
羽生結弦,1,錦織圭,2,ダルビッシュ,3,内村航平,3,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー >> 内村航平 > ダルビッシュ > 錦織圭 = 羽生結弦
イチロー,1,内村航平,2,ダルビッシュ,3,錦織圭,4,羽生結弦,4
