# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう >> すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
# 安全だ,危険だ
# 飛行機 = 電車 > 新幹線 = タクシー = バス
飛行機,1,電車,1,新幹線,3,タクシー,3,バス,3
# 可愛い,可愛くない
# 北乃きい > 優香 > 吹石一恵 >> 釈由美子 = 南明奈 >> 友近 = 梨花
北乃きい,1,優香,2,吹石一恵,3,釈由美子,4,南明奈,4,友近,6,梨花,6
# 面白い,つまらない
# 北乃きい = 釈由美子 = 吹石一恵 > 友近 = 梨花 = 優香 = 南明奈
北乃きい,1,釈由美子,1,吹石一恵,1,友近,4,梨花,4,優香,4,南明奈,4
# 甘い,甘くない
# ショートケーキ = ロールケーキ = チョコレートケーキ > シフォンケーキ > チーズケーキ
ショートケーキ,1,ロールケーキ,1,チョコレートケーキ,1,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ >> ショートケーキ = チーズケーキ = ロールケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,2,ロールケーキ,2,シフォンケーキ,5
# 美味しい,不味い
# カステラ > マカロン = スコーン = マフィン > ベーグル
カステラ,1,マカロン,2,スコーン,2,マフィン,2,ベーグル,5
# おしゃれだ,おしゃれでない
# マカロン = スコーン = ベーグル = マフィン > カステラ
マカロン,1,スコーン,1,ベーグル,1,マフィン,1,カステラ,5
# 美味しい,不味い
# ココア > 紅茶 > オレンジジュース > 緑茶 = 抹茶
ココア,1,紅茶,2,オレンジジュース,3,緑茶,4,抹茶,4
# 好きだ,嫌いだ
# 牛タン > カツカレー > お好み焼き = 串かつ > 讃岐うどん
牛タン,1,カツカレー,2,お好み焼き,3,串かつ,3,讃岐うどん,5
# 高価だ,安価だ
# 牛タン > カツカレー > 讃岐うどん = お好み焼き > 串かつ
牛タン,1,カツカレー,2,讃岐うどん,3,お好み焼き,3,串かつ,5
# 暖かい,寒い
# 沖縄 >> 大阪 = 東京 = 名古屋 = 神戸 > 福岡 >> 札幌
沖縄,1,大阪,2,東京,2,名古屋,2,神戸,2,福岡,6,札幌,7
# 遠い,近い
# 福岡 > 神戸 > 大阪 > 名古屋 > 東京 >> 札幌 > 沖縄
福岡,1,神戸,2,大阪,3,名古屋,4,東京,5,札幌,6,沖縄,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > スペイン料理 = 韓国料理 = インド料理 > 中華料理
タイ料理,1,スペイン料理,2,韓国料理,2,インド料理,2,中華料理,5
# 辛い,辛くない
# タイ料理 = 韓国料理 > インド料理 > 中華料理 > スペイン料理
タイ料理,1,韓国料理,1,インド料理,3,中華料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 > 宇宙飛行士 > 医師 > 作曲者 > 警察官
科学者,1,宇宙飛行士,2,医師,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 医師 = 宇宙飛行士 > 警察官 = 科学者 = 作曲者
医師,1,宇宙飛行士,1,警察官,3,科学者,3,作曲者,3
# 面白い,つまらない
# となりのトトロ > 不思議の国のアリス >> スター・ウォーズ > 美女と野獣 = 風の谷のナウシカ
となりのトトロ,1,不思議の国のアリス,2,スター・ウォーズ,3,美女と野獣,4,風の谷のナウシカ,4
# 新しい,古い
# 美女と野獣 > となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > スター・ウォーズ
美女と野獣,1,となりのトトロ,2,風の谷のナウシカ,3,不思議の国のアリス,4,スター・ウォーズ,5
# 必須だ,無駄だ
# 数学 = 英語 = 体育 > 世界史 > 国語
数学,1,英語,1,体育,1,世界史,4,国語,5
# 簡単だ,難しい
# 体育 = 国語 = 世界史 > 数学 = 英語
体育,1,国語,1,世界史,1,数学,4,英語,4
# 楽しい,楽しくない
# 読書 = ドライブ > 釣り = ジョギング > BBQ > サーフィン
読書,1,ドライブ,1,釣り,3,ジョギング,3,BBQ,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 = ジョギング > 釣り > ドライブ > BBQ > サーフィン
読書,1,ジョギング,1,釣り,3,ドライブ,4,BBQ,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 >> ジョギング > ドライブ > BBQ > 釣り >> サーフィン
読書,1,ジョギング,2,ドライブ,3,BBQ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Youtube = ニコ動 > Twitter >> Facebook > インスタグラム
Youtube,1,ニコ動,1,Twitter,3,Facebook,4,インスタグラム,5
# 便利だ,便利でない
# Youtube > Twitter > ニコ動 > Facebook > インスタグラム
Youtube,1,Twitter,2,ニコ動,3,Facebook,4,インスタグラム,5
# 面白い,つまらない
# ドラゴンボール >> ジョジョ > プリキュア > セーラームーン = エヴァ = GTO
ドラゴンボール,1,ジョジョ,2,プリキュア,3,セーラームーン,4,エヴァ,4,GTO,4
# 若い,若くない
# 安倍晋三 > 麻生太郎 = 鳩山由紀夫 > 小泉純一郎 >> 田中角栄
安倍晋三,1,麻生太郎,2,鳩山由紀夫,2,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 安倍晋三 > 麻生太郎 = 鳩山由紀夫 = 小泉純一郎
田中角栄,1,安倍晋三,2,麻生太郎,3,鳩山由紀夫,3,小泉純一郎,3
# 好調だ,不調だ
# アップル = グーグル > マイクロソフト > サムスン > ヤフー
アップル,1,グーグル,1,マイクロソフト,3,サムスン,4,ヤフー,5
# 不可欠だ,不要だ
# グーグル > マイクロソフト > アップル = ヤフー > サムスン
グーグル,1,マイクロソフト,2,アップル,3,ヤフー,3,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン >> 宮沢賢治 > 聖徳太子 > 坂本龍馬
ニュートン,1,エジソン,2,宮沢賢治,3,聖徳太子,4,坂本龍馬,5
# 好きだ,嫌いだ
# エジソン = 宮沢賢治 = ニュートン > 坂本龍馬 >> 聖徳太子
エジソン,1,宮沢賢治,1,ニュートン,1,坂本龍馬,4,聖徳太子,5
# 面白い,つまらない
# 明石家さんま = タモリ > ビートたけし > 所ジョージ > 島田紳助
明石家さんま,1,タモリ,1,ビートたけし,3,所ジョージ,4,島田紳助,5
# 若い,若くない
# ビートたけし = 明石家さんま = 所ジョージ = 島田紳助 > タモリ
ビートたけし,1,明石家さんま,1,所ジョージ,1,島田紳助,1,タモリ,5
# 貴重だ,貴重でない
# 大阪城 > 皇居 > 出雲大社 > 通天閣 > 琵琶湖
大阪城,1,皇居,2,出雲大社,3,通天閣,4,琵琶湖,5
# 新しい,古い
# 江戸時代 >> 鎌倉時代 > 平安時代 > 奈良時代 >> 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 平安時代 = 奈良時代 > 江戸時代 > 鎌倉時代
弥生時代,1,平安時代,2,奈良時代,2,江戸時代,4,鎌倉時代,5
# 重要だ,重要でない
# 優しさ >> 話し方 > 髪型 = ルックス > 服装
優しさ,1,話し方,2,髪型,3,ルックス,3,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー = 錦織圭 > 内村航平 > 羽生結弦 = ダルビッシュ
イチロー,1,錦織圭,1,内村航平,3,羽生結弦,4,ダルビッシュ,4
