# 大きい,小さい
# ペンギン > 白鳥 > にわとり > ふくろう > すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,4,すずめ,5
ソニー,1,キャノン,2,エプソン,3,パナソニック,4,富士通,5,東芝,6,日立製作所,7
# 裕福だ,貧乏だ
# アメリカ > イギリス > スペイン > ロシア >> インド > タイ > 中国
アメリカ,1,イギリス,2,スペイン,3,ロシア,4,インド,5,タイ,6,中国,7
# 広大だ,せまい
# ロシア > 中国 > アメリカ > インド >> タイ > スペイン > イギリス
ロシア,1,中国,2,アメリカ,3,インド,4,タイ,5,スペイン,6,イギリス,7
# 暖かい,寒い
# タイ > インド > アメリカ > スペイン > イギリス > 中国 > ロシア
タイ,1,インド,2,アメリカ,3,スペイン,4,イギリス,5,中国,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ > マツダ > ダイハツ > ヤマハ
トヨタ,1,ホンダ,2,マツダ,3,ダイハツ,4,ヤマハ,5
# 有名だ,無名だ
# トヨタ > ホンダ > ヤマハ > マツダ > ダイハツ
トヨタ,1,ホンダ,2,ヤマハ,3,マツダ,4,ダイハツ,5
# 美味しい,不味い
# ビール > チューハイ > ウイスキー > ハイボール > 日本酒
ビール,1,チューハイ,2,ウイスキー,3,ハイボール,4,日本酒,5
# 高価だ,安価だ
# 日本酒 > ウイスキー > ビール > ハイボール > チューハイ
日本酒,1,ウイスキー,2,ビール,3,ハイボール,4,チューハイ,5
# 好きだ,嫌いだ
# カレー > ラーメン > チャーハン > ピザ > ハンバーガー
カレー,1,ラーメン,2,チャーハン,3,ピザ,4,ハンバーガー,5
# 脂っこい,脂っこくない
# カレー > チャーハン > ラーメン > ピザ > ハンバーガー
カレー,1,チャーハン,2,ラーメン,3,ピザ,4,ハンバーガー,5
# 高価だ,安価だ
# カメラ > エアコン > カーナビ > プリンタ > 洗濯機
カメラ,1,エアコン,2,カーナビ,3,プリンタ,4,洗濯機,5
# うるさい,静かだ
# 洗濯機 > プリンタ > エアコン > カーナビ > カメラ
洗濯機,1,プリンタ,2,エアコン,3,カーナビ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 >> 雨 > 霧 > 霜 > 雪 > 雷 > 強風
晴天,1,雨,2,霧,3,霜,4,雪,5,雷,6,強風,7
# 珍しい,珍しくない
# 強風 > 霧 > 霜 > 雷 > 雪 > 雨 > 晴天
強風,1,霧,2,霜,3,雷,4,雪,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 牛肉 > 鶏肉 > 豚肉 > 馬肉 > ラム肉
牛肉,1,鶏肉,2,豚肉,3,馬肉,4,ラム肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 > ラム肉 > 豚肉 > 鶏肉
牛肉,1,馬肉,2,ラム肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 中尊寺 > 善光寺 > 薬師寺 > 東寺 > 増上寺
銀閣寺,1,中尊寺,2,善光寺,3,薬師寺,4,東寺,5,増上寺,6
# 立派だ,立派でない
# 中尊寺 > 銀閣寺 > 善光寺 > 東寺 > 薬師寺 > 増上寺
中尊寺,1,銀閣寺,2,善光寺,3,東寺,4,薬師寺,5,増上寺,6
# メジャーだ,マイナーだ
# バスケ > サッカー > テニス > バレー > 野球 > 卓球 > 相撲
バスケ,1,サッカー,2,テニス,3,バレー,4,野球,5,卓球,6,相撲,7
# 得意だ,苦手だ
# 卓球 > 野球 > テニス > バレー > サッカー > バスケ >> 相撲
卓球,1,野球,2,テニス,3,バレー,4,サッカー,5,バスケ,6,相撲,7
# 快適だ,不快だ
# 新幹線 > タクシー > 電車 > バス > 飛行機
新幹線,1,タクシー,2,電車,3,バス,4,飛行機,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 > 電車 > 飛行機 > バス > タクシー
新幹線,1,電車,2,飛行機,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 南明奈 > 北乃きい > 釈由美子 > 吹石一恵 >> 優香 > 梨花 > 友近
南明奈,1,北乃きい,2,釈由美子,3,吹石一恵,4,優香,5,梨花,6,友近,7
# 面白い,つまらない
# 友近 > 北乃きい > 梨花 > 優香 > 南明奈 > 吹石一恵 > 釈由美子
友近,1,北乃きい,2,梨花,3,優香,4,南明奈,5,吹石一恵,6,釈由美子,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > シフォンケーキ > ロールケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,シフォンケーキ,3,ロールケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ > ショートケーキ > チーズケーキ > シフォンケーキ > ロールケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,3,シフォンケーキ,4,ロールケーキ,5
# 美味しい,不味い
# マカロン > ベーグル > マフィン > スコーン > カステラ
マカロン,1,ベーグル,2,マフィン,3,スコーン,4,カステラ,5
# おしゃれだ,おしゃれでない
# ベーグル > マカロン > スコーン > マフィン > カステラ
ベーグル,1,マカロン,2,スコーン,3,マフィン,4,カステラ,5
# 美味しい,不味い
# 抹茶 > 緑茶 > 紅茶 > ココア > オレンジジュース
抹茶,1,緑茶,2,紅茶,3,ココア,4,オレンジジュース,5
# 好きだ,嫌いだ
# 牛タン > カツカレー > 讃岐うどん > 串かつ > お好み焼き
牛タン,1,カツカレー,2,讃岐うどん,3,串かつ,4,お好み焼き,5
# 高価だ,安価だ
# 牛タン > カツカレー > 讃岐うどん > お好み焼き > 串かつ
牛タン,1,カツカレー,2,讃岐うどん,3,お好み焼き,4,串かつ,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 > 名古屋 > 大阪 > 東京 > 札幌
沖縄,1,福岡,2,神戸,3,名古屋,4,大阪,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 福岡 > 札幌 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,福岡,2,札幌,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > インド料理 > スペイン料理 > 韓国料理 > 中華料理
タイ料理,1,インド料理,2,スペイン料理,3,韓国料理,4,中華料理,5
# 辛い,辛くない
# タイ料理 > 韓国料理 > インド料理 > スペイン料理 > 中華料理
タイ料理,1,韓国料理,2,インド料理,3,スペイン料理,4,中華料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 > 警察官 > 医師 > 作曲者
宇宙飛行士,1,科学者,2,警察官,3,医師,4,作曲者,5
# 過酷だ,過酷でない
# 警察官 > 医師 > 宇宙飛行士 > 科学者 > 作曲者
警察官,1,医師,2,宇宙飛行士,3,科学者,4,作曲者,5
# 面白い,つまらない
# 風の谷のナウシカ > スター・ウォーズ > となりのトトロ > 不思議の国のアリス > 美女と野獣
風の谷のナウシカ,1,スター・ウォーズ,2,となりのトトロ,3,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# スター・ウォーズ > となりのトトロ > 風の谷のナウシカ > 美女と野獣 > 不思議の国のアリス
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,美女と野獣,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 国語 > 数学 > 体育 > 世界史 > 英語
国語,1,数学,2,体育,3,世界史,4,英語,5
# 簡単だ,難しい
# 体育 > 国語 > 世界史 > 数学 > 英語
体育,1,国語,2,世界史,3,数学,4,英語,5
# 楽しい,楽しくない
# 読書 > サーフィン > 釣り > BBQ > ドライブ > ジョギング
読書,1,サーフィン,2,釣り,3,BBQ,4,ドライブ,5,ジョギング,6
# 有意義だ,有意義でない
# 読書 >> ジョギング > 釣り > サーフィン > ドライブ > BBQ
読書,1,ジョギング,2,釣り,3,サーフィン,4,ドライブ,5,BBQ,6
# 手軽だ,手軽でない
# 読書 > ジョギング >> BBQ > ドライブ > サーフィン > 釣り
読書,1,ジョギング,2,BBQ,3,ドライブ,4,サーフィン,5,釣り,6
# 面白い,つまらない
# Youtube > Facebook > ニコ動 > インスタグラム > Twitter
Youtube,1,Facebook,2,ニコ動,3,インスタグラム,4,Twitter,5
# 便利だ,便利でない
# Youtube > Facebook > Twitter > インスタグラム > ニコ動
Youtube,1,Facebook,2,Twitter,3,インスタグラム,4,ニコ動,5
# 面白い,つまらない
# ドラゴンボール > セーラームーン > GTO > エヴァ > プリキュア > ジョジョ
ドラゴンボール,1,セーラームーン,2,GTO,3,エヴァ,4,プリキュア,5,ジョジョ,6
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 小泉純一郎 > 麻生太郎 >> 田中角栄
安倍晋三,1,鳩山由紀夫,2,小泉純一郎,3,麻生太郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 >> 小泉純一郎 > 麻生太郎 > 安倍晋三 > 鳩山由紀夫
田中角栄,1,小泉純一郎,2,麻生太郎,3,安倍晋三,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > マイクロソフト > アップル > ヤフー > サムスン
グーグル,1,マイクロソフト,2,アップル,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# グーグル > マイクロソフト > アップル > ヤフー > サムスン
グーグル,1,マイクロソフト,2,アップル,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 聖徳太子 > 坂本龍馬 > 宮沢賢治
エジソン,1,ニュートン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# 坂本龍馬 > 聖徳太子 > 宮沢賢治 > エジソン > ニュートン
坂本龍馬,1,聖徳太子,2,宮沢賢治,3,エジソン,4,ニュートン,5
# 面白い,つまらない
# ビートたけし > 明石家さんま > 所ジョージ > タモリ > 島田紳助
ビートたけし,1,明石家さんま,2,所ジョージ,3,タモリ,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 明石家さんま > 島田紳助 > ビートたけし > タモリ
所ジョージ,1,明石家さんま,2,島田紳助,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 皇居 > 出雲大社 > 大阪城 > 琵琶湖 > 通天閣
皇居,1,出雲大社,2,大阪城,3,琵琶湖,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 平安時代 > 江戸時代 >> 鎌倉時代 > 弥生時代 > 奈良時代
平安時代,1,江戸時代,2,鎌倉時代,3,弥生時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ > ルックス > 話し方 > 服装 > 髪型
優しさ,1,ルックス,2,話し方,3,服装,4,髪型,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# 錦織圭 > イチロー > 内村航平 > ダルビッシュ > 羽生結弦
錦織圭,1,イチロー,2,内村航平,3,ダルビッシュ,4,羽生結弦,5
