# 大きい,小さい
# ペンギン > 白鳥 > ふくろう > にわとり > すずめ
ペンギン,1,白鳥,2,ふくろう,3,にわとり,4,すずめ,5
# 梨花 > 北乃きい > 吹石一恵 >> 優香 > 釈由美子 > 南明奈 > 友近
梨花,1,北乃きい,2,吹石一恵,3,優香,4,釈由美子,5,南明奈,6,友近,7
# 面白い,つまらない
# 友近 > 梨花 > 南明奈 > 優香 > 北乃きい > 吹石一恵 > 釈由美子
友近,1,梨花,2,南明奈,3,優香,4,北乃きい,5,吹石一恵,6,釈由美子,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ >> ロールケーキ > シフォンケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > ショートケーキ > チョコレートケーキ > シフォンケーキ > ロールケーキ
チーズケーキ,1,ショートケーキ,2,チョコレートケーキ,3,シフォンケーキ,4,ロールケーキ,5
# 美味しい,不味い
# カステラ > マフィン > スコーン = ベーグル >> マカロン
カステラ,1,マフィン,2,スコーン,3,ベーグル,3,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > スコーン > ベーグル > マフィン > カステラ
マカロン,1,スコーン,2,ベーグル,3,マフィン,4,カステラ,5
# 美味しい,不味い
# ココア > オレンジジュース > 緑茶 > 抹茶 > 紅茶
ココア,1,オレンジジュース,2,緑茶,3,抹茶,4,紅茶,5
# 好きだ,嫌いだ
# お好み焼き > 牛タン > 讃岐うどん > 串かつ > カツカレー
お好み焼き,1,牛タン,2,讃岐うどん,3,串かつ,4,カツカレー,5
# 高価だ,安価だ
# 牛タン > カツカレー > 串かつ > お好み焼き > 讃岐うどん
牛タン,1,カツカレー,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 = 大阪 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,神戸,3,大阪,3,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 札幌 > 沖縄 > 福岡 > 東京 > 名古屋 > 神戸 > 大阪
札幌,1,沖縄,2,福岡,3,東京,4,名古屋,5,神戸,6,大阪,7
# ヘルシーだ,ヘルシーでない
# タイ料理 >> 韓国料理 > スペイン料理 > インド料理 > 中華料理
タイ料理,1,韓国料理,2,スペイン料理,3,インド料理,4,中華料理,5
# 辛い,辛くない
# 中華料理 > 韓国料理 > インド料理 > タイ料理 >> スペイン料理
中華料理,1,韓国料理,2,インド料理,3,タイ料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 > 宇宙飛行士 > 作曲者 >> 医師 >> 警察官
科学者,1,宇宙飛行士,2,作曲者,3,医師,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 科学者 > 医師 > 警察官 > 作曲者
宇宙飛行士,1,科学者,2,医師,3,警察官,4,作曲者,5
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ >> 不思議の国のアリス > スター・ウォーズ > 美女と野獣
となりのトトロ,1,風の谷のナウシカ,2,不思議の国のアリス,3,スター・ウォーズ,4,美女と野獣,5
# 新しい,古い
# 風の谷のナウシカ > となりのトトロ >> スター・ウォーズ >> 不思議の国のアリス >> 美女と野獣
風の谷のナウシカ,1,となりのトトロ,2,スター・ウォーズ,3,不思議の国のアリス,4,美女と野獣,5
# 必須だ,無駄だ
# 数学 = 国語 > 英語 >> 体育 > 世界史
数学,1,国語,1,英語,3,体育,4,世界史,5
# 簡単だ,難しい
# 国語 > 英語 > 世界史 >> 数学 > 体育
国語,1,英語,2,世界史,3,数学,4,体育,5
# 楽しい,楽しくない
# 読書 > BBQ >> ドライブ > ジョギング > サーフィン > 釣り
読書,1,BBQ,2,ドライブ,3,ジョギング,4,サーフィン,5,釣り,6
# 有意義だ,有意義でない
# 読書 > ジョギング >> BBQ > サーフィン > ドライブ > 釣り
読書,1,ジョギング,2,BBQ,3,サーフィン,4,ドライブ,5,釣り,6
# 手軽だ,手軽でない
# 読書 >> ジョギング >> BBQ > ドライブ >> 釣り > サーフィン
読書,1,ジョギング,2,BBQ,3,ドライブ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Youtube > Twitter > Facebook >> インスタグラム > ニコ動
Youtube,1,Twitter,2,Facebook,3,インスタグラム,4,ニコ動,5
# 便利だ,便利でない
# Youtube > Facebook > Twitter >> インスタグラム > ニコ動
Youtube,1,Facebook,2,Twitter,3,インスタグラム,4,ニコ動,5
# 面白い,つまらない
# ドラゴンボール = ジョジョ > エヴァ > セーラームーン > プリキュア >> GTO
ドラゴンボール,1,ジョジョ,1,エヴァ,3,セーラームーン,4,プリキュア,5,GTO,6
# 若い,若くない
# 麻生太郎 > 安倍晋三 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
麻生太郎,1,安倍晋三,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 安倍晋三 > 麻生太郎 > 田中角栄 > 小泉純一郎 >> 鳩山由紀夫
安倍晋三,1,麻生太郎,2,田中角栄,3,小泉純一郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > アップル > マイクロソフト > サムスン > ヤフー
グーグル,1,アップル,2,マイクロソフト,3,サムスン,4,ヤフー,5
# 不可欠だ,不要だ
# マイクロソフト > アップル > グーグル >> ヤフー > サムスン
マイクロソフト,1,アップル,2,グーグル,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン >> 聖徳太子 > 坂本龍馬 >> 宮沢賢治
エジソン,1,ニュートン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# 聖徳太子 > 坂本龍馬 >> エジソン > ニュートン >> 宮沢賢治
聖徳太子,1,坂本龍馬,2,エジソン,3,ニュートン,4,宮沢賢治,5
# 面白い,つまらない
# ビートたけし > 明石家さんま > タモリ > 所ジョージ >> 島田紳助
ビートたけし,1,明石家さんま,2,タモリ,3,所ジョージ,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > ビートたけし > タモリ
所ジョージ,1,島田紳助,2,明石家さんま,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 出雲大社 > 皇居 > 琵琶湖 > 大阪城 >> 通天閣
出雲大社,1,皇居,2,琵琶湖,3,大阪城,4,通天閣,5
# 新しい,古い
# 弥生時代 > 奈良時代 > 平安時代 > 鎌倉時代 > 江戸時代
弥生時代,1,奈良時代,2,平安時代,3,鎌倉時代,4,江戸時代,5
# 長い,短い
# 弥生時代 >> 平安時代 >> 江戸時代 > 奈良時代 > 鎌倉時代
弥生時代,1,平安時代,2,江戸時代,3,奈良時代,4,鎌倉時代,5
# 重要だ,重要でない
# 話し方 > 優しさ > ルックス > 服装 > 髪型
話し方,1,優しさ,2,ルックス,3,服装,4,髪型,5
# 若い,若くない
# 羽生結弦 > 内村航平 > ダルビッシュ > 錦織圭 >> イチロー
羽生結弦,1,内村航平,2,ダルビッシュ,3,錦織圭,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 内村航平 > 羽生結弦 > 錦織圭 > ダルビッシュ
イチロー,1,内村航平,2,羽生結弦,3,錦織圭,4,ダルビッシュ,5
