# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
ソニー,1,パナソニック,1,東芝,1,キャノン,1,日立製作所,5,富士通,5,エプソン,5
# 新しい,古い
# 富士通 = キャノン = エプソン > ソニー = パナソニック = 東芝 > 日立製作所
富士通,1,キャノン,1,エプソン,1,ソニー,4,パナソニック,4,東芝,4,日立製作所,7
# 裕福だ,貧乏だ
# イギリス = アメリカ > ロシア = スペイン > 中国 > タイ = インド
イギリス,1,アメリカ,1,ロシア,3,スペイン,3,中国,5,タイ,6,インド,6
# 広大だ,せまい
# ロシア > アメリカ > 中国 > インド > スペイン > イギリス > タイ
ロシア,1,アメリカ,2,中国,3,インド,4,スペイン,5,イギリス,6,タイ,7
# 暖かい,寒い
# タイ = インド > スペイン > アメリカ > 中国 > イギリス > ロシア
タイ,1,インド,1,スペイン,3,アメリカ,4,中国,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ = マツダ > ホンダ = ヤマハ = ダイハツ
トヨタ,1,マツダ,1,ホンダ,3,ヤマハ,3,ダイハツ,3
# 有名だ,無名だ
# トヨタ = ホンダ = ヤマハ = マツダ = ダイハツ
トヨタ,1,ホンダ,1,ヤマハ,1,マツダ,1,ダイハツ,1
# 美味しい,不味い
# ビール > チューハイ > 日本酒 > ハイボール > ウイスキー
ビール,1,チューハイ,2,日本酒,3,ハイボール,4,ウイスキー,5
# 高価だ,安価だ
# ウイスキー = 日本酒 > ハイボール = ビール = チューハイ
ウイスキー,1,日本酒,1,ハイボール,3,ビール,3,チューハイ,3
# 好きだ,嫌いだ
# カレー = ピザ > ラーメン = チャーハン >> ハンバーガー
カレー,1,ピザ,1,ラーメン,3,チャーハン,3,ハンバーガー,5
# 脂っこい,脂っこくない
# ハンバーガー > ラーメン > チャーハン > ピザ > カレー
ハンバーガー,1,ラーメン,2,チャーハン,3,ピザ,4,カレー,5
# 高価だ,安価だ
# カメラ > カーナビ > 洗濯機 > エアコン > プリンタ
カメラ,1,カーナビ,2,洗濯機,3,エアコン,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 > カーナビ > エアコン > カメラ > プリンタ
洗濯機,1,カーナビ,2,エアコン,3,カメラ,4,プリンタ,5
# 好きだ,嫌いだ
# 晴天 > 霜 > 雨 > 雪 > 雷 > 霧 > 強風
晴天,1,霜,2,雨,3,雪,4,雷,5,霧,6,強風,7
# 珍しい,珍しくない
# 雷 > 強風 > 霜 > 雪 > 霧 > 雨 > 晴天
雷,1,強風,2,霜,3,雪,4,霧,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 鶏肉 > 牛肉 > 豚肉 > ラム肉 > 馬肉
鶏肉,1,牛肉,2,豚肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# 馬肉 > 牛肉 = ラム肉 > 豚肉 = 鶏肉
馬肉,1,牛肉,2,ラム肉,2,豚肉,4,鶏肉,4
# 有名だ,無名だ
# 銀閣寺 > 中尊寺 > 東寺 > 薬師寺 > 善光寺 > 増上寺
銀閣寺,1,中尊寺,2,東寺,3,薬師寺,4,善光寺,5,増上寺,6
# 立派だ,立派でない
# 中尊寺 > 銀閣寺 > 善光寺 > 東寺 > 薬師寺 > 増上寺
中尊寺,1,銀閣寺,2,善光寺,3,東寺,4,薬師寺,5,増上寺,6
# メジャーだ,マイナーだ
# 卓球 = バスケ = テニス = バレー = サッカー = 野球 > 相撲
卓球,1,バスケ,1,テニス,1,バレー,1,サッカー,1,野球,1,相撲,7
# 得意だ,苦手だ
# 卓球 > バスケ > 野球 > テニス > バレー > サッカー > 相撲
卓球,1,バスケ,2,野球,3,テニス,4,バレー,5,サッカー,6,相撲,7
# 快適だ,不快だ
# 新幹線 > 飛行機 > タクシー > 電車 > バス
新幹線,1,飛行機,2,タクシー,3,電車,4,バス,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 = 新幹線 = 電車 > タクシー = バス
飛行機,1,新幹線,1,電車,1,タクシー,4,バス,4
# 可愛い,可愛くない
# 北乃きい = 吹石一恵 = 梨花 = 優香 > 南明奈 > 釈由美子 > 友近
北乃きい,1,吹石一恵,1,梨花,1,優香,1,南明奈,5,釈由美子,6,友近,7
# 面白い,つまらない
# 友近 > 優香 > 北乃きい > 梨花 > 釈由美子 > 南明奈 > 吹石一恵
友近,1,優香,2,北乃きい,3,梨花,4,釈由美子,5,南明奈,6,吹石一恵,7
# 甘い,甘くない
# ショートケーキ > チョコレートケーキ > チーズケーキ > ロールケーキ > シフォンケーキ
ショートケーキ,1,チョコレートケーキ,2,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > チョコレートケーキ > シフォンケーキ > ショートケーキ = ロールケーキ
チーズケーキ,1,チョコレートケーキ,2,シフォンケーキ,3,ショートケーキ,4,ロールケーキ,4
# 美味しい,不味い
# マカロン > カステラ > スコーン > ベーグル > マフィン
マカロン,1,カステラ,2,スコーン,3,ベーグル,4,マフィン,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > スコーン > マフィン = カステラ
マカロン,1,ベーグル,2,スコーン,3,マフィン,4,カステラ,4
# 美味しい,不味い
# 紅茶 > ココア > 緑茶 > オレンジジュース > 抹茶
紅茶,1,ココア,2,緑茶,3,オレンジジュース,4,抹茶,5
# 好きだ,嫌いだ
# 讃岐うどん > 牛タン > お好み焼き > カツカレー > 串かつ
讃岐うどん,1,牛タン,2,お好み焼き,3,カツカレー,4,串かつ,5
# 高価だ,安価だ
# 牛タン >> 讃岐うどん = お好み焼き = カツカレー = 串かつ
牛タン,1,讃岐うどん,2,お好み焼き,2,カツカレー,2,串かつ,2
# 暖かい,寒い
# 東京 = 大阪 = 福岡 = 名古屋 = 神戸 = 沖縄 = 札幌
東京,1,大阪,1,福岡,1,名古屋,1,神戸,1,沖縄,1,札幌,1
# 遠い,近い
# 沖縄 > 福岡 > 神戸 > 札幌 > 名古屋 > 大阪 > 東京
沖縄,1,福岡,2,神戸,3,札幌,4,名古屋,5,大阪,6,東京,7
# ヘルシーだ,ヘルシーでない
# 中華料理 > タイ料理 > スペイン料理 > 韓国料理 > インド料理
中華料理,1,タイ料理,2,スペイン料理,3,韓国料理,4,インド料理,5
# 辛い,辛くない
# 韓国料理 = インド料理 > 中華料理 = タイ料理 > スペイン料理
韓国料理,1,インド料理,1,中華料理,3,タイ料理,3,スペイン料理,5
# 優秀だ,優秀でない
# 警察官 = 医師 = 科学者 = 宇宙飛行士 = 作曲者
警察官,1,医師,1,科学者,1,宇宙飛行士,1,作曲者,1
# 過酷だ,過酷でない
# 宇宙飛行士 > 警察官 = 医師 = 科学者 = 作曲者
宇宙飛行士,1,警察官,2,医師,2,科学者,2,作曲者,2
# 面白い,つまらない
# 美女と野獣 = となりのトトロ = 風の谷のナウシカ = スター・ウォーズ > 不思議の国のアリス
美女と野獣,1,となりのトトロ,1,風の谷のナウシカ,1,スター・ウォーズ,1,不思議の国のアリス,5
# 新しい,古い
# 美女と野獣 > となりのトトロ > 風の谷のナウシカ > スター・ウォーズ > 不思議の国のアリス
美女と野獣,1,となりのトトロ,2,風の谷のナウシカ,3,スター・ウォーズ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 数学 = 英語 = 体育 = 国語 = 世界史
数学,1,英語,1,体育,1,国語,1,世界史,1
# 簡単だ,難しい
# 体育 > 国語 > 世界史 > 英語 > 数学
体育,1,国語,2,世界史,3,英語,4,数学,5
# 楽しい,楽しくない
# 読書 = 釣り = ジョギング = BBQ = ドライブ >> サーフィン
読書,1,釣り,1,ジョギング,1,BBQ,1,ドライブ,1,サーフィン,6
# 有意義だ,有意義でない
# 読書 > 釣り > ジョギング > BBQ > ドライブ > サーフィン
読書,1,釣り,2,ジョギング,3,BBQ,4,ドライブ,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 = ジョギング = ドライブ > BBQ >> サーフィン = 釣り
読書,1,ジョギング,1,ドライブ,1,BBQ,4,サーフィン,5,釣り,5
# 面白い,つまらない
# Youtube > インスタグラム > Facebook > Twitter > ニコ動
Youtube,1,インスタグラム,2,Facebook,3,Twitter,4,ニコ動,5
# 便利だ,便利でない
# Youtube > インスタグラム = Facebook = Twitter = ニコ動
Youtube,1,インスタグラム,2,Facebook,2,Twitter,2,ニコ動,2
# 面白い,つまらない
# ドラゴンボール > GTO >> セーラームーン > エヴァ >> プリキュア = ジョジョ
ドラゴンボール,1,GTO,2,セーラームーン,3,エヴァ,4,プリキュア,5,ジョジョ,5
# 若い,若くない
# 安倍晋三 = 小泉純一郎 > 麻生太郎 = 鳩山由紀夫 > 田中角栄
安倍晋三,1,小泉純一郎,1,麻生太郎,3,鳩山由紀夫,3,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 田中角栄 > 安倍晋三 > 麻生太郎 > 鳩山由紀夫
小泉純一郎,1,田中角栄,2,安倍晋三,3,麻生太郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# アップル > グーグル > ヤフー > マイクロソフト > サムスン
アップル,1,グーグル,2,ヤフー,3,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# グーグル > アップル > マイクロソフト > ヤフー > サムスン
グーグル,1,アップル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン = ニュートン > 宮沢賢治 > 聖徳太子 = 坂本龍馬
エジソン,1,ニュートン,1,宮沢賢治,3,聖徳太子,4,坂本龍馬,4
# 好きだ,嫌いだ
# 宮沢賢治 > ニュートン = エジソン > 聖徳太子 = 坂本龍馬
宮沢賢治,1,ニュートン,2,エジソン,2,聖徳太子,4,坂本龍馬,4
# 面白い,つまらない
# ビートたけし = 明石家さんま = 所ジョージ > タモリ = 島田紳助
ビートたけし,1,明石家さんま,1,所ジョージ,1,タモリ,4,島田紳助,4
# 若い,若くない
# 所ジョージ > 明石家さんま > タモリ > 島田紳助 > ビートたけし
所ジョージ,1,明石家さんま,2,タモリ,3,島田紳助,4,ビートたけし,5
# 貴重だ,貴重でない
# 琵琶湖 > 出雲大社 > 大阪城 > 皇居 > 通天閣
琵琶湖,1,出雲大社,2,大阪城,3,皇居,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 鎌倉時代 > 平安時代 = 奈良時代
江戸時代,1,弥生時代,2,鎌倉時代,3,平安時代,4,奈良時代,4
# 重要だ,重要でない
# 優しさ > 話し方 > ルックス > 髪型 > 服装
優しさ,1,話し方,2,ルックス,3,髪型,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー = 錦織圭 > 羽生結弦 = ダルビッシュ = 内村航平
イチロー,1,錦織圭,1,羽生結弦,3,ダルビッシュ,3,内村航平,3
