# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう >> すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
医師,1,警察官,2,宇宙飛行士,3,科学者,4,作曲者,5
# 面白い,つまらない
# となりのトトロ > 美女と野獣 > 風の谷のナウシカ > 不思議の国のアリス >> スター・ウォーズ
となりのトトロ,1,美女と野獣,2,風の谷のナウシカ,3,不思議の国のアリス,4,スター・ウォーズ,5
# 新しい,古い
# 美女と野獣 > 不思議の国のアリス > スター・ウォーズ > となりのトトロ > 風の谷のナウシカ
美女と野獣,1,不思議の国のアリス,2,スター・ウォーズ,3,となりのトトロ,4,風の谷のナウシカ,5
# 必須だ,無駄だ
# 国語 >> 数学 > 英語 > 世界史 > 体育
国語,1,数学,2,英語,3,世界史,4,体育,5
# 簡単だ,難しい
# 世界史 > 国語 > 数学 > 英語 > 体育
世界史,1,国語,2,数学,3,英語,4,体育,5
# 楽しい,楽しくない
# 読書 >> ジョギング > BBQ = ドライブ > 釣り > サーフィン
読書,1,ジョギング,2,BBQ,3,ドライブ,3,釣り,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 >> ジョギング > BBQ > ドライブ > 釣り > サーフィン
読書,1,ジョギング,2,BBQ,3,ドライブ,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 >> ドライブ > ジョギング > BBQ > 釣り > サーフィン
読書,1,ドライブ,2,ジョギング,3,BBQ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Youtube > インスタグラム > Twitter > ニコ動 > Facebook
Youtube,1,インスタグラム,2,Twitter,3,ニコ動,4,Facebook,5
# 便利だ,便利でない
# Youtube >> Twitter > インスタグラム > Facebook > ニコ動
Youtube,1,Twitter,2,インスタグラム,3,Facebook,4,ニコ動,5
# 面白い,つまらない
# セーラームーン >> ドラゴンボール = GTO > ジョジョ = プリキュア = エヴァ
セーラームーン,1,ドラゴンボール,2,GTO,2,ジョジョ,4,プリキュア,4,エヴァ,4
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎 >> 田中角栄
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 > 小泉純一郎 >> 田中角栄 > 安倍晋三 > 鳩山由紀夫
麻生太郎,1,小泉純一郎,2,田中角栄,3,安倍晋三,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > アップル > マイクロソフト > ヤフー > サムスン
グーグル,1,アップル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# ヤフー = マイクロソフト = アップル > グーグル > サムスン
ヤフー,1,マイクロソフト,1,アップル,1,グーグル,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン > 坂本龍馬 > 聖徳太子 > 宮沢賢治
ニュートン,1,エジソン,2,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 好きだ,嫌いだ
# 坂本龍馬 >> エジソン > ニュートン > 宮沢賢治 > 聖徳太子
坂本龍馬,1,エジソン,2,ニュートン,3,宮沢賢治,4,聖徳太子,5
# 面白い,つまらない
# 所ジョージ >> 明石家さんま > タモリ >> ビートたけし > 島田紳助
所ジョージ,1,明石家さんま,2,タモリ,3,ビートたけし,4,島田紳助,5
# 若い,若くない
# 島田紳助 > 明石家さんま > 所ジョージ > ビートたけし > タモリ
島田紳助,1,明石家さんま,2,所ジョージ,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 皇居 > 出雲大社 > 琵琶湖 > 大阪城 > 通天閣
皇居,1,出雲大社,2,琵琶湖,3,大阪城,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 >> 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 >> 江戸時代 >> 平安時代 > 奈良時代 > 鎌倉時代
弥生時代,1,江戸時代,2,平安時代,3,奈良時代,4,鎌倉時代,5
# 重要だ,重要でない
# ルックス > 優しさ > 話し方 >> 髪型 > 服装
ルックス,1,優しさ,2,話し方,3,髪型,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > ダルビッシュ > 内村航平 >> イチロー
羽生結弦,1,錦織圭,2,ダルビッシュ,3,内村航平,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 羽生結弦 > 錦織圭 > ダルビッシュ > 内村航平
イチロー,1,羽生結弦,2,錦織圭,3,ダルビッシュ,4,内村航平,5
