# 大きい,小さい
# 白鳥 >> ペンギン > ふくろう > にわとり >> すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# アメリカ = イギリス > 中国 = インド = ロシア > タイ = スペイン
アメリカ,1,イギリス,1,中国,3,インド,3,ロシア,3,タイ,6,スペイン,6
# 広大だ,せまい
# 中国 > アメリカ > ロシア > インド = スペイン = タイ > イギリス
中国,1,アメリカ,2,ロシア,3,インド,4,スペイン,4,タイ,4,イギリス,7
# 暖かい,寒い
# スペイン > タイ = インド > 中国 > アメリカ > イギリス >> ロシア
スペイン,1,タイ,2,インド,2,中国,4,アメリカ,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ = マツダ = ダイハツ > ヤマハ
トヨタ,1,ホンダ,2,マツダ,2,ダイハツ,2,ヤマハ,5
# 有名だ,無名だ
# トヨタ = ホンダ = ダイハツ > ヤマハ = マツダ
トヨタ,1,ホンダ,1,ダイハツ,1,ヤマハ,4,マツダ,4
# 美味しい,不味い
# 日本酒 > ウイスキー > ハイボール > チューハイ >> ビール
日本酒,1,ウイスキー,2,ハイボール,3,チューハイ,4,ビール,5
# 高価だ,安価だ
# 日本酒 > ウイスキー >> ビール > ハイボール > チューハイ
日本酒,1,ウイスキー,2,ビール,3,ハイボール,4,チューハイ,5
# 好きだ,嫌いだ
# チャーハン > カレー = ピザ > ハンバーガー > ラーメン
チャーハン,1,カレー,2,ピザ,2,ハンバーガー,4,ラーメン,5
# 脂っこい,脂っこくない
# ハンバーガー = ラーメン = チャーハン = カレー = ピザ
ハンバーガー,1,ラーメン,1,チャーハン,1,カレー,1,ピザ,1
# 高価だ,安価だ
# 洗濯機 > カメラ >> カーナビ > エアコン > プリンタ
洗濯機,1,カメラ,2,カーナビ,3,エアコン,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 > カーナビ > カメラ > プリンタ = エアコン
洗濯機,1,カーナビ,2,カメラ,3,プリンタ,4,エアコン,4
# 好きだ,嫌いだ
# 晴天 = 強風 > 霧 > 霜 > 雨 = 雷 > 雪
晴天,1,強風,1,霧,3,霜,4,雨,5,雷,5,雪,7
# 珍しい,珍しくない
# 霧 > 雪 = 霜 > 雷 = 強風 > 雨 = 晴天
霧,1,雪,2,霜,2,雷,4,強風,4,雨,6,晴天,6
# 好きだ,嫌いだ
# 豚肉 = 鶏肉 > ラム肉 = 馬肉 > 牛肉
豚肉,1,鶏肉,1,ラム肉,3,馬肉,3,牛肉,5
# 高価だ,安価だ
# 牛肉 > 豚肉 > 馬肉 > 鶏肉 = ラム肉
牛肉,1,豚肉,2,馬肉,3,鶏肉,4,ラム肉,4
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 = 中尊寺 > 善光寺 > 増上寺 = 東寺
銀閣寺,1,薬師寺,2,中尊寺,2,善光寺,4,増上寺,5,東寺,5
# 立派だ,立派でない
# 中尊寺 = 薬師寺 > 銀閣寺 = 善光寺 > 増上寺 = 東寺
中尊寺,1,薬師寺,1,銀閣寺,3,善光寺,3,増上寺,5,東寺,5
# メジャーだ,マイナーだ
# サッカー = 野球 > バスケ = テニス = バレー > 相撲 > 卓球
サッカー,1,野球,1,バスケ,3,テニス,3,バレー,3,相撲,6,卓球,7
# 得意だ,苦手だ
# 野球 = サッカー = バレー > バスケ = テニス = 卓球 > 相撲
野球,1,サッカー,1,バレー,1,バスケ,4,テニス,4,卓球,4,相撲,7
# 快適だ,不快だ
# 新幹線 > 電車 = タクシー > 飛行機 > バス
新幹線,1,電車,2,タクシー,2,飛行機,4,バス,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 = 新幹線 = 電車 = タクシー = バス
飛行機,1,新幹線,1,電車,1,タクシー,1,バス,1
# 可愛い,可愛くない
# 北乃きい > 吹石一恵 > 南明奈 > 優香 >> 釈由美子 > 友近 = 梨花
北乃きい,1,吹石一恵,2,南明奈,3,優香,4,釈由美子,5,友近,6,梨花,6
# 面白い,つまらない
# 友近 >> 優香 = 梨花 = 釈由美子 >> 北乃きい = 南明奈 = 吹石一恵
友近,1,優香,2,梨花,2,釈由美子,2,北乃きい,5,南明奈,5,吹石一恵,5
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ = ロールケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,2,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# ショートケーキ = チーズケーキ = ロールケーキ = チョコレートケーキ = シフォンケーキ
ショートケーキ,1,チーズケーキ,1,ロールケーキ,1,チョコレートケーキ,1,シフォンケーキ,1
# 美味しい,不味い
# カステラ = マフィン > マカロン > スコーン = ベーグル
カステラ,1,マフィン,1,マカロン,3,スコーン,4,ベーグル,4
# おしゃれだ,おしゃれでない
# マカロン > ベーグル = スコーン >> マフィン = カステラ
マカロン,1,ベーグル,2,スコーン,2,マフィン,4,カステラ,4
# 美味しい,不味い
# ココア > 紅茶 = 抹茶 = 緑茶 > オレンジジュース
ココア,1,紅茶,2,抹茶,2,緑茶,2,オレンジジュース,5
# 好きだ,嫌いだ
# カツカレー > 串かつ = お好み焼き > 讃岐うどん >> 牛タン
カツカレー,1,串かつ,2,お好み焼き,2,讃岐うどん,4,牛タン,5
# 高価だ,安価だ
# 牛タン > お好み焼き > カツカレー > 串かつ > 讃岐うどん
牛タン,1,お好み焼き,2,カツカレー,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 名古屋 = 神戸 = 大阪 > 東京 >> 札幌
沖縄,1,福岡,2,名古屋,3,神戸,3,大阪,3,東京,6,札幌,7
# 遠い,近い
# 札幌 > 沖縄 >> 名古屋 = 神戸 > 東京 = 大阪 >> 福岡
札幌,1,沖縄,2,名古屋,3,神戸,3,東京,5,大阪,5,福岡,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > 中華料理 = スペイン料理 = 韓国料理 = インド料理
タイ料理,1,中華料理,2,スペイン料理,2,韓国料理,2,インド料理,2
# 辛い,辛くない
# 韓国料理 >> 中華料理 = インド料理 > タイ料理 = スペイン料理
韓国料理,1,中華料理,2,インド料理,2,タイ料理,4,スペイン料理,4
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 > 科学者 > 作曲者 >> 警察官
宇宙飛行士,1,医師,2,科学者,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 > 警察官 > 科学者 > 作曲者
宇宙飛行士,1,医師,2,警察官,3,科学者,4,作曲者,5
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣 >> スター・ウォーズ
となりのトトロ,1,風の谷のナウシカ,2,不思議の国のアリス,3,美女と野獣,4,スター・ウォーズ,5
# 新しい,古い
# 不思議の国のアリス > となりのトトロ > 風の谷のナウシカ > 美女と野獣 > スター・ウォーズ
不思議の国のアリス,1,となりのトトロ,2,風の谷のナウシカ,3,美女と野獣,4,スター・ウォーズ,5
# 必須だ,無駄だ
# 数学 = 国語 = 英語 = 世界史 > 体育
数学,1,国語,1,英語,1,世界史,1,体育,5
# 簡単だ,難しい
# 国語 > 体育 > 世界史 = 英語 > 数学
国語,1,体育,2,世界史,3,英語,3,数学,5
# 楽しい,楽しくない
# BBQ > ドライブ > サーフィン > 読書 >> 釣り = ジョギング
BBQ,1,ドライブ,2,サーフィン,3,読書,4,釣り,5,ジョギング,5
# 有意義だ,有意義でない
# 読書 >> 釣り = ジョギング = サーフィン = BBQ = ドライブ
読書,1,釣り,2,ジョギング,2,サーフィン,2,BBQ,2,ドライブ,2
# 手軽だ,手軽でない
# 読書 > ドライブ >> ジョギング > 釣り = サーフィン = BBQ
読書,1,ドライブ,2,ジョギング,3,釣り,4,サーフィン,4,BBQ,4
# 面白い,つまらない
# Twitter = ニコ動 = Youtube >> Facebook > インスタグラム
Twitter,1,ニコ動,1,Youtube,1,Facebook,4,インスタグラム,5
# 便利だ,便利でない
# Twitter > Facebook > ニコ動 > Youtube >> インスタグラム
Twitter,1,Facebook,2,ニコ動,3,Youtube,4,インスタグラム,5
# 面白い,つまらない
# エヴァ = ドラゴンボール > ジョジョ >> プリキュア = セーラームーン > GTO
エヴァ,1,ドラゴンボール,1,ジョジョ,3,プリキュア,4,セーラームーン,4,GTO,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 = 小泉純一郎 > 鳩山由紀夫 = 田中角栄
安倍晋三,1,麻生太郎,2,小泉純一郎,2,鳩山由紀夫,4,田中角栄,4
# 好きだ,嫌いだ
# 安倍晋三 = 麻生太郎 = 小泉純一郎 > 鳩山由紀夫 = 田中角栄
安倍晋三,1,麻生太郎,1,小泉純一郎,1,鳩山由紀夫,4,田中角栄,4
# 好調だ,不調だ
# グーグル > マイクロソフト > アップル > ヤフー >> サムスン
グーグル,1,マイクロソフト,2,アップル,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# グーグル = マイクロソフト > アップル = ヤフー >> サムスン
グーグル,1,マイクロソフト,1,アップル,3,ヤフー,3,サムスン,5
# 偉大だ,偉大でない
# エジソン = ニュートン = 坂本龍馬 > 宮沢賢治 = 聖徳太子
エジソン,1,ニュートン,1,坂本龍馬,1,宮沢賢治,4,聖徳太子,4
# 好きだ,嫌いだ
# エジソン = 坂本龍馬 >> 宮沢賢治 = 聖徳太子 = ニュートン
エジソン,1,坂本龍馬,1,宮沢賢治,3,聖徳太子,3,ニュートン,3
# 面白い,つまらない
# 明石家さんま = 島田紳助 > タモリ = 所ジョージ >> ビートたけし
明石家さんま,1,島田紳助,1,タモリ,3,所ジョージ,3,ビートたけし,5
# 若い,若くない
# 島田紳助 > 所ジョージ > ビートたけし = 明石家さんま = タモリ
島田紳助,1,所ジョージ,2,ビートたけし,3,明石家さんま,3,タモリ,3
# 貴重だ,貴重でない
# 琵琶湖 > 皇居 = 出雲大社 = 大阪城 >> 通天閣
琵琶湖,1,皇居,2,出雲大社,2,大阪城,2,通天閣,5
# 新しい,古い
# 江戸時代 >> 鎌倉時代 >> 平安時代 > 奈良時代 >> 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代
弥生時代,1,江戸時代,2,鎌倉時代,3,平安時代,4,奈良時代,5
# 重要だ,重要でない
# ルックス > 話し方 = 髪型 = 優しさ > 服装
ルックス,1,話し方,2,髪型,2,優しさ,2,服装,5
# 若い,若くない
# 羽生結弦 > 内村航平 > 錦織圭 > ダルビッシュ >> イチロー
羽生結弦,1,内村航平,2,錦織圭,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー = 錦織圭 = 内村航平 > 羽生結弦 = ダルビッシュ
イチロー,1,錦織圭,1,内村航平,1,羽生結弦,4,ダルビッシュ,4
