# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# ラーメン > ピザ = カレー > チャーハン > ハンバーガー
ラーメン,1,ピザ,2,カレー,2,チャーハン,4,ハンバーガー,5
# 脂っこい,脂っこくない
# ハンバーガー > ピザ = ラーメン > チャーハン > カレー
ハンバーガー,1,ピザ,2,ラーメン,2,チャーハン,4,カレー,5
# 高価だ,安価だ
# エアコン > 洗濯機 > カーナビ > プリンタ > カメラ
エアコン,1,洗濯機,2,カーナビ,3,プリンタ,4,カメラ,5
# うるさい,静かだ
# 洗濯機 > プリンタ > カーナビ > エアコン > カメラ
洗濯機,1,プリンタ,2,カーナビ,3,エアコン,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 > 雨 > 強風 > 雷 > 霧 > 雪 > 霜
晴天,1,雨,2,強風,3,雷,4,霧,5,雪,6,霜,7
# 珍しい,珍しくない
# 雪 > 雷 > 霧 > 霜 > 強風 > 雨 > 晴天
雪,1,雷,2,霧,3,霜,4,強風,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 牛肉 > 豚肉 > 鶏肉 > ラム肉 >> 馬肉
牛肉,1,豚肉,2,鶏肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 > 豚肉 > ラム肉 > 鶏肉
牛肉,1,馬肉,2,豚肉,3,ラム肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 善光寺 > 中尊寺 >> 増上寺 = 東寺
銀閣寺,1,薬師寺,2,善光寺,3,中尊寺,4,増上寺,5,東寺,5
# 立派だ,立派でない
# 銀閣寺 > 善光寺 > 薬師寺 > 中尊寺 > 東寺 = 増上寺
銀閣寺,1,善光寺,2,薬師寺,3,中尊寺,4,東寺,5,増上寺,5
# メジャーだ,マイナーだ
# サッカー > 野球 = テニス > バレー = バスケ > 卓球 > 相撲
サッカー,1,野球,2,テニス,2,バレー,4,バスケ,4,卓球,6,相撲,7
# 得意だ,苦手だ
# サッカー > テニス = バスケ = バレー = 野球 = 卓球 > 相撲
サッカー,1,テニス,2,バスケ,2,バレー,2,野球,2,卓球,2,相撲,7
# 快適だ,不快だ
# 新幹線 > 飛行機 > タクシー > 電車 > バス
新幹線,1,飛行機,2,タクシー,3,電車,4,バス,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 > 新幹線 > 電車 > バス > タクシー
飛行機,1,新幹線,2,電車,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 優香 > 吹石一恵 > 梨花 > 南明奈 = 釈由美子 > 北乃きい > 友近
優香,1,吹石一恵,2,梨花,3,南明奈,4,釈由美子,4,北乃きい,6,友近,7
# 面白い,つまらない
# 友近 > 梨花 > 北乃きい = 優香 = 南明奈 > 吹石一恵 > 釈由美子
友近,1,梨花,2,北乃きい,3,優香,3,南明奈,3,吹石一恵,6,釈由美子,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ = ロールケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,2,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ > チーズケーキ > シフォンケーキ > ロールケーキ > ショートケーキ
チョコレートケーキ,1,チーズケーキ,2,シフォンケーキ,3,ロールケーキ,4,ショートケーキ,5
# 美味しい,不味い
# マカロン > カステラ > スコーン = マフィン > ベーグル
マカロン,1,カステラ,2,スコーン,3,マフィン,3,ベーグル,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > マフィン > スコーン > カステラ
マカロン,1,ベーグル,2,マフィン,3,スコーン,4,カステラ,5
# 美味しい,不味い
# 紅茶 > 緑茶 > ココア > オレンジジュース > 抹茶
紅茶,1,緑茶,2,ココア,3,オレンジジュース,4,抹茶,5
# 好きだ,嫌いだ
# お好み焼き > カツカレー > 串かつ > 牛タン > 讃岐うどん
お好み焼き,1,カツカレー,2,串かつ,3,牛タン,4,讃岐うどん,5
# 高価だ,安価だ
# 牛タン > カツカレー > お好み焼き > 串かつ > 讃岐うどん
牛タン,1,カツカレー,2,お好み焼き,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 = 神戸 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,大阪,3,神戸,3,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 東京 > 名古屋 > 大阪 > 神戸 > 札幌 > 福岡 > 沖縄
東京,1,名古屋,2,大阪,3,神戸,4,札幌,5,福岡,6,沖縄,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > インド料理 > 韓国料理 > スペイン料理 > 中華料理
タイ料理,1,インド料理,2,韓国料理,3,スペイン料理,4,中華料理,5
# 辛い,辛くない
# タイ料理 = 中華料理 = インド料理 > 韓国料理 > スペイン料理
タイ料理,1,中華料理,1,インド料理,1,韓国料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 = 作曲者 = 科学者 >> 医師 > 警察官
宇宙飛行士,1,作曲者,1,科学者,1,医師,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 > 警察官 > 科学者 > 作曲者
宇宙飛行士,1,医師,2,警察官,3,科学者,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > 風の谷のナウシカ > 美女と野獣 = となりのトトロ > 不思議の国のアリス
スター・ウォーズ,1,風の谷のナウシカ,2,美女と野獣,3,となりのトトロ,3,不思議の国のアリス,5
# 新しい,古い
# 不思議の国のアリス > 美女と野獣 > スター・ウォーズ > 風の谷のナウシカ > となりのトトロ
不思議の国のアリス,1,美女と野獣,2,スター・ウォーズ,3,風の谷のナウシカ,4,となりのトトロ,5
# 必須だ,無駄だ
# 英語 > 体育 > 数学 = 国語 = 世界史
英語,1,体育,2,数学,3,国語,3,世界史,3
# 簡単だ,難しい
# 世界史 > 国語 = 数学 = 英語 = 体育
世界史,1,国語,2,数学,2,英語,2,体育,2
# 楽しい,楽しくない
# 読書 > BBQ > ドライブ > ジョギング > サーフィン > 釣り
読書,1,BBQ,2,ドライブ,3,ジョギング,4,サーフィン,5,釣り,6
# 有意義だ,有意義でない
# ジョギング > 読書 > BBQ > サーフィン > ドライブ > 釣り
ジョギング,1,読書,2,BBQ,3,サーフィン,4,ドライブ,5,釣り,6
# 手軽だ,手軽でない
# 読書 >> ドライブ > ジョギング > 釣り > BBQ > サーフィン
読書,1,ドライブ,2,ジョギング,3,釣り,4,BBQ,5,サーフィン,6
# 面白い,つまらない
# Youtube > Twitter > ニコ動 > インスタグラム > Facebook
Youtube,1,Twitter,2,ニコ動,3,インスタグラム,4,Facebook,5
# 便利だ,便利でない
# Youtube > Twitter > ニコ動 > インスタグラム > Facebook
Youtube,1,Twitter,2,ニコ動,3,インスタグラム,4,Facebook,5
# 面白い,つまらない
# ドラゴンボール > ジョジョ > エヴァ = GTO >> プリキュア = セーラームーン
ドラゴンボール,1,ジョジョ,2,エヴァ,3,GTO,3,プリキュア,5,セーラームーン,5
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 麻生太郎 > 小泉純一郎 > 田中角栄
鳩山由紀夫,1,安倍晋三,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 安倍晋三 = 麻生太郎 = 鳩山由紀夫 = 田中角栄
小泉純一郎,1,安倍晋三,2,麻生太郎,2,鳩山由紀夫,2,田中角栄,2
# 好調だ,不調だ
# マイクロソフト > アップル > グーグル > ヤフー > サムスン
マイクロソフト,1,アップル,2,グーグル,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# マイクロソフト > ヤフー = グーグル > アップル >> サムスン
マイクロソフト,1,ヤフー,2,グーグル,2,アップル,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン > 聖徳太子 > 宮沢賢治 > 坂本龍馬
ニュートン,1,エジソン,2,聖徳太子,3,宮沢賢治,4,坂本龍馬,5
# 好きだ,嫌いだ
# ニュートン > 宮沢賢治 >> 聖徳太子 > エジソン > 坂本龍馬
ニュートン,1,宮沢賢治,2,聖徳太子,3,エジソン,4,坂本龍馬,5
# 面白い,つまらない
# 明石家さんま > ビートたけし > 島田紳助 > 所ジョージ > タモリ
明石家さんま,1,ビートたけし,2,島田紳助,3,所ジョージ,4,タモリ,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > ビートたけし > タモリ
所ジョージ,1,島田紳助,2,明石家さんま,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 琵琶湖 = 出雲大社 = 大阪城 = 皇居 >> 通天閣
琵琶湖,1,出雲大社,1,大阪城,1,皇居,1,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 奈良時代 > 平安時代 > 弥生時代
江戸時代,1,鎌倉時代,2,奈良時代,3,平安時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 鎌倉時代 > 平安時代 > 奈良時代
江戸時代,1,弥生時代,2,鎌倉時代,3,平安時代,4,奈良時代,5
# 重要だ,重要でない
# ルックス > 服装 > 話し方 = 優しさ > 髪型
ルックス,1,服装,2,話し方,3,優しさ,3,髪型,5
# 若い,若くない
# 羽生結弦 > 内村航平 > 錦織圭 > ダルビッシュ > イチロー
羽生結弦,1,内村航平,2,錦織圭,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 = 羽生結弦 = 内村航平 > ダルビッシュ
イチロー,1,錦織圭,2,羽生結弦,2,内村航平,2,ダルビッシュ,5
