# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
友近,1,北乃きい,2,梨花,3,釈由美子,4,優香,5,南明奈,5,吹石一恵,7
# 甘い,甘くない
# シフォンケーキ > ショートケーキ = チョコレートケーキ > ロールケーキ > チーズケーキ
シフォンケーキ,1,ショートケーキ,2,チョコレートケーキ,2,ロールケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# ショートケーキ > チーズケーキ > ロールケーキ > シフォンケーキ > チョコレートケーキ
ショートケーキ,1,チーズケーキ,2,ロールケーキ,3,シフォンケーキ,4,チョコレートケーキ,5
# 美味しい,不味い
# マフィン = カステラ > ベーグル > スコーン > マカロン
マフィン,1,カステラ,1,ベーグル,3,スコーン,4,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > スコーン > ベーグル > マフィン > カステラ
マカロン,1,スコーン,2,ベーグル,3,マフィン,4,カステラ,5
# 美味しい,不味い
# オレンジジュース > 紅茶 = 緑茶 > ココア > 抹茶
オレンジジュース,1,紅茶,2,緑茶,2,ココア,4,抹茶,5
# 好きだ,嫌いだ
# 串かつ > 讃岐うどん = お好み焼き > カツカレー > 牛タン
串かつ,1,讃岐うどん,2,お好み焼き,2,カツカレー,4,牛タン,5
# 高価だ,安価だ
# 牛タン > 串かつ > カツカレー > 讃岐うどん = お好み焼き
牛タン,1,串かつ,2,カツカレー,3,讃岐うどん,4,お好み焼き,4
# 暖かい,寒い
# 沖縄 > 福岡 > 東京 = 大阪 = 名古屋 = 神戸 >> 札幌
沖縄,1,福岡,2,東京,3,大阪,3,名古屋,3,神戸,3,札幌,7
# 遠い,近い
# 沖縄 = 札幌 > 福岡 > 東京 > 名古屋 > 神戸 > 大阪
沖縄,1,札幌,1,福岡,3,東京,4,名古屋,5,神戸,6,大阪,7
# ヘルシーだ,ヘルシーでない
# インド料理 > スペイン料理 > 韓国料理 > タイ料理 > 中華料理
インド料理,1,スペイン料理,2,韓国料理,3,タイ料理,4,中華料理,5
# 辛い,辛くない
# 韓国料理 > インド料理 >> 中華料理 = タイ料理 > スペイン料理
韓国料理,1,インド料理,2,中華料理,3,タイ料理,3,スペイン料理,5
# 優秀だ,優秀でない
# 医師 = 科学者 = 宇宙飛行士 > 作曲者 > 警察官
医師,1,科学者,1,宇宙飛行士,1,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 警察官 = 医師 > 科学者 > 宇宙飛行士 = 作曲者
警察官,1,医師,1,科学者,3,宇宙飛行士,4,作曲者,4
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ > 美女と野獣 > 不思議の国のアリス > スター・ウォーズ
となりのトトロ,1,風の谷のナウシカ,2,美女と野獣,3,不思議の国のアリス,4,スター・ウォーズ,5
# 新しい,古い
# 不思議の国のアリス > 美女と野獣 > となりのトトロ > 風の谷のナウシカ > スター・ウォーズ
不思議の国のアリス,1,美女と野獣,2,となりのトトロ,3,風の谷のナウシカ,4,スター・ウォーズ,5
# 必須だ,無駄だ
# 数学 = 国語 > 英語 > 体育 >> 世界史
数学,1,国語,1,英語,3,体育,4,世界史,5
# 簡単だ,難しい
# 数学 = 英語 = 体育 = 国語 > 世界史
数学,1,英語,1,体育,1,国語,1,世界史,5
# 楽しい,楽しくない
# ＢＢＱ = ドライブ > 釣り >> 読書 >> ジョギング = サーフィン
ＢＢＱ,1,ドライブ,1,釣り,3,読書,4,ジョギング,5,サーフィン,5
# 有意義だ,有意義でない
# ジョギング = サーフィン > 読書 > 釣り > ＢＢＱ = ドライブ
ジョギング,1,サーフィン,1,読書,3,釣り,4,ＢＢＱ,5,ドライブ,5
# 手軽だ,手軽でない
# 読書 = ドライブ >> 釣り = ＢＢＱ > ジョギング >> サーフィン
読書,1,ドライブ,1,釣り,3,ＢＢＱ,3,ジョギング,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > インスタグラム = Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ >> ニコ動
Ｙｏｕｔｕｂｅ,1,インスタグラム,2,Ｆａｃｅｂｏｏｋ,2,Ｔｗｉｔｔｅｒ,4,ニコ動,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > インスタグラム >> ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,3,インスタグラム,4,ニコ動,5
# 面白い,つまらない
# ドラゴンボール >> プリキュア > ジョジョ > セーラームーン = エヴァ > ＧＴＯ
ドラゴンボール,1,プリキュア,2,ジョジョ,3,セーラームーン,4,エヴァ,4,ＧＴＯ,6
# 若い,若くない
# 鳩山由紀夫 = 小泉純一郎 > 安倍晋三 > 麻生太郎 >> 田中角栄
鳩山由紀夫,1,小泉純一郎,1,安倍晋三,3,麻生太郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 田中角栄 >> 安倍晋三 > 麻生太郎 = 鳩山由紀夫
小泉純一郎,1,田中角栄,2,安倍晋三,3,麻生太郎,4,鳩山由紀夫,4
# 好調だ,不調だ
# アップル = グーグル > ヤフー > サムスン = マイクロソフト
アップル,1,グーグル,1,ヤフー,3,サムスン,4,マイクロソフト,4
# 不可欠だ,不要だ
# アップル = グーグル = ヤフー > マイクロソフト >> サムスン
アップル,1,グーグル,1,ヤフー,1,マイクロソフト,4,サムスン,5
# 偉大だ,偉大でない
# エジソン = ニュートン > 宮沢賢治 = 坂本龍馬 > 聖徳太子
エジソン,1,ニュートン,1,宮沢賢治,3,坂本龍馬,3,聖徳太子,5
# 好きだ,嫌いだ
# エジソン = 坂本龍馬 > 宮沢賢治 = 聖徳太子 = ニュートン
エジソン,1,坂本龍馬,1,宮沢賢治,3,聖徳太子,3,ニュートン,3
# 面白い,つまらない
# 明石家さんま > 所ジョージ > タモリ = ビートたけし = 島田紳助
明石家さんま,1,所ジョージ,2,タモリ,3,ビートたけし,3,島田紳助,3
# 若い,若くない
# 明石家さんま > 所ジョージ = 島田紳助 > タモリ > ビートたけし
明石家さんま,1,所ジョージ,2,島田紳助,2,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 琵琶湖 > 出雲大社 = 皇居 > 大阪城 > 通天閣
琵琶湖,1,出雲大社,2,皇居,2,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 出雲大社 = 皇居 > 通天閣 = 大阪城 >> 琵琶湖
出雲大社,1,皇居,1,通天閣,3,大阪城,3,琵琶湖,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 江戸時代 > 鎌倉時代 >> 平安時代 = 奈良時代
弥生時代,1,江戸時代,2,鎌倉時代,3,平安時代,4,奈良時代,4
# 重要だ,重要でない
# 優しさ = 話し方 > 髪型 = 服装 > ルックス
優しさ,1,話し方,1,髪型,3,服装,3,ルックス,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー = 錦織圭 = 羽生結弦 = 内村航平 > ダルビッシュ
イチロー,1,錦織圭,1,羽生結弦,1,内村航平,1,ダルビッシュ,5
