# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう >> すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
ウイスキー,1,日本酒,2,ビール,3,ハイボール,4,チューハイ,5
# 好きだ,嫌いだ
# ラーメン > チャーハン > カレー > ピザ > ハンバーガー
ラーメン,1,チャーハン,2,カレー,3,ピザ,4,ハンバーガー,5
# 脂っこい,脂っこくない
# チャーハン > ハンバーガー > カレー > ピザ > ラーメン
チャーハン,1,ハンバーガー,2,カレー,3,ピザ,4,ラーメン,5
# 高価だ,安価だ
# カーナビ > エアコン > 洗濯機 > カメラ > プリンタ
カーナビ,1,エアコン,2,洗濯機,3,カメラ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 > エアコン > プリンタ >> カメラ > カーナビ
洗濯機,1,エアコン,2,プリンタ,3,カメラ,4,カーナビ,5
# 好きだ,嫌いだ
# 晴天 > 雨 > 雪 > 雷 > 霧 > 強風 > 霜
晴天,1,雨,2,雪,3,雷,4,霧,5,強風,6,霜,7
# 珍しい,珍しくない
# 雷 > 霧 > 霜 > 強風 > 雪 > 雨 > 晴天
雷,1,霧,2,霜,3,強風,4,雪,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 豚肉 > 鶏肉 > ラム肉 > 牛肉 >> 馬肉
豚肉,1,鶏肉,2,ラム肉,3,牛肉,4,馬肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 > ラム肉 > 豚肉 > 鶏肉
牛肉,1,馬肉,2,ラム肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 東寺 > 銀閣寺 > 善光寺 > 薬師寺 > 中尊寺 > 増上寺
東寺,1,銀閣寺,2,善光寺,3,薬師寺,4,中尊寺,5,増上寺,6
# 立派だ,立派でない
# 銀閣寺 > 善光寺 > 薬師寺 > 中尊寺 > 増上寺 > 東寺
銀閣寺,1,善光寺,2,薬師寺,3,中尊寺,4,増上寺,5,東寺,6
# メジャーだ,マイナーだ
# 野球 > サッカー > 相撲 > テニス > 卓球 > バレー > バスケ
野球,1,サッカー,2,相撲,3,テニス,4,卓球,5,バレー,6,バスケ,7
# 得意だ,苦手だ
# 野球 > 相撲 > サッカー >> 卓球 >> バスケ = バレー > テニス
野球,1,相撲,2,サッカー,3,卓球,4,バスケ,5,バレー,5,テニス,7
# 快適だ,不快だ
# 新幹線 > 飛行機 > 電車 > バス > タクシー
新幹線,1,飛行機,2,電車,3,バス,4,タクシー,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 > 電車 > バス > タクシー > 飛行機
新幹線,1,電車,2,バス,3,タクシー,4,飛行機,5
# 可愛い,可愛くない
# 南明奈 > 吹石一恵 >> 北乃きい = 優香 > 梨花 >> 釈由美子 >> 友近
南明奈,1,吹石一恵,2,北乃きい,3,優香,3,梨花,5,釈由美子,6,友近,7
# 面白い,つまらない
# 友近 > 梨花 > 釈由美子 > 優香 > 南明奈 > 吹石一恵 > 北乃きい
友近,1,梨花,2,釈由美子,3,優香,4,南明奈,5,吹石一恵,6,北乃きい,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > シフォンケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > チョコレートケーキ > シフォンケーキ > ロールケーキ > ショートケーキ
チーズケーキ,1,チョコレートケーキ,2,シフォンケーキ,3,ロールケーキ,4,ショートケーキ,5
# 美味しい,不味い
# ベーグル > スコーン > マカロン > マフィン > カステラ
ベーグル,1,スコーン,2,マカロン,3,マフィン,4,カステラ,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > マフィン > スコーン > カステラ
マカロン,1,ベーグル,2,マフィン,3,スコーン,4,カステラ,5
# 美味しい,不味い
# オレンジジュース >> 紅茶 >> 抹茶 > 緑茶 > ココア
オレンジジュース,1,紅茶,2,抹茶,3,緑茶,4,ココア,5
# 好きだ,嫌いだ
# カツカレー > 牛タン > 讃岐うどん > お好み焼き > 串かつ
カツカレー,1,牛タン,2,讃岐うどん,3,お好み焼き,4,串かつ,5
# 高価だ,安価だ
# 牛タン > カツカレー > 串かつ > お好み焼き > 讃岐うどん
牛タン,1,カツカレー,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 大阪 > 名古屋 > 神戸 > 東京 >> 札幌
沖縄,1,福岡,2,大阪,3,名古屋,4,神戸,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 名古屋 > 大阪 > 神戸 > 東京
沖縄,1,札幌,2,福岡,3,名古屋,4,大阪,5,神戸,6,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > スペイン料理 > インド料理 > 韓国料理 > 中華料理
タイ料理,1,スペイン料理,2,インド料理,3,韓国料理,4,中華料理,5
# 辛い,辛くない
# 韓国料理 >> タイ料理 > 中華料理 >> スペイン料理 > インド料理
韓国料理,1,タイ料理,2,中華料理,3,スペイン料理,4,インド料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 > 科学者 >> 作曲者 >> 警察官
宇宙飛行士,1,医師,2,科学者,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 医師 > 宇宙飛行士 > 警察官 > 作曲者 > 科学者
医師,1,宇宙飛行士,2,警察官,3,作曲者,4,科学者,5
# 面白い,つまらない
# となりのトトロ >> 風の谷のナウシカ > 美女と野獣 = 不思議の国のアリス >> スター・ウォーズ
となりのトトロ,1,風の谷のナウシカ,2,美女と野獣,3,不思議の国のアリス,3,スター・ウォーズ,5
# 新しい,古い
# スター・ウォーズ > 不思議の国のアリス >> 美女と野獣 >> 風の谷のナウシカ > となりのトトロ
スター・ウォーズ,1,不思議の国のアリス,2,美女と野獣,3,風の谷のナウシカ,4,となりのトトロ,5
# 必須だ,無駄だ
# 英語 > 数学 > 国語 > 世界史 > 体育
英語,1,数学,2,国語,3,世界史,4,体育,5
# 簡単だ,難しい
# 国語 > 世界史 >> 体育 >> 英語 > 数学
国語,1,世界史,2,体育,3,英語,4,数学,5
# 楽しい,楽しくない
# ＢＢＱ > 釣り > 読書 > サーフィン > ジョギング > ドライブ
ＢＢＱ,1,釣り,2,読書,3,サーフィン,4,ジョギング,5,ドライブ,6
# 有意義だ,有意義でない
# 読書 > 釣り > ジョギング > ドライブ > サーフィン > ＢＢＱ
読書,1,釣り,2,ジョギング,3,ドライブ,4,サーフィン,5,ＢＢＱ,6
# 手軽だ,手軽でない
# ジョギング > 読書 > ドライブ > 釣り > ＢＢＱ > サーフィン
ジョギング,1,読書,2,ドライブ,3,釣り,4,ＢＢＱ,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ > ニコ動 > インスタグラム
Ｙｏｕｔｕｂｅ,1,Ｆａｃｅｂｏｏｋ,2,Ｔｗｉｔｔｅｒ,3,ニコ動,4,インスタグラム,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > インスタグラム > ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,3,インスタグラム,4,ニコ動,5
# 面白い,つまらない
# ドラゴンボール >> ＧＴＯ > セーラームーン >> ジョジョ > エヴァ > プリキュア
ドラゴンボール,1,ＧＴＯ,2,セーラームーン,3,ジョジョ,4,エヴァ,5,プリキュア,6
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎 > 田中角栄
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 安倍晋三 > 麻生太郎 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
安倍晋三,1,麻生太郎,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好調だ,不調だ
# グーグル = マイクロソフト > アップル >> サムスン >> ヤフー
グーグル,1,マイクロソフト,1,アップル,3,サムスン,4,ヤフー,5
# 不可欠だ,不要だ
# グーグル > マイクロソフト > アップル > サムスン > ヤフー
グーグル,1,マイクロソフト,2,アップル,3,サムスン,4,ヤフー,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 坂本龍馬 > 聖徳太子 > 宮沢賢治
エジソン,1,ニュートン,2,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 好きだ,嫌いだ
# エジソン > ニュートン >> 坂本龍馬 > 聖徳太子 >> 宮沢賢治
エジソン,1,ニュートン,2,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 面白い,つまらない
# 島田紳助 > 明石家さんま >> 所ジョージ >> ビートたけし > タモリ
島田紳助,1,明石家さんま,2,所ジョージ,3,ビートたけし,4,タモリ,5
# 若い,若くない
# 島田紳助 > 所ジョージ > 明石家さんま > ビートたけし > タモリ
島田紳助,1,所ジョージ,2,明石家さんま,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 琵琶湖 > 出雲大社 > 通天閣 > 大阪城 > 皇居
琵琶湖,1,出雲大社,2,通天閣,3,大阪城,4,皇居,5
# 印象的だ,印象的でない
# 出雲大社 > 琵琶湖 > 通天閣 > 皇居 > 大阪城
出雲大社,1,琵琶湖,2,通天閣,3,皇居,4,大阪城,5
# 新しい,古い
# 江戸時代 > 平安時代 > 鎌倉時代 > 奈良時代 > 弥生時代
江戸時代,1,平安時代,2,鎌倉時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 奈良時代 > 鎌倉時代 > 弥生時代 > 平安時代 > 江戸時代
奈良時代,1,鎌倉時代,2,弥生時代,3,平安時代,4,江戸時代,5
# 重要だ,重要でない
# ルックス > 優しさ >> 話し方 >> 服装 > 髪型
ルックス,1,優しさ,2,話し方,3,服装,4,髪型,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 >> 内村航平 > ダルビッシュ > 羽生結弦
イチロー,1,錦織圭,2,内村航平,3,ダルビッシュ,4,羽生結弦,5
