# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり >> すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
ヴァイオリン,1,フルート,2,ハープ,2,チェロ,4,クラリネット,4
# 綺麗だ,醜い
# 桔梗 = サクラ > たんぽぽ = ひまわり > すずらん
桔梗,1,サクラ,1,たんぽぽ,3,ひまわり,3,すずらん,5
# 好きだ,嫌いだ
# ひまわり = 桔梗 > たんぽぽ > サクラ > すずらん
ひまわり,1,桔梗,1,たんぽぽ,3,サクラ,4,すずらん,5
# 美味しい,不味い
# ドトール = サンマルク >> ルノアール > コメダ > タリーズ
ドトール,1,サンマルク,1,ルノアール,3,コメダ,4,タリーズ,5
# 高い,安い
# コメダ > ルノアール >> サンマルク = ドトール > タリーズ
コメダ,1,ルノアール,2,サンマルク,3,ドトール,3,タリーズ,5
# 好調だ,不調だ
# ソニー = パナソニック > キャノン = エプソン > 東芝 > 日立製作所 >> 富士通
ソニー,1,パナソニック,1,キャノン,3,エプソン,3,東芝,5,日立製作所,6,富士通,7
# 新しい,古い
# ソニー > キャノン > エプソン > パナソニック > 東芝 = 富士通 = 日立製作所
ソニー,1,キャノン,2,エプソン,3,パナソニック,4,東芝,5,富士通,5,日立製作所,5
# 裕福だ,貧乏だ
# イギリス = スペイン = アメリカ > タイ = インド > ロシア = 中国
イギリス,1,スペイン,1,アメリカ,1,タイ,4,インド,4,ロシア,6,中国,6
# 広大だ,せまい
# 中国 > ロシア > インド >> アメリカ >> イギリス > タイ = スペイン
中国,1,ロシア,2,インド,3,アメリカ,4,イギリス,5,タイ,6,スペイン,6
# 暖かい,寒い
# タイ = インド = スペイン >> アメリカ > イギリス > 中国 >> ロシア
タイ,1,インド,1,スペイン,1,アメリカ,4,イギリス,5,中国,6,ロシア,7
# 好調だ,不調だ
# トヨタ = ダイハツ > マツダ > ホンダ > ヤマハ
トヨタ,1,ダイハツ,1,マツダ,3,ホンダ,4,ヤマハ,5
# 有名だ,無名だ
# トヨタ = ホンダ = ダイハツ > マツダ >> ヤマハ
トヨタ,1,ホンダ,1,ダイハツ,1,マツダ,4,ヤマハ,5
# 美味しい,不味い
# 日本酒 > ビール = ウイスキー > ハイボール = チューハイ
日本酒,1,ビール,2,ウイスキー,2,ハイボール,4,チューハイ,4
# 高価だ,安価だ
# ウイスキー = 日本酒 > ビール > ハイボール > チューハイ
ウイスキー,1,日本酒,1,ビール,3,ハイボール,4,チューハイ,5
# 好きだ,嫌いだ
# チャーハン = カレー = ピザ > ラーメン > ハンバーガー
チャーハン,1,カレー,1,ピザ,1,ラーメン,4,ハンバーガー,5
# 脂っこい,脂っこくない
# ピザ = ハンバーガー > ラーメン >> チャーハン >> カレー
ピザ,1,ハンバーガー,1,ラーメン,3,チャーハン,4,カレー,5
# 高価だ,安価だ
# カメラ >> 洗濯機 > エアコン >> カーナビ >> プリンタ
カメラ,1,洗濯機,2,エアコン,3,カーナビ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 = プリンタ >> エアコン >> カメラ > カーナビ
洗濯機,1,プリンタ,1,エアコン,3,カメラ,4,カーナビ,5
# 好きだ,嫌いだ
# 晴天 >> 霜 > 雨 = 霧 >> 雪 > 雷 = 強風
晴天,1,霜,2,雨,3,霧,3,雪,5,雷,6,強風,6
# 珍しい,珍しくない
# 霜 > 霧 > 雷 >> 雪 >> 強風 > 雨 > 晴天
霜,1,霧,2,雷,3,雪,4,強風,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 鶏肉 > 豚肉 = 牛肉 > ラム肉 >> 馬肉
鶏肉,1,豚肉,2,牛肉,2,ラム肉,4,馬肉,5
# 高価だ,安価だ
# ラム肉 = 馬肉 >> 牛肉 = 豚肉 >> 鶏肉
ラム肉,1,馬肉,1,牛肉,3,豚肉,3,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 東寺 > 中尊寺 >> 増上寺 = 善光寺
銀閣寺,1,薬師寺,2,東寺,3,中尊寺,4,増上寺,5,善光寺,5
# 立派だ,立派でない
# 銀閣寺 = 東寺 > 薬師寺 = 中尊寺 > 善光寺 = 増上寺
銀閣寺,1,東寺,1,薬師寺,3,中尊寺,3,善光寺,5,増上寺,5
# メジャーだ,マイナーだ
# 野球 = サッカー = バスケ > テニス > バレー > 卓球 = 相撲
野球,1,サッカー,1,バスケ,1,テニス,4,バレー,5,卓球,6,相撲,6
# 得意だ,苦手だ
# バレー > 卓球 = テニス >> 野球 = バスケ = サッカー >> 相撲
バレー,1,卓球,2,テニス,2,野球,4,バスケ,4,サッカー,4,相撲,7
# 快適だ,不快だ
# 新幹線 = 飛行機 > タクシー >> バス = 電車
新幹線,1,飛行機,1,タクシー,3,バス,4,電車,4
# 速い,遅い
# 飛行機 > 新幹線 >> 電車 >> タクシー >> バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 > 新幹線 > 電車 >> バス >> タクシー
飛行機,1,新幹線,2,電車,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 優香 > 吹石一恵 >> 北乃きい = 南明奈 > 釈由美子 >> 友近 = 梨花
優香,1,吹石一恵,2,北乃きい,3,南明奈,3,釈由美子,5,友近,6,梨花,6
# 面白い,つまらない
# 吹石一恵 > 優香 >> 友近 >> 南明奈 = 北乃きい = 梨花 = 釈由美子
吹石一恵,1,優香,2,友近,3,南明奈,4,北乃きい,4,梨花,4,釈由美子,4
# 甘い,甘くない
# チョコレートケーキ > チーズケーキ > ショートケーキ = ロールケーキ >> シフォンケーキ
チョコレートケーキ,1,チーズケーキ,2,ショートケーキ,3,ロールケーキ,3,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ > ロールケーキ > チーズケーキ > ショートケーキ > シフォンケーキ
チョコレートケーキ,1,ロールケーキ,2,チーズケーキ,3,ショートケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# カステラ = マフィン > ベーグル > スコーン > マカロン
カステラ,1,マフィン,1,ベーグル,3,スコーン,4,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン >> スコーン = ベーグル > マフィン = カステラ
マカロン,1,スコーン,2,ベーグル,2,マフィン,4,カステラ,4
# 美味しい,不味い
# 紅茶 = 緑茶 > ココア > 抹茶 > オレンジジュース
紅茶,1,緑茶,1,ココア,3,抹茶,4,オレンジジュース,5
# 好きだ,嫌いだ
# カツカレー > 牛タン > 串かつ >> お好み焼き >> 讃岐うどん
カツカレー,1,牛タン,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 高価だ,安価だ
# 牛タン = 串かつ > 讃岐うどん > お好み焼き >> カツカレー
牛タン,1,串かつ,1,讃岐うどん,3,お好み焼き,4,カツカレー,5
# 暖かい,寒い
# 沖縄 >> 大阪 > 名古屋 > 福岡 > 東京 >> 神戸 >> 札幌
沖縄,1,大阪,2,名古屋,3,福岡,4,東京,5,神戸,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 >> 神戸 = 福岡 >> 大阪 > 名古屋 >> 東京
沖縄,1,札幌,2,神戸,3,福岡,3,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# 韓国料理 > タイ料理 = インド料理 > スペイン料理 >> 中華料理
韓国料理,1,タイ料理,2,インド料理,2,スペイン料理,4,中華料理,5
# 辛い,辛くない
# タイ料理 > 韓国料理 >> インド料理 > 中華料理 >> スペイン料理
タイ料理,1,韓国料理,2,インド料理,3,中華料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 = 宇宙飛行士 > 作曲者 > 医師 >> 警察官
科学者,1,宇宙飛行士,1,作曲者,3,医師,4,警察官,5
# 過酷だ,過酷でない
# 医師 > 警察官 >> 宇宙飛行士 > 科学者 > 作曲者
医師,1,警察官,2,宇宙飛行士,3,科学者,4,作曲者,5
# 面白い,つまらない
# 不思議の国のアリス > 風の谷のナウシカ >> となりのトトロ = 美女と野獣 > スター・ウォーズ
不思議の国のアリス,1,風の谷のナウシカ,2,となりのトトロ,3,美女と野獣,3,スター・ウォーズ,5
# 新しい,古い
# 美女と野獣 > 風の谷のナウシカ > となりのトトロ >> スター・ウォーズ = 不思議の国のアリス
美女と野獣,1,風の谷のナウシカ,2,となりのトトロ,3,スター・ウォーズ,4,不思議の国のアリス,4
# 必須だ,無駄だ
# 数学 = 英語 = 国語 > 世界史 = 体育
数学,1,英語,1,国語,1,世界史,4,体育,4
# 簡単だ,難しい
# 英語 = 国語 > 体育 > 世界史 >> 数学
英語,1,国語,1,体育,3,世界史,4,数学,5
# 楽しい,楽しくない
# ジョギング > 読書 = ドライブ > 釣り = サーフィン >> ＢＢＱ
ジョギング,1,読書,2,ドライブ,2,釣り,4,サーフィン,4,ＢＢＱ,6
# 有意義だ,有意義でない
# 読書 = ジョギング > ドライブ >> 釣り = サーフィン >> ＢＢＱ
読書,1,ジョギング,1,ドライブ,3,釣り,4,サーフィン,4,ＢＢＱ,6
# 手軽だ,手軽でない
# 読書 > ジョギング >> 釣り > ドライブ > ＢＢＱ >> サーフィン
読書,1,ジョギング,2,釣り,3,ドライブ,4,ＢＢＱ,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > ニコ動 >> Ｔｗｉｔｔｅｒ > インスタグラム >> Ｆａｃｅｂｏｏｋ
Ｙｏｕｔｕｂｅ,1,ニコ動,2,Ｔｗｉｔｔｅｒ,3,インスタグラム,4,Ｆａｃｅｂｏｏｋ,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > ニコ動 > Ｔｗｉｔｔｅｒ >> Ｆａｃｅｂｏｏｋ >> インスタグラム
Ｙｏｕｔｕｂｅ,1,ニコ動,2,Ｔｗｉｔｔｅｒ,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 面白い,つまらない
# ＧＴＯ = ドラゴンボール >> エヴァ > ジョジョ >> セーラームーン > プリキュア
ＧＴＯ,1,ドラゴンボール,1,エヴァ,3,ジョジョ,4,セーラームーン,5,プリキュア,6
# 若い,若くない
# 麻生太郎 > 安倍晋三 > 小泉純一郎 >> 鳩山由紀夫 > 田中角栄
麻生太郎,1,安倍晋三,2,小泉純一郎,3,鳩山由紀夫,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 > 安倍晋三 >> 小泉純一郎 > 田中角栄 >> 鳩山由紀夫
麻生太郎,1,安倍晋三,2,小泉純一郎,3,田中角栄,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル >> マイクロソフト = アップル > ヤフー >> サムスン
グーグル,1,マイクロソフト,2,アップル,2,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# グーグル > マイクロソフト > アップル > ヤフー = サムスン
グーグル,1,マイクロソフト,2,アップル,3,ヤフー,4,サムスン,4
# 偉大だ,偉大でない
# エジソン = ニュートン > 坂本龍馬 > 聖徳太子 >> 宮沢賢治
エジソン,1,ニュートン,1,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 好きだ,嫌いだ
# エジソン = ニュートン > 聖徳太子 = 坂本龍馬 > 宮沢賢治
エジソン,1,ニュートン,1,聖徳太子,3,坂本龍馬,3,宮沢賢治,5
# 面白い,つまらない
# タモリ = 所ジョージ > ビートたけし > 明石家さんま >> 島田紳助
タモリ,1,所ジョージ,1,ビートたけし,3,明石家さんま,4,島田紳助,5
# 若い,若くない
# 所ジョージ = タモリ > 明石家さんま >> ビートたけし = 島田紳助
所ジョージ,1,タモリ,1,明石家さんま,3,ビートたけし,4,島田紳助,4
# 貴重だ,貴重でない
# 出雲大社 = 琵琶湖 > 皇居 > 通天閣 = 大阪城
出雲大社,1,琵琶湖,1,皇居,3,通天閣,4,大阪城,4
# 印象的だ,印象的でない
# 出雲大社 > 通天閣 > 皇居 >> 大阪城 = 琵琶湖
出雲大社,1,通天閣,2,皇居,3,大阪城,4,琵琶湖,4
# 新しい,古い
# 江戸時代 >> 平安時代 = 奈良時代 = 鎌倉時代 >> 弥生時代
江戸時代,1,平安時代,2,奈良時代,2,鎌倉時代,2,弥生時代,5
# 長い,短い
# 江戸時代 >> 奈良時代 > 弥生時代 > 平安時代 = 鎌倉時代
江戸時代,1,奈良時代,2,弥生時代,3,平安時代,4,鎌倉時代,4
# 重要だ,重要でない
# 話し方 = 服装 = 髪型 > 優しさ > ルックス
話し方,1,服装,1,髪型,1,優しさ,4,ルックス,5
# 若い,若くない
# 羽生結弦 > 内村航平 > 錦織圭 > ダルビッシュ >> イチロー
羽生結弦,1,内村航平,2,錦織圭,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー >> 羽生結弦 = 錦織圭 > 内村航平 > ダルビッシュ
イチロー,1,羽生結弦,2,錦織圭,2,内村航平,4,ダルビッシュ,5
