# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり >> すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# 辛い,辛くない
# タイ料理 = インド料理 > 韓国料理 > スペイン料理 = 中華料理
タイ料理,1,インド料理,1,韓国料理,3,スペイン料理,4,中華料理,4
# 優秀だ,優秀でない
# 科学者 > 医師 > 宇宙飛行士 > 作曲者 >> 警察官
科学者,1,医師,2,宇宙飛行士,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 = 警察官 > 科学者 = 作曲者
宇宙飛行士,1,医師,2,警察官,2,科学者,4,作曲者,4
# 面白い,つまらない
# スター・ウォーズ > となりのトトロ = 風の谷のナウシカ >> 不思議の国のアリス > 美女と野獣
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,2,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# 美女と野獣 >> となりのトトロ > 風の谷のナウシカ > スター・ウォーズ > 不思議の国のアリス
美女と野獣,1,となりのトトロ,2,風の谷のナウシカ,3,スター・ウォーズ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 国語 = 世界史 > 英語 > 数学 >> 体育
国語,1,世界史,1,英語,3,数学,4,体育,5
# 簡単だ,難しい
# 体育 >> 国語 > 英語 > 世界史 > 数学
体育,1,国語,2,英語,3,世界史,4,数学,5
# 楽しい,楽しくない
# ＢＢＱ > ドライブ > 読書 >> 釣り > ジョギング = サーフィン
ＢＢＱ,1,ドライブ,2,読書,3,釣り,4,ジョギング,5,サーフィン,5
# 有意義だ,有意義でない
# ジョギング > サーフィン > 読書 = 釣り > ＢＢＱ > ドライブ
ジョギング,1,サーフィン,2,読書,3,釣り,3,ＢＢＱ,5,ドライブ,6
# 手軽だ,手軽でない
# 読書 >> ジョギング > ドライブ = 釣り > ＢＢＱ > サーフィン
読書,1,ジョギング,2,ドライブ,3,釣り,3,ＢＢＱ,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > ニコ動 > Ｔｗｉｔｔｅｒ >> Ｆａｃｅｂｏｏｋ = インスタグラム
Ｙｏｕｔｕｂｅ,1,ニコ動,2,Ｔｗｉｔｔｅｒ,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,4
# 便利だ,便利でない
# Ｔｗｉｔｔｅｒ = Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > ニコ動 >> インスタグラム
Ｔｗｉｔｔｅｒ,1,Ｙｏｕｔｕｂｅ,1,Ｆａｃｅｂｏｏｋ,3,ニコ動,4,インスタグラム,5
# 面白い,つまらない
# ドラゴンボール = エヴァ > セーラームーン >> ＧＴＯ = ジョジョ > プリキュア
ドラゴンボール,1,エヴァ,1,セーラームーン,3,ＧＴＯ,4,ジョジョ,4,プリキュア,6
# 若い,若くない
# 安倍晋三 = 麻生太郎 = 鳩山由紀夫 = 小泉純一郎 >> 田中角栄
安倍晋三,1,麻生太郎,1,鳩山由紀夫,1,小泉純一郎,1,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 鳩山由紀夫 = 麻生太郎 = 小泉純一郎 >> 安倍晋三
田中角栄,1,鳩山由紀夫,2,麻生太郎,2,小泉純一郎,2,安倍晋三,5
# 好調だ,不調だ
# グーグル > ヤフー = マイクロソフト > サムスン = アップル
グーグル,1,ヤフー,2,マイクロソフト,2,サムスン,4,アップル,4
# 不可欠だ,不要だ
# グーグル > マイクロソフト > ヤフー > アップル > サムスン
グーグル,1,マイクロソフト,2,ヤフー,3,アップル,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン = エジソン >> 聖徳太子 > 宮沢賢治 = 坂本龍馬
ニュートン,1,エジソン,1,聖徳太子,3,宮沢賢治,4,坂本龍馬,4
# 好きだ,嫌いだ
# 坂本龍馬 > 宮沢賢治 > ニュートン = エジソン >> 聖徳太子
坂本龍馬,1,宮沢賢治,2,ニュートン,3,エジソン,3,聖徳太子,5
# 面白い,つまらない
# ビートたけし = 明石家さんま = タモリ > 島田紳助 > 所ジョージ
ビートたけし,1,明石家さんま,1,タモリ,1,島田紳助,4,所ジョージ,5
# 若い,若くない
# 島田紳助 = 明石家さんま > 所ジョージ >> ビートたけし = タモリ
島田紳助,1,明石家さんま,1,所ジョージ,3,ビートたけし,4,タモリ,4
# 貴重だ,貴重でない
# 琵琶湖 >> 皇居 = 大阪城 = 出雲大社 > 通天閣
琵琶湖,1,皇居,2,大阪城,2,出雲大社,2,通天閣,5
# 印象的だ,印象的でない
# 皇居 > 大阪城 = 通天閣 > 琵琶湖 >> 出雲大社
皇居,1,大阪城,2,通天閣,2,琵琶湖,4,出雲大社,5
# 新しい,古い
# 江戸時代 = 鎌倉時代 > 平安時代 > 奈良時代 >> 弥生時代
江戸時代,1,鎌倉時代,1,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 鎌倉時代 = 奈良時代 = 平安時代 = 江戸時代
弥生時代,1,鎌倉時代,2,奈良時代,2,平安時代,2,江戸時代,2
# 重要だ,重要でない
# ルックス > 話し方 = 優しさ > 髪型 = 服装
ルックス,1,話し方,2,優しさ,2,髪型,4,服装,4
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 = ダルビッシュ >> イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,3,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー >> 羽生結弦 = 内村航平 = 錦織圭 = ダルビッシュ
イチロー,1,羽生結弦,2,内村航平,2,錦織圭,2,ダルビッシュ,2
