# 大きい,小さい
# ペンギン > 白鳥 > にわとり > ふくろう > すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,4,すずめ,5
# タイ料理 > インド料理 > スペイン料理 > 韓国料理 > 中華料理
タイ料理,1,インド料理,2,スペイン料理,3,韓国料理,4,中華料理,5
# 優秀だ,優秀でない
# 医師 > 科学者 > 宇宙飛行士 > 警察官 > 作曲者
医師,1,科学者,2,宇宙飛行士,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 警察官 > 宇宙飛行士 > 医師 > 科学者 > 作曲者
警察官,1,宇宙飛行士,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > 風の谷のナウシカ > となりのトトロ > 美女と野獣 > 不思議の国のアリス
スター・ウォーズ,1,風の谷のナウシカ,2,となりのトトロ,3,美女と野獣,4,不思議の国のアリス,5
# 新しい,古い
# 不思議の国のアリス > 美女と野獣 > となりのトトロ > スター・ウォーズ > 風の谷のナウシカ
不思議の国のアリス,1,美女と野獣,2,となりのトトロ,3,スター・ウォーズ,4,風の谷のナウシカ,5
# 必須だ,無駄だ
# 国語 > 数学 > 世界史 > 英語 > 体育
国語,1,数学,2,世界史,3,英語,4,体育,5
# 簡単だ,難しい
# 体育 > 国語 > 世界史 > 英語 > 数学
体育,1,国語,2,世界史,3,英語,4,数学,5
# 楽しい,楽しくない
# ドライブ > 読書 > ＢＢＱ > ジョギング >> 釣り >> サーフィン
ドライブ,1,読書,2,ＢＢＱ,3,ジョギング,4,釣り,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 > ジョギング > サーフィン > ＢＢＱ = ドライブ > 釣り
読書,1,ジョギング,2,サーフィン,3,ＢＢＱ,4,ドライブ,4,釣り,6
# 手軽だ,手軽でない
# 読書 > ジョギング > ドライブ > ＢＢＱ > 釣り >> サーフィン
読書,1,ジョギング,2,ドライブ,3,ＢＢＱ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ >> インスタグラム >> Ｆａｃｅｂｏｏｋ >> ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,インスタグラム,3,Ｆａｃｅｂｏｏｋ,4,ニコ動,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ >> インスタグラム > Ｆａｃｅｂｏｏｋ >> ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,インスタグラム,3,Ｆａｃｅｂｏｏｋ,4,ニコ動,5
# 面白い,つまらない
# エヴァ > ＧＴＯ > ドラゴンボール > ジョジョ > セーラームーン > プリキュア
エヴァ,1,ＧＴＯ,2,ドラゴンボール,3,ジョジョ,4,セーラームーン,5,プリキュア,6
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 麻生太郎 > 小泉純一郎 > 田中角栄
鳩山由紀夫,1,安倍晋三,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 小泉純一郎 > 安倍晋三 > 麻生太郎 > 鳩山由紀夫
田中角栄,1,小泉純一郎,2,安倍晋三,3,麻生太郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > アップル > マイクロソフト >> ヤフー >> サムスン
グーグル,1,アップル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# アップル > グーグル > ヤフー > マイクロソフト >> サムスン
アップル,1,グーグル,2,ヤフー,3,マイクロソフト,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 聖徳太子 > 坂本龍馬 > 宮沢賢治
エジソン,1,ニュートン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# エジソン > ニュートン > 宮沢賢治 > 聖徳太子 > 坂本龍馬
エジソン,1,ニュートン,2,宮沢賢治,3,聖徳太子,4,坂本龍馬,5
# 面白い,つまらない
# タモリ > 明石家さんま > ビートたけし > 所ジョージ > 島田紳助
タモリ,1,明石家さんま,2,ビートたけし,3,所ジョージ,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > タモリ > ビートたけし
所ジョージ,1,島田紳助,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 皇居 > 琵琶湖 > 大阪城 > 出雲大社 > 通天閣
皇居,1,琵琶湖,2,大阪城,3,出雲大社,4,通天閣,5
# 印象的だ,印象的でない
# 皇居 > 大阪城 > 通天閣 > 出雲大社 > 琵琶湖
皇居,1,大阪城,2,通天閣,3,出雲大社,4,琵琶湖,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 奈良時代 > 平安時代 > 鎌倉時代
江戸時代,1,弥生時代,2,奈良時代,3,平安時代,4,鎌倉時代,5
# 重要だ,重要でない
# 優しさ > 話し方 > ルックス > 服装 > 髪型
優しさ,1,話し方,2,ルックス,3,服装,4,髪型,5
# 若い,若くない
# 羽生結弦 > 内村航平 > ダルビッシュ > 錦織圭 > イチロー
羽生結弦,1,内村航平,2,ダルビッシュ,3,錦織圭,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 > 内村航平 > 羽生結弦 > ダルビッシュ
イチロー,1,錦織圭,2,内村航平,3,羽生結弦,4,ダルビッシュ,5
