# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# カレー = ラーメン > ハンバーガー > チャーハン > ピザ
カレー,1,ラーメン,1,ハンバーガー,3,チャーハン,4,ピザ,5
# 脂っこい,脂っこくない
# ラーメン > ピザ > チャーハン > ハンバーガー > カレー
ラーメン,1,ピザ,2,チャーハン,3,ハンバーガー,4,カレー,5
# 高価だ,安価だ
# カーナビ > エアコン > 洗濯機 > プリンタ > カメラ
カーナビ,1,エアコン,2,洗濯機,3,プリンタ,4,カメラ,5
# うるさい,静かだ
# 洗濯機 > エアコン > プリンタ > カーナビ > カメラ
洗濯機,1,エアコン,2,プリンタ,3,カーナビ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 > 雪 > 霜 > 霧 > 雨 > 雷 > 強風
晴天,1,雪,2,霜,3,霧,4,雨,5,雷,6,強風,7
# 珍しい,珍しくない
# 霧 > 霜 > 雪 > 雷 > 強風 > 雨 > 晴天
霧,1,霜,2,雪,3,雷,4,強風,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 豚肉 > 牛肉 > 鶏肉 > 馬肉 > ラム肉
豚肉,1,牛肉,2,鶏肉,3,馬肉,4,ラム肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 > ラム肉 > 豚肉 > 鶏肉
牛肉,1,馬肉,2,ラム肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 東寺 > 薬師寺 > 中尊寺 > 善光寺 > 増上寺
銀閣寺,1,東寺,2,薬師寺,3,中尊寺,4,善光寺,5,増上寺,6
# 立派だ,立派でない
# 東寺 > 薬師寺 > 善光寺 > 増上寺 > 中尊寺 > 銀閣寺
東寺,1,薬師寺,2,善光寺,3,増上寺,4,中尊寺,5,銀閣寺,6
# メジャーだ,マイナーだ
# サッカー > 野球 > テニス > バスケ > バレー > 卓球 > 相撲
サッカー,1,野球,2,テニス,3,バスケ,4,バレー,5,卓球,6,相撲,7
# 得意だ,苦手だ
# 野球 > 卓球 > バスケ > バレー > 相撲 > サッカー > テニス
野球,1,卓球,2,バスケ,3,バレー,4,相撲,5,サッカー,6,テニス,7
# 快適だ,不快だ
# 新幹線 > 飛行機 > タクシー > 電車 > バス
新幹線,1,飛行機,2,タクシー,3,電車,4,バス,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 > 電車 > タクシー > 飛行機 > バス
新幹線,1,電車,2,タクシー,3,飛行機,4,バス,5
# 可愛い,可愛くない
# 優香 > 釈由美子 > 北乃きい > 梨花 > 南明奈 > 吹石一恵 > 友近
優香,1,釈由美子,2,北乃きい,3,梨花,4,南明奈,5,吹石一恵,6,友近,7
# 面白い,つまらない
# 友近 > 梨花 > 南明奈 > 優香 > 吹石一恵 > 釈由美子 > 北乃きい
友近,1,梨花,2,南明奈,3,優香,4,吹石一恵,5,釈由美子,6,北乃きい,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# ショートケーキ > チーズケーキ > チョコレートケーキ > ロールケーキ > シフォンケーキ
ショートケーキ,1,チーズケーキ,2,チョコレートケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# カステラ > マフィン > ベーグル > スコーン > マカロン
カステラ,1,マフィン,2,ベーグル,3,スコーン,4,マカロン,5
# おしゃれだ,おしゃれでない
# マフィン > ベーグル > スコーン > マカロン > カステラ
マフィン,1,ベーグル,2,スコーン,3,マカロン,4,カステラ,5
# 美味しい,不味い
# ココア > オレンジジュース > 抹茶 > 紅茶 > 緑茶
ココア,1,オレンジジュース,2,抹茶,3,紅茶,4,緑茶,5
# 好きだ,嫌いだ
# カツカレー > 串かつ > お好み焼き > 牛タン > 讃岐うどん
カツカレー,1,串かつ,2,お好み焼き,3,牛タン,4,讃岐うどん,5
# 高価だ,安価だ
# 牛タン > お好み焼き > カツカレー > 串かつ > 讃岐うどん
牛タン,1,お好み焼き,2,カツカレー,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 東京 = 大阪 = 名古屋 = 神戸 > 札幌
沖縄,1,福岡,2,東京,3,大阪,3,名古屋,3,神戸,3,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,札幌,2,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# 中華料理 > タイ料理 = インド料理 > 韓国料理 > スペイン料理
中華料理,1,タイ料理,2,インド料理,2,韓国料理,4,スペイン料理,5
# 辛い,辛くない
# インド料理 > タイ料理 > 韓国料理 > スペイン料理 > 中華料理
インド料理,1,タイ料理,2,韓国料理,3,スペイン料理,4,中華料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 = 医師 > 作曲者 > 警察官
宇宙飛行士,1,科学者,2,医師,2,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 警察官 > 医師 > 科学者 > 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# となりのトトロ = 風の谷のナウシカ = スター・ウォーズ > 美女と野獣 > 不思議の国のアリス
となりのトトロ,1,風の谷のナウシカ,1,スター・ウォーズ,1,美女と野獣,4,不思議の国のアリス,5
# 新しい,古い
# 不思議の国のアリス > スター・ウォーズ > 風の谷のナウシカ > となりのトトロ > 美女と野獣
不思議の国のアリス,1,スター・ウォーズ,2,風の谷のナウシカ,3,となりのトトロ,4,美女と野獣,5
# 必須だ,無駄だ
# 数学 > 体育 > 英語 > 国語 > 世界史
数学,1,体育,2,英語,3,国語,4,世界史,5
# 簡単だ,難しい
# 数学 > 体育 > 国語 > 世界史 > 英語
数学,1,体育,2,国語,3,世界史,4,英語,5
# 楽しい,楽しくない
# ＢＢＱ > サーフィン > ドライブ > 読書 > 釣り > ジョギング
ＢＢＱ,1,サーフィン,2,ドライブ,3,読書,4,釣り,5,ジョギング,6
# 有意義だ,有意義でない
# 読書 > ジョギング > ＢＢＱ > ドライブ > 釣り > サーフィン
読書,1,ジョギング,2,ＢＢＱ,3,ドライブ,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 > ドライブ > ジョギング > 釣り > ＢＢＱ > サーフィン
読書,1,ドライブ,2,ジョギング,3,釣り,4,ＢＢＱ,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > ニコ動 > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > インスタグラム
Ｙｏｕｔｕｂｅ,1,ニコ動,2,Ｔｗｉｔｔｅｒ,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 便利だ,便利でない
# Ｔｗｉｔｔｅｒ > ニコ動 > Ｙｏｕｔｕｂｅ > インスタグラム > Ｆａｃｅｂｏｏｋ
Ｔｗｉｔｔｅｒ,1,ニコ動,2,Ｙｏｕｔｕｂｅ,3,インスタグラム,4,Ｆａｃｅｂｏｏｋ,5
# 面白い,つまらない
# ジョジョ > エヴァ > ドラゴンボール > ＧＴＯ > セーラームーン > プリキュア
ジョジョ,1,エヴァ,2,ドラゴンボール,3,ＧＴＯ,4,セーラームーン,5,プリキュア,6
# 若い,若くない
# 麻生太郎 > 安倍晋三 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
麻生太郎,1,安倍晋三,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 田中角栄 > 麻生太郎 > 安倍晋三 > 鳩山由紀夫
小泉純一郎,1,田中角栄,2,麻生太郎,3,安倍晋三,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > ヤフー > アップル > サムスン > マイクロソフト
グーグル,1,ヤフー,2,アップル,3,サムスン,4,マイクロソフト,5
# 不可欠だ,不要だ
# マイクロソフト > ヤフー > グーグル > アップル > サムスン
マイクロソフト,1,ヤフー,2,グーグル,3,アップル,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > 坂本龍馬 > 聖徳太子 > エジソン > 宮沢賢治
ニュートン,1,坂本龍馬,2,聖徳太子,3,エジソン,4,宮沢賢治,5
# 好きだ,嫌いだ
# ニュートン > 坂本龍馬 > 宮沢賢治 > 聖徳太子 > エジソン
ニュートン,1,坂本龍馬,2,宮沢賢治,3,聖徳太子,4,エジソン,5
# 面白い,つまらない
# ビートたけし > タモリ > 所ジョージ > 島田紳助 > 明石家さんま
ビートたけし,1,タモリ,2,所ジョージ,3,島田紳助,4,明石家さんま,5
# 若い,若くない
# ビートたけし > 島田紳助 > タモリ > 所ジョージ > 明石家さんま
ビートたけし,1,島田紳助,2,タモリ,3,所ジョージ,4,明石家さんま,5
# 貴重だ,貴重でない
# 琵琶湖 > 皇居 > 出雲大社 > 大阪城 > 通天閣
琵琶湖,1,皇居,2,出雲大社,3,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 出雲大社 > 琵琶湖 > 皇居 > 大阪城 > 通天閣
出雲大社,1,琵琶湖,2,皇居,3,大阪城,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代
弥生時代,1,江戸時代,2,鎌倉時代,3,平安時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ > 話し方 > ルックス > 服装 > 髪型
優しさ,1,話し方,2,ルックス,3,服装,4,髪型,5
# 若い,若くない
# 羽生結弦 > 内村航平 > 錦織圭 > ダルビッシュ > イチロー
羽生結弦,1,内村航平,2,錦織圭,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 内村航平 = 錦織圭 > 羽生結弦 > ダルビッシュ
イチロー,1,内村航平,2,錦織圭,2,羽生結弦,4,ダルビッシュ,5
