# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
吹石一恵,1,釈由美子,2,北乃きい,3,南明奈,4,優香,5,梨花,6,友近,7
# 面白い,つまらない
# 友近 > 梨花 > 優香 > 南明奈 > 釈由美子 = 北乃きい = 吹石一恵
友近,1,梨花,2,優香,3,南明奈,4,釈由美子,5,北乃きい,5,吹石一恵,5
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ > チーズケーキ > ロールケーキ > ショートケーキ > シフォンケーキ
チョコレートケーキ,1,チーズケーキ,2,ロールケーキ,3,ショートケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# マカロン > スコーン > カステラ > マフィン > ベーグル
マカロン,1,スコーン,2,カステラ,3,マフィン,4,ベーグル,5
# おしゃれだ,おしゃれでない
# マカロン > マフィン > ベーグル > カステラ > スコーン
マカロン,1,マフィン,2,ベーグル,3,カステラ,4,スコーン,5
# 美味しい,不味い
# ココア > 紅茶 > オレンジジュース > 緑茶 > 抹茶
ココア,1,紅茶,2,オレンジジュース,3,緑茶,4,抹茶,5
# 好きだ,嫌いだ
# お好み焼き > カツカレー > 讃岐うどん > 串かつ > 牛タン
お好み焼き,1,カツカレー,2,讃岐うどん,3,串かつ,4,牛タン,5
# 高価だ,安価だ
# 牛タン > カツカレー > お好み焼き > 串かつ > 讃岐うどん
牛タン,1,カツカレー,2,お好み焼き,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,札幌,2,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > スペイン料理 > 中華料理 > 韓国料理 > インド料理
タイ料理,1,スペイン料理,2,中華料理,3,韓国料理,4,インド料理,5
# 辛い,辛くない
# インド料理 > 韓国料理 > 中華料理 > タイ料理 > スペイン料理
インド料理,1,韓国料理,2,中華料理,3,タイ料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 > 科学者 > 作曲者 > 警察官
宇宙飛行士,1,医師,2,科学者,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 > 警察官 > 科学者 > 作曲者
宇宙飛行士,1,医師,2,警察官,3,科学者,4,作曲者,5
# 面白い,つまらない
# となりのトトロ > スター・ウォーズ > 美女と野獣 > 風の谷のナウシカ > 不思議の国のアリス
となりのトトロ,1,スター・ウォーズ,2,美女と野獣,3,風の谷のナウシカ,4,不思議の国のアリス,5
# 新しい,古い
# となりのトトロ > スター・ウォーズ > 風の谷のナウシカ > 美女と野獣 > 不思議の国のアリス
となりのトトロ,1,スター・ウォーズ,2,風の谷のナウシカ,3,美女と野獣,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 英語 > 数学 > 体育 > 国語 > 世界史
英語,1,数学,2,体育,3,国語,4,世界史,5
# 簡単だ,難しい
# 数学 > 英語 > 世界史 > 国語 > 体育
数学,1,英語,2,世界史,3,国語,4,体育,5
# 楽しい,楽しくない
# ＢＢＱ > ドライブ > 読書 > 釣り > ジョギング > サーフィン
ＢＢＱ,1,ドライブ,2,読書,3,釣り,4,ジョギング,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 > 釣り > ドライブ > ＢＢＱ > ジョギング > サーフィン
読書,1,釣り,2,ドライブ,3,ＢＢＱ,4,ジョギング,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 > 釣り > ＢＢＱ > ドライブ > ジョギング > サーフィン
読書,1,釣り,2,ＢＢＱ,3,ドライブ,4,ジョギング,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > インスタグラム > ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,3,インスタグラム,4,ニコ動,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > インスタグラム > ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,3,インスタグラム,4,ニコ動,5
# 面白い,つまらない
# ドラゴンボール > ＧＴＯ > ジョジョ > エヴァ > セーラームーン > プリキュア
ドラゴンボール,1,ＧＴＯ,2,ジョジョ,3,エヴァ,4,セーラームーン,5,プリキュア,6
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎 > 田中角栄
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 = 鳩山由紀夫 = 田中角栄 >> 安倍晋三 = 麻生太郎
小泉純一郎,1,鳩山由紀夫,1,田中角栄,1,安倍晋三,4,麻生太郎,4
# 好調だ,不調だ
# グーグル > アップル > マイクロソフト > サムスン > ヤフー
グーグル,1,アップル,2,マイクロソフト,3,サムスン,4,ヤフー,5
# 不可欠だ,不要だ
# マイクロソフト > グーグル > ヤフー > アップル > サムスン
マイクロソフト,1,グーグル,2,ヤフー,3,アップル,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン > 聖徳太子 > 坂本龍馬 > 宮沢賢治
ニュートン,1,エジソン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# ニュートン > 宮沢賢治 > 聖徳太子 > 坂本龍馬 > エジソン
ニュートン,1,宮沢賢治,2,聖徳太子,3,坂本龍馬,4,エジソン,5
# 面白い,つまらない
# ビートたけし = タモリ > 明石家さんま = 所ジョージ > 島田紳助
ビートたけし,1,タモリ,1,明石家さんま,3,所ジョージ,3,島田紳助,5
# 若い,若くない
# 島田紳助 > 所ジョージ > 明石家さんま > タモリ > ビートたけし
島田紳助,1,所ジョージ,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 皇居 > 出雲大社 > 琵琶湖 > 大阪城 > 通天閣
皇居,1,出雲大社,2,琵琶湖,3,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 皇居 > 出雲大社 > 琵琶湖 > 大阪城 > 通天閣
皇居,1,出雲大社,2,琵琶湖,3,大阪城,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 >> 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 >> 江戸時代 > 平安時代 > 奈良時代 > 鎌倉時代
弥生時代,1,江戸時代,2,平安時代,3,奈良時代,4,鎌倉時代,5
# 重要だ,重要でない
# ルックス = 優しさ > 服装 = 話し方 > 髪型
ルックス,1,優しさ,1,服装,3,話し方,3,髪型,5
# 若い,若くない
# 羽生結弦 > 内村航平 > 錦織圭 > ダルビッシュ > イチロー
羽生結弦,1,内村航平,2,錦織圭,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 > 羽生結弦 > ダルビッシュ = 内村航平
イチロー,1,錦織圭,2,羽生結弦,3,ダルビッシュ,4,内村航平,4
