# 大きい,小さい
# 白鳥 > ふくろう > ペンギン > にわとり > すずめ
白鳥,1,ふくろう,2,ペンギン,3,にわとり,4,すずめ,5
エプソン,1,キャノン,2,富士通,3,日立製作所,4,東芝,5,ソニー,6,パナソニック,7
# 裕福だ,貧乏だ
# アメリカ > イギリス > 中国 > スペイン > ロシア > タイ > インド
アメリカ,1,イギリス,2,中国,3,スペイン,4,ロシア,5,タイ,6,インド,7
# 広大だ,せまい
# 中国 > ロシア > アメリカ > インド > スペイン > タイ > イギリス
中国,1,ロシア,2,アメリカ,3,インド,4,スペイン,5,タイ,6,イギリス,7
# 暖かい,寒い
# インド > タイ > スペイン > アメリカ > イギリス > ロシア > 中国
インド,1,タイ,2,スペイン,3,アメリカ,4,イギリス,5,ロシア,6,中国,7
# 好調だ,不調だ
# トヨタ > ホンダ > ヤマハ > ダイハツ > マツダ
トヨタ,1,ホンダ,2,ヤマハ,3,ダイハツ,4,マツダ,5
# 有名だ,無名だ
# トヨタ > ホンダ > ヤマハ >> ダイハツ > マツダ
トヨタ,1,ホンダ,2,ヤマハ,3,ダイハツ,4,マツダ,5
# 美味しい,不味い
# ビール > 日本酒 > チューハイ > ハイボール > ウイスキー
ビール,1,日本酒,2,チューハイ,3,ハイボール,4,ウイスキー,5
# 高価だ,安価だ
# ウイスキー > 日本酒 > ハイボール > チューハイ > ビール
ウイスキー,1,日本酒,2,ハイボール,3,チューハイ,4,ビール,5
# 好きだ,嫌いだ
# ピザ > チャーハン > ラーメン > ハンバーガー >> カレー
ピザ,1,チャーハン,2,ラーメン,3,ハンバーガー,4,カレー,5
# 脂っこい,脂っこくない
# ピザ > カレー > チャーハン > ラーメン > ハンバーガー
ピザ,1,カレー,2,チャーハン,3,ラーメン,4,ハンバーガー,5
# 高価だ,安価だ
# カメラ > エアコン > カーナビ > 洗濯機 > プリンタ
カメラ,1,エアコン,2,カーナビ,3,洗濯機,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 > カーナビ > エアコン > プリンタ >> カメラ
洗濯機,1,カーナビ,2,エアコン,3,プリンタ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 > 雪 > 霧 > 霜 > 雨 > 強風 > 雷
晴天,1,雪,2,霧,3,霜,4,雨,5,強風,6,雷,7
# 珍しい,珍しくない
# 雷 > 霜 > 霧 > 雪 > 強風 > 雨 > 晴天
雷,1,霜,2,霧,3,雪,4,強風,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 牛肉 > 豚肉 > 鶏肉 > ラム肉 >> 馬肉
牛肉,1,豚肉,2,鶏肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# 馬肉 > 牛肉 > ラム肉 > 豚肉 > 鶏肉
馬肉,1,牛肉,2,ラム肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 善光寺 > 中尊寺 > 増上寺 > 東寺
銀閣寺,1,薬師寺,2,善光寺,3,中尊寺,4,増上寺,5,東寺,6
# 立派だ,立派でない
# 銀閣寺 > 薬師寺 > 東寺 > 中尊寺 > 善光寺 > 増上寺
銀閣寺,1,薬師寺,2,東寺,3,中尊寺,4,善光寺,5,増上寺,6
# メジャーだ,マイナーだ
# 野球 > 相撲 > サッカー > テニス > バレー > 卓球 > バスケ
野球,1,相撲,2,サッカー,3,テニス,4,バレー,5,卓球,6,バスケ,7
# 得意だ,苦手だ
# バレー > 卓球 > サッカー > 野球 > テニス > 相撲 > バスケ
バレー,1,卓球,2,サッカー,3,野球,4,テニス,5,相撲,6,バスケ,7
# 快適だ,不快だ
# 飛行機 > 新幹線 > バス > 電車 > タクシー
飛行機,1,新幹線,2,バス,3,電車,4,タクシー,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > バス > タクシー
飛行機,1,新幹線,2,電車,3,バス,4,タクシー,5
# 安全だ,危険だ
# 電車 > 新幹線 > タクシー > バス > 飛行機
電車,1,新幹線,2,タクシー,3,バス,4,飛行機,5
# 可愛い,可愛くない
# 吹石一恵 > 友近 > 北乃きい >> 梨花 > 釈由美子 > 優香 > 南明奈
吹石一恵,1,友近,2,北乃きい,3,梨花,4,釈由美子,5,優香,6,南明奈,7
# 面白い,つまらない
# 友近 >> 吹石一恵 > 北乃きい > 釈由美子 > 優香 > 梨花 > 南明奈
友近,1,吹石一恵,2,北乃きい,3,釈由美子,4,優香,5,梨花,6,南明奈,7
# 甘い,甘くない
# チョコレートケーキ > シフォンケーキ > ロールケーキ > ショートケーキ > チーズケーキ
チョコレートケーキ,1,シフォンケーキ,2,ロールケーキ,3,ショートケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# ショートケーキ > チョコレートケーキ > ロールケーキ > チーズケーキ > シフォンケーキ
ショートケーキ,1,チョコレートケーキ,2,ロールケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# カステラ > マフィン > マカロン > スコーン >> ベーグル
カステラ,1,マフィン,2,マカロン,3,スコーン,4,ベーグル,5
# おしゃれだ,おしゃれでない
# マフィン > スコーン > マカロン > ベーグル > カステラ
マフィン,1,スコーン,2,マカロン,3,ベーグル,4,カステラ,5
# 美味しい,不味い
# ココア > 緑茶 > 抹茶 > 紅茶 > オレンジジュース
ココア,1,緑茶,2,抹茶,3,紅茶,4,オレンジジュース,5
# 好きだ,嫌いだ
# お好み焼き > 串かつ > 讃岐うどん > カツカレー > 牛タン
お好み焼き,1,串かつ,2,讃岐うどん,3,カツカレー,4,牛タン,5
# 高価だ,安価だ
# 牛タン > カツカレー > 讃岐うどん > お好み焼き > 串かつ
牛タン,1,カツカレー,2,讃岐うどん,3,お好み焼き,4,串かつ,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# ヘルシーだ,ヘルシーでない
# 中華料理 > 韓国料理 > インド料理 > スペイン料理 > タイ料理
中華料理,1,韓国料理,2,インド料理,3,スペイン料理,4,タイ料理,5
# 辛い,辛くない
# インド料理 > タイ料理 > 韓国料理 > 中華料理 > スペイン料理
インド料理,1,タイ料理,2,韓国料理,3,中華料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 > 医師 > 作曲者 >> 警察官
宇宙飛行士,1,科学者,2,医師,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 警察官 > 医師 > 作曲者 > 科学者
宇宙飛行士,1,警察官,2,医師,3,作曲者,4,科学者,5
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣 >> スター・ウォーズ
となりのトトロ,1,風の谷のナウシカ,2,不思議の国のアリス,3,美女と野獣,4,スター・ウォーズ,5
# 新しい,古い
# 美女と野獣 > となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > スター・ウォーズ
美女と野獣,1,となりのトトロ,2,風の谷のナウシカ,3,不思議の国のアリス,4,スター・ウォーズ,5
# 必須だ,無駄だ
# 国語 > 英語 > 世界史 > 数学 >> 体育
国語,1,英語,2,世界史,3,数学,4,体育,5
# 簡単だ,難しい
# 英語 > 国語 > 体育 > 世界史 >> 数学
英語,1,国語,2,体育,3,世界史,4,数学,5
# 楽しい,楽しくない
# 読書 > ＢＢＱ >> ジョギング > ドライブ > 釣り > サーフィン
読書,1,ＢＢＱ,2,ジョギング,3,ドライブ,4,釣り,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 > ジョギング > ＢＢＱ > ドライブ > 釣り >> サーフィン
読書,1,ジョギング,2,ＢＢＱ,3,ドライブ,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 > ジョギング > ＢＢＱ > ドライブ >> 釣り > サーフィン
読書,1,ジョギング,2,ＢＢＱ,3,ドライブ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > インスタグラム > ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,3,インスタグラム,4,ニコ動,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > ニコ動 > Ｆａｃｅｂｏｏｋ >> インスタグラム
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,ニコ動,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 面白い,つまらない
# ドラゴンボール > ジョジョ > セーラームーン > プリキュア > エヴァ > ＧＴＯ
ドラゴンボール,1,ジョジョ,2,セーラームーン,3,プリキュア,4,エヴァ,5,ＧＴＯ,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 小泉純一郎 > 鳩山由紀夫 >> 田中角栄
安倍晋三,1,麻生太郎,2,小泉純一郎,3,鳩山由紀夫,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 麻生太郎 > 田中角栄 >> 安倍晋三 > 鳩山由紀夫
小泉純一郎,1,麻生太郎,2,田中角栄,3,安倍晋三,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル >> アップル > サムスン > ヤフー > マイクロソフト
グーグル,1,アップル,2,サムスン,3,ヤフー,4,マイクロソフト,5
# 不可欠だ,不要だ
# グーグル > マイクロソフト > ヤフー > アップル >> サムスン
グーグル,1,マイクロソフト,2,ヤフー,3,アップル,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 聖徳太子 > 坂本龍馬 >> 宮沢賢治
エジソン,1,ニュートン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# エジソン > 聖徳太子 > ニュートン > 宮沢賢治 > 坂本龍馬
エジソン,1,聖徳太子,2,ニュートン,3,宮沢賢治,4,坂本龍馬,5
# 面白い,つまらない
# タモリ > 明石家さんま > ビートたけし > 所ジョージ >> 島田紳助
タモリ,1,明石家さんま,2,ビートたけし,3,所ジョージ,4,島田紳助,5
# 若い,若くない
# 島田紳助 > 明石家さんま > 所ジョージ > ビートたけし > タモリ
島田紳助,1,明石家さんま,2,所ジョージ,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 皇居 > 出雲大社 > 琵琶湖 > 大阪城 >> 通天閣
皇居,1,出雲大社,2,琵琶湖,3,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 出雲大社 > 琵琶湖 > 大阪城 > 通天閣 > 皇居
出雲大社,1,琵琶湖,2,大阪城,3,通天閣,4,皇居,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 平安時代 > 奈良時代 > 鎌倉時代
江戸時代,1,弥生時代,2,平安時代,3,奈良時代,4,鎌倉時代,5
# 重要だ,重要でない
# 話し方 > ルックス > 服装 > 優しさ > 髪型
話し方,1,ルックス,2,服装,3,優しさ,4,髪型,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# 羽生結弦 > イチロー > 内村航平 > 錦織圭 > ダルビッシュ
羽生結弦,1,イチロー,2,内村航平,3,錦織圭,4,ダルビッシュ,5
