# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
バスケ,1,サッカー,2,バレー,3,卓球,4,テニス,5,野球,5,相撲,5
# 快適だ,不快だ
# 飛行機 > タクシー > 新幹線 > 電車 > バス
飛行機,1,タクシー,2,新幹線,3,電車,4,バス,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 可愛い,可愛くない
# 優香 > 南明奈 > 北乃きい > 釈由美子 > 吹石一恵 > 梨花 > 友近
優香,1,南明奈,2,北乃きい,3,釈由美子,4,吹石一恵,5,梨花,6,友近,7
# 面白い,つまらない
# 友近 > 優香 > 南明奈 > 釈由美子 > 吹石一恵 > 北乃きい > 梨花
友近,1,優香,2,南明奈,3,釈由美子,4,吹石一恵,5,北乃きい,6,梨花,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > チーズケーキ > シフォンケーキ > ロールケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,3,シフォンケーキ,4,ロールケーキ,5
# 好きだ,嫌いだ
# チーズケーキ >> ロールケーキ > チョコレートケーキ > シフォンケーキ > ショートケーキ
チーズケーキ,1,ロールケーキ,2,チョコレートケーキ,3,シフォンケーキ,4,ショートケーキ,5
# 美味しい,不味い
# スコーン > マフィン > マカロン > ベーグル > カステラ
スコーン,1,マフィン,2,マカロン,3,ベーグル,4,カステラ,5
# おしゃれだ,おしゃれでない
# マカロン > スコーン > マフィン > ベーグル > カステラ
マカロン,1,スコーン,2,マフィン,3,ベーグル,4,カステラ,5
# 美味しい,不味い
# 紅茶 > ココア > 抹茶 > 緑茶 > オレンジジュース
紅茶,1,ココア,2,抹茶,3,緑茶,4,オレンジジュース,5
# 好きだ,嫌いだ
# カツカレー > 串かつ > お好み焼き > 讃岐うどん > 牛タン
カツカレー,1,串かつ,2,お好み焼き,3,讃岐うどん,4,牛タン,5
# 高価だ,安価だ
# 牛タン > お好み焼き > カツカレー > 讃岐うどん > 串かつ
牛タン,1,お好み焼き,2,カツカレー,3,讃岐うどん,4,串かつ,5
# 暖かい,寒い
# 沖縄 >> 東京 > 名古屋 > 神戸 = 大阪 > 福岡 >> 札幌
沖縄,1,東京,2,名古屋,3,神戸,4,大阪,4,福岡,6,札幌,7
# 遠い,近い
# 沖縄 >> 札幌 > 福岡 > 神戸 > 大阪 > 名古屋 >> 東京
沖縄,1,札幌,2,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# 韓国料理 > スペイン料理 > タイ料理 > インド料理 > 中華料理
韓国料理,1,スペイン料理,2,タイ料理,3,インド料理,4,中華料理,5
# 辛い,辛くない
# 中華料理 > インド料理 > タイ料理 > 韓国料理 > スペイン料理
中華料理,1,インド料理,2,タイ料理,3,韓国料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 > 科学者 > 作曲者 > 警察官
宇宙飛行士,1,医師,2,科学者,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 > 警察官 > 科学者 > 作曲者
宇宙飛行士,1,医師,2,警察官,3,科学者,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > 風の谷のナウシカ > となりのトトロ > 不思議の国のアリス > 美女と野獣
スター・ウォーズ,1,風の谷のナウシカ,2,となりのトトロ,3,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# となりのトトロ > 風の谷のナウシカ > スター・ウォーズ > 美女と野獣 > 不思議の国のアリス
となりのトトロ,1,風の谷のナウシカ,2,スター・ウォーズ,3,美女と野獣,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 国語 > 英語 > 数学 > 世界史 > 体育
国語,1,英語,2,数学,3,世界史,4,体育,5
# 簡単だ,難しい
# 体育 > 国語 > 世界史 > 英語 > 数学
体育,1,国語,2,世界史,3,英語,4,数学,5
# 楽しい,楽しくない
# ドライブ > 読書 > BBQ > ジョギング > サーフィン > 釣り
ドライブ,1,読書,2,BBQ,3,ジョギング,4,サーフィン,5,釣り,6
# 有意義だ,有意義でない
# 読書 > BBQ > ドライブ > ジョギング > 釣り > サーフィン
読書,1,BBQ,2,ドライブ,3,ジョギング,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 > ジョギング > ドライブ > BBQ > 釣り > サーフィン
読書,1,ジョギング,2,ドライブ,3,BBQ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# ニコ動 > Youtube > Twitter > インスタグラム > Facebook
ニコ動,1,Youtube,2,Twitter,3,インスタグラム,4,Facebook,5
# 便利だ,便利でない
# Youtube > ニコ動 > Twitter > Facebook > インスタグラム
Youtube,1,ニコ動,2,Twitter,3,Facebook,4,インスタグラム,5
# 面白い,つまらない
# ジョジョ > ドラゴンボール > エヴァ > GTO > プリキュア > セーラームーン
ジョジョ,1,ドラゴンボール,2,エヴァ,3,GTO,4,プリキュア,5,セーラームーン,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
安倍晋三,1,麻生太郎,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 安倍晋三 > 麻生太郎 > 鳩山由紀夫 > 小泉純一郎
田中角栄,1,安倍晋三,2,麻生太郎,3,鳩山由紀夫,4,小泉純一郎,5
# 好調だ,不調だ
# マイクロソフト > アップル > ヤフー > グーグル > サムスン
マイクロソフト,1,アップル,2,ヤフー,3,グーグル,4,サムスン,5
# 不可欠だ,不要だ
# マイクロソフト = アップル > グーグル > ヤフー > サムスン
マイクロソフト,1,アップル,1,グーグル,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 聖徳太子 > 坂本龍馬 > 宮沢賢治
エジソン,1,ニュートン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# 宮沢賢治 > 坂本龍馬 > 聖徳太子 = ニュートン = エジソン
宮沢賢治,1,坂本龍馬,2,聖徳太子,3,ニュートン,3,エジソン,3
# 面白い,つまらない
# ビートたけし > タモリ > 明石家さんま > 所ジョージ > 島田紳助
ビートたけし,1,タモリ,2,明石家さんま,3,所ジョージ,4,島田紳助,5
# 若い,若くない
# ビートたけし > タモリ > 所ジョージ > 島田紳助 > 明石家さんま
ビートたけし,1,タモリ,2,所ジョージ,3,島田紳助,4,明石家さんま,5
# 貴重だ,貴重でない
# 琵琶湖 > 皇居 > 出雲大社 > 大阪城 > 通天閣
琵琶湖,1,皇居,2,出雲大社,3,大阪城,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 平安時代 > 江戸時代 > 鎌倉時代 > 奈良時代
弥生時代,1,平安時代,2,江戸時代,3,鎌倉時代,4,奈良時代,5
# 重要だ,重要でない
# ルックス > 服装 > 髪型 > 優しさ > 話し方
ルックス,1,服装,2,髪型,3,優しさ,4,話し方,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# 内村航平 > 羽生結弦 > イチロー > 錦織圭 > ダルビッシュ
内村航平,1,羽生結弦,2,イチロー,3,錦織圭,4,ダルビッシュ,5
