# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり >> すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
北乃きい,1,優香,2,吹石一恵,3,南明奈,4,友近,5,梨花,5,釈由美子,5
# 面白い,つまらない
# 友近 > 優香 = 南明奈 > 北乃きい > 吹石一恵 > 釈由美子 = 梨花
友近,1,優香,2,南明奈,2,北乃きい,4,吹石一恵,5,釈由美子,6,梨花,6
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > チーズケーキ >> シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > チョコレートケーキ > ショートケーキ > シフォンケーキ > ロールケーキ
チーズケーキ,1,チョコレートケーキ,2,ショートケーキ,3,シフォンケーキ,4,ロールケーキ,5
# 美味しい,不味い
# マフィン > ベーグル > カステラ > スコーン > マカロン
マフィン,1,ベーグル,2,カステラ,3,スコーン,4,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > マフィン = スコーン > カステラ > ベーグル
マカロン,1,マフィン,2,スコーン,2,カステラ,4,ベーグル,5
# 美味しい,不味い
# 紅茶 > ココア > 緑茶 > オレンジジュース > 抹茶
紅茶,1,ココア,2,緑茶,3,オレンジジュース,4,抹茶,5
# 好きだ,嫌いだ
# 串かつ > カツカレー > 讃岐うどん > お好み焼き > 牛タン
串かつ,1,カツカレー,2,讃岐うどん,3,お好み焼き,4,牛タン,5
# 高価だ,安価だ
# 牛タン > カツカレー > 串かつ > お好み焼き > 讃岐うどん
牛タン,1,カツカレー,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 東京 = 大阪 = 名古屋 = 神戸 >> 札幌
沖縄,1,福岡,2,東京,3,大阪,3,名古屋,3,神戸,3,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,札幌,2,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# 韓国料理 > 中華料理 = タイ料理 > スペイン料理 = インド料理
韓国料理,1,中華料理,2,タイ料理,2,スペイン料理,4,インド料理,4
# 辛い,辛くない
# インド料理 > 韓国料理 = 中華料理 > タイ料理 > スペイン料理
インド料理,1,韓国料理,2,中華料理,2,タイ料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 > 宇宙飛行士 > 医師 > 作曲者 > 警察官
科学者,1,宇宙飛行士,2,医師,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 医師 > 警察官 > 科学者 = 宇宙飛行士 = 作曲者
医師,1,警察官,2,科学者,3,宇宙飛行士,3,作曲者,3
# 面白い,つまらない
# となりのトトロ > 美女と野獣 > 不思議の国のアリス > 風の谷のナウシカ > スター・ウォーズ
となりのトトロ,1,美女と野獣,2,不思議の国のアリス,3,風の谷のナウシカ,4,スター・ウォーズ,5
# 新しい,古い
# 美女と野獣 > となりのトトロ > 風の谷のナウシカ > スター・ウォーズ > 不思議の国のアリス
美女と野獣,1,となりのトトロ,2,風の谷のナウシカ,3,スター・ウォーズ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 数学 = 英語 = 体育 = 国語 = 世界史
数学,1,英語,1,体育,1,国語,1,世界史,1
# 簡単だ,難しい
# 数学 = 英語 = 体育 = 国語 = 世界史
数学,1,英語,1,体育,1,国語,1,世界史,1
# 楽しい,楽しくない
# ＢＢＱ > ドライブ > 読書 > サーフィン > 釣り = ジョギング
ＢＢＱ,1,ドライブ,2,読書,3,サーフィン,4,釣り,5,ジョギング,5
# 有意義だ,有意義でない
# 読書 > ドライブ > ジョギング > ＢＢＱ > 釣り > サーフィン
読書,1,ドライブ,2,ジョギング,3,ＢＢＱ,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 > ジョギング > ドライブ >> ＢＢＱ > 釣り > サーフィン
読書,1,ジョギング,2,ドライブ,3,ＢＢＱ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > インスタグラム = Ｆａｃｅｂｏｏｋ >> Ｔｗｉｔｔｅｒ = ニコ動
Ｙｏｕｔｕｂｅ,1,インスタグラム,2,Ｆａｃｅｂｏｏｋ,2,Ｔｗｉｔｔｅｒ,4,ニコ動,4
# 便利だ,便利でない
# インスタグラム > Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ > ニコ動
インスタグラム,1,Ｙｏｕｔｕｂｅ,2,Ｆａｃｅｂｏｏｋ,3,Ｔｗｉｔｔｅｒ,4,ニコ動,5
# 面白い,つまらない
# ドラゴンボール > ＧＴＯ > プリキュア = セーラームーン > ジョジョ > エヴァ
ドラゴンボール,1,ＧＴＯ,2,プリキュア,3,セーラームーン,3,ジョジョ,5,エヴァ,6
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎 = 田中角栄
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,4
# 好きだ,嫌いだ
# 小泉純一郎 >> 安倍晋三 > 麻生太郎 = 鳩山由紀夫 > 田中角栄
小泉純一郎,1,安倍晋三,2,麻生太郎,3,鳩山由紀夫,3,田中角栄,5
# 好調だ,不調だ
# グーグル > ヤフー > マイクロソフト > アップル >> サムスン
グーグル,1,ヤフー,2,マイクロソフト,3,アップル,4,サムスン,5
# 不可欠だ,不要だ
# グーグル = ヤフー > マイクロソフト >> アップル = サムスン
グーグル,1,ヤフー,1,マイクロソフト,3,アップル,4,サムスン,4
# 偉大だ,偉大でない
# エジソン = ニュートン > 宮沢賢治 = 聖徳太子 = 坂本龍馬
エジソン,1,ニュートン,1,宮沢賢治,3,聖徳太子,3,坂本龍馬,3
# 好きだ,嫌いだ
# 坂本龍馬 > 宮沢賢治 = 聖徳太子 > ニュートン = エジソン
坂本龍馬,1,宮沢賢治,2,聖徳太子,2,ニュートン,4,エジソン,4
# 面白い,つまらない
# 明石家さんま > 所ジョージ > タモリ > ビートたけし > 島田紳助
明石家さんま,1,所ジョージ,2,タモリ,3,ビートたけし,4,島田紳助,5
# 若い,若くない
# 島田紳助 > 明石家さんま > 所ジョージ > ビートたけし > タモリ
島田紳助,1,明石家さんま,2,所ジョージ,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 皇居 > 大阪城 = 出雲大社 > 琵琶湖 > 通天閣
皇居,1,大阪城,2,出雲大社,2,琵琶湖,4,通天閣,5
# 印象的だ,印象的でない
# 大阪城 > 出雲大社 > 通天閣 > 皇居 > 琵琶湖
大阪城,1,出雲大社,2,通天閣,3,皇居,4,琵琶湖,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 鎌倉時代 > 平安時代 > 奈良時代
江戸時代,1,弥生時代,2,鎌倉時代,3,平安時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ = 話し方 > 髪型 > 服装 > ルックス
優しさ,1,話し方,1,髪型,3,服装,4,ルックス,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ >> イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 羽生結弦 = 内村航平 = 錦織圭 > ダルビッシュ
イチロー,1,羽生結弦,2,内村航平,2,錦織圭,2,ダルビッシュ,5
