# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう >> すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
# タリーズ > コメダ = ルノアール > ドトール >> サンマルク
タリーズ,1,コメダ,2,ルノアール,2,ドトール,4,サンマルク,5
# 好調だ,不調だ
# 富士通 > ソニー > キャノン > パナソニック > 日立製作所 > 東芝 > エプソン
富士通,1,ソニー,2,キャノン,3,パナソニック,4,日立製作所,5,東芝,6,エプソン,7
# 新しい,古い
# エプソン > キャノン > 富士通 > ソニー > パナソニック > 日立製作所 > 東芝
エプソン,1,キャノン,2,富士通,3,ソニー,4,パナソニック,5,日立製作所,6,東芝,7
# 裕福だ,貧乏だ
# アメリカ > ロシア > スペイン > タイ > 中国 > インド > イギリス
アメリカ,1,ロシア,2,スペイン,3,タイ,4,中国,5,インド,6,イギリス,7
# 広大だ,せまい
# ロシア > 中国 > アメリカ >> スペイン > インド > イギリス > タイ
ロシア,1,中国,2,アメリカ,3,スペイン,4,インド,5,イギリス,6,タイ,7
# 暖かい,寒い
# タイ >> インド > 中国 > スペイン > アメリカ > イギリス >> ロシア
タイ,1,インド,2,中国,3,スペイン,4,アメリカ,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# ホンダ > トヨタ > マツダ > ダイハツ > ヤマハ
ホンダ,1,トヨタ,2,マツダ,3,ダイハツ,4,ヤマハ,5
# 有名だ,無名だ
# ホンダ > トヨタ > マツダ >> ダイハツ > ヤマハ
ホンダ,1,トヨタ,2,マツダ,3,ダイハツ,4,ヤマハ,5
# 美味しい,不味い
# チューハイ > ハイボール >> ウイスキー > 日本酒 > ビール
チューハイ,1,ハイボール,2,ウイスキー,3,日本酒,4,ビール,5
# 高価だ,安価だ
# チューハイ > ビール > ハイボール > 日本酒 > ウイスキー
チューハイ,1,ビール,2,ハイボール,3,日本酒,4,ウイスキー,5
# 好きだ,嫌いだ
# ピザ > ハンバーガー >> ラーメン > チャーハン > カレー
ピザ,1,ハンバーガー,2,ラーメン,3,チャーハン,4,カレー,5
# 脂っこい,脂っこくない
# ピザ > ラーメン > ハンバーガー > チャーハン > カレー
ピザ,1,ラーメン,2,ハンバーガー,3,チャーハン,4,カレー,5
# 高価だ,安価だ
# エアコン > 洗濯機 > カーナビ > カメラ > プリンタ
エアコン,1,洗濯機,2,カーナビ,3,カメラ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 > カーナビ > エアコン > プリンタ > カメラ
洗濯機,1,カーナビ,2,エアコン,3,プリンタ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 >> 雪 > 霧 > 強風 > 霜 > 雨 >> 雷
晴天,1,雪,2,霧,3,強風,4,霜,5,雨,6,雷,7
# 珍しい,珍しくない
# 霧 > 霜 > 雪 > 雷 > 強風 >> 雨 > 晴天
霧,1,霜,2,雪,3,雷,4,強風,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 馬肉 > 牛肉 > 鶏肉 > 豚肉 >> ラム肉
馬肉,1,牛肉,2,鶏肉,3,豚肉,4,ラム肉,5
# 高価だ,安価だ
# 馬肉 > 牛肉 > ラム肉 > 豚肉 > 鶏肉
馬肉,1,牛肉,2,ラム肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 東寺 > 善光寺 > 中尊寺 > 増上寺
銀閣寺,1,薬師寺,2,東寺,3,善光寺,4,中尊寺,5,増上寺,6
# 立派だ,立派でない
# 中尊寺 >> 薬師寺 > 増上寺 > 善光寺 > 東寺 >> 銀閣寺
中尊寺,1,薬師寺,2,増上寺,3,善光寺,4,東寺,5,銀閣寺,6
# メジャーだ,マイナーだ
# 野球 > サッカー > テニス > バスケ > バレー > 相撲 > 卓球
野球,1,サッカー,2,テニス,3,バスケ,4,バレー,5,相撲,6,卓球,7
# 得意だ,苦手だ
# サッカー > 卓球 > バスケ > 相撲 > テニス > バレー > 野球
サッカー,1,卓球,2,バスケ,3,相撲,4,テニス,5,バレー,6,野球,7
# 快適だ,不快だ
# 新幹線 > タクシー > 飛行機 > 電車 > バス
新幹線,1,タクシー,2,飛行機,3,電車,4,バス,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 >> タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 > バス > 電車 > タクシー > 飛行機
新幹線,1,バス,2,電車,3,タクシー,4,飛行機,5
# 可愛い,可愛くない
# 優香 > 梨花 > 南明奈 > 北乃きい > 釈由美子 > 吹石一恵 >> 友近
優香,1,梨花,2,南明奈,3,北乃きい,4,釈由美子,5,吹石一恵,6,友近,7
# 面白い,つまらない
# 優香 > 梨花 > 友近 > 釈由美子 > 南明奈 > 吹石一恵 > 北乃きい
優香,1,梨花,2,友近,3,釈由美子,4,南明奈,5,吹石一恵,6,北乃きい,7
# 甘い,甘くない
# ショートケーキ > チョコレートケーキ > チーズケーキ > ロールケーキ >> シフォンケーキ
ショートケーキ,1,チョコレートケーキ,2,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ > ショートケーキ > チーズケーキ > ロールケーキ >> シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# カステラ > マカロン >> マフィン > スコーン > ベーグル
カステラ,1,マカロン,2,マフィン,3,スコーン,4,ベーグル,5
# おしゃれだ,おしゃれでない
# マカロン > マフィン > スコーン > ベーグル > カステラ
マカロン,1,マフィン,2,スコーン,3,ベーグル,4,カステラ,5
# 美味しい,不味い
# 抹茶 > ココア > 紅茶 > 緑茶 > オレンジジュース
抹茶,1,ココア,2,紅茶,3,緑茶,4,オレンジジュース,5
# 好きだ,嫌いだ
# 牛タン > お好み焼き > カツカレー > 串かつ > 讃岐うどん
牛タン,1,お好み焼き,2,カツカレー,3,串かつ,4,讃岐うどん,5
# 高価だ,安価だ
# 牛タン > 串かつ > 讃岐うどん > カツカレー > お好み焼き
牛タン,1,串かつ,2,讃岐うどん,3,カツカレー,4,お好み焼き,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 神戸 > 大阪 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 札幌 >> 東京 > 名古屋 > 沖縄 > 大阪 > 神戸 > 福岡
札幌,1,東京,2,名古屋,3,沖縄,4,大阪,5,神戸,6,福岡,7
# ヘルシーだ,ヘルシーでない
# 韓国料理 > タイ料理 > スペイン料理 > インド料理 > 中華料理
韓国料理,1,タイ料理,2,スペイン料理,3,インド料理,4,中華料理,5
# 辛い,辛くない
# 韓国料理 > タイ料理 > 中華料理 >> インド料理 > スペイン料理
韓国料理,1,タイ料理,2,中華料理,3,インド料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 > 医師 > 作曲者 > 警察官
宇宙飛行士,1,科学者,2,医師,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 警察官 > 宇宙飛行士 >> 医師 > 科学者 > 作曲者
警察官,1,宇宙飛行士,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# 風の谷のナウシカ >> スター・ウォーズ > となりのトトロ > 美女と野獣 > 不思議の国のアリス
風の谷のナウシカ,1,スター・ウォーズ,2,となりのトトロ,3,美女と野獣,4,不思議の国のアリス,5
# 新しい,古い
# スター・ウォーズ > 美女と野獣 > となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス
スター・ウォーズ,1,美女と野獣,2,となりのトトロ,3,風の谷のナウシカ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 体育 > 世界史 > 国語 > 数学 > 英語
体育,1,世界史,2,国語,3,数学,4,英語,5
# 簡単だ,難しい
# 体育 >> 世界史 > 国語 > 数学 > 英語
体育,1,世界史,2,国語,3,数学,4,英語,5
# 楽しい,楽しくない
# ＢＢＱ > サーフィン > 読書 > ドライブ > 釣り >> ジョギング
ＢＢＱ,1,サーフィン,2,読書,3,ドライブ,4,釣り,5,ジョギング,6
# 有意義だ,有意義でない
# 読書 > サーフィン > ＢＢＱ > ジョギング > ドライブ > 釣り
読書,1,サーフィン,2,ＢＢＱ,3,ジョギング,4,ドライブ,5,釣り,6
# 手軽だ,手軽でない
# 読書 > ジョギング >> ドライブ >> ＢＢＱ > 釣り > サーフィン
読書,1,ジョギング,2,ドライブ,3,ＢＢＱ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Ｔｗｉｔｔｅｒ > ニコ動 > Ｙｏｕｔｕｂｅ > インスタグラム > Ｆａｃｅｂｏｏｋ
Ｔｗｉｔｔｅｒ,1,ニコ動,2,Ｙｏｕｔｕｂｅ,3,インスタグラム,4,Ｆａｃｅｂｏｏｋ,5
# 便利だ,便利でない
# Ｔｗｉｔｔｅｒ > Ｙｏｕｔｕｂｅ > ニコ動 > Ｆａｃｅｂｏｏｋ > インスタグラム
Ｔｗｉｔｔｅｒ,1,Ｙｏｕｔｕｂｅ,2,ニコ動,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 面白い,つまらない
# ジョジョ > エヴァ > ドラゴンボール > プリキュア > セーラームーン > ＧＴＯ
ジョジョ,1,エヴァ,2,ドラゴンボール,3,プリキュア,4,セーラームーン,5,ＧＴＯ,6
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎 > 田中角栄
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 > 田中角栄 >> 安倍晋三 > 鳩山由紀夫 > 小泉純一郎
麻生太郎,1,田中角栄,2,安倍晋三,3,鳩山由紀夫,4,小泉純一郎,5
# 好調だ,不調だ
# ヤフー > グーグル > アップル > マイクロソフト > サムスン
ヤフー,1,グーグル,2,アップル,3,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# グーグル > アップル > マイクロソフト > ヤフー >> サムスン
グーグル,1,アップル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン >> 聖徳太子 > 坂本龍馬 > 宮沢賢治
エジソン,1,ニュートン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# 宮沢賢治 > ニュートン > 聖徳太子 > エジソン > 坂本龍馬
宮沢賢治,1,ニュートン,2,聖徳太子,3,エジソン,4,坂本龍馬,5
# 面白い,つまらない
# 明石家さんま > 所ジョージ > タモリ >> ビートたけし > 島田紳助
明石家さんま,1,所ジョージ,2,タモリ,3,ビートたけし,4,島田紳助,5
# 若い,若くない
# 明石家さんま > 島田紳助 > 所ジョージ > タモリ > ビートたけし
明石家さんま,1,島田紳助,2,所ジョージ,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 皇居 >> 出雲大社 > 琵琶湖 > 大阪城 > 通天閣
皇居,1,出雲大社,2,琵琶湖,3,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 皇居 >> 琵琶湖 > 出雲大社 > 大阪城 > 通天閣
皇居,1,琵琶湖,2,出雲大社,3,大阪城,4,通天閣,5
# 新しい,古い
# 江戸時代 > 奈良時代 > 鎌倉時代 > 平安時代 >> 弥生時代
江戸時代,1,奈良時代,2,鎌倉時代,3,平安時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 平安時代 > 鎌倉時代 >> 奈良時代
江戸時代,1,弥生時代,2,平安時代,3,鎌倉時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ > 話し方 >> 服装 > 髪型 > ルックス
優しさ,1,話し方,2,服装,3,髪型,4,ルックス,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ >> イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 羽生結弦 > 内村航平 > 錦織圭 > ダルビッシュ
イチロー,1,羽生結弦,2,内村航平,3,錦織圭,4,ダルビッシュ,5
