# 大きい,小さい
# ペンギン > 白鳥 > にわとり > ふくろう > すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,4,すずめ,5
# イギリス > アメリカ > ロシア > スペイン > 中国 > タイ = インド
イギリス,1,アメリカ,2,ロシア,3,スペイン,4,中国,5,タイ,6,インド,6
# 広大だ,せまい
# 中国 > ロシア > アメリカ > タイ = インド > イギリス = スペイン
中国,1,ロシア,2,アメリカ,3,タイ,4,インド,4,イギリス,6,スペイン,6
# 暖かい,寒い
# タイ = インド > スペイン > アメリカ > 中国 > イギリス >> ロシア
タイ,1,インド,1,スペイン,3,アメリカ,4,中国,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ = ダイハツ > マツダ = ヤマハ
トヨタ,1,ホンダ,2,ダイハツ,2,マツダ,4,ヤマハ,4
# 有名だ,無名だ
# トヨタ > ホンダ > マツダ > ダイハツ > ヤマハ
トヨタ,1,ホンダ,2,マツダ,3,ダイハツ,4,ヤマハ,5
# 美味しい,不味い
# ビール >> チューハイ > ハイボール > 日本酒 >> ウイスキー
ビール,1,チューハイ,2,ハイボール,3,日本酒,4,ウイスキー,5
# 高価だ,安価だ
# 日本酒 > ウイスキー > ハイボール > ビール > チューハイ
日本酒,1,ウイスキー,2,ハイボール,3,ビール,4,チューハイ,5
# 好きだ,嫌いだ
# カレー >> ハンバーガー = ラーメン = チャーハン > ピザ
カレー,1,ハンバーガー,2,ラーメン,2,チャーハン,2,ピザ,5
# 脂っこい,脂っこくない
# ピザ > ハンバーガー > チャーハン > ラーメン > カレー
ピザ,1,ハンバーガー,2,チャーハン,3,ラーメン,4,カレー,5
# 高価だ,安価だ
# 洗濯機 > カーナビ = エアコン > プリンタ > カメラ
洗濯機,1,カーナビ,2,エアコン,2,プリンタ,4,カメラ,5
# うるさい,静かだ
# 洗濯機 > カーナビ = エアコン > プリンタ > カメラ
洗濯機,1,カーナビ,2,エアコン,2,プリンタ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 > 雨 >> 雪 > 雷 > 霜 = 強風 = 霧
晴天,1,雨,2,雪,3,雷,4,霜,5,強風,5,霧,5
# 珍しい,珍しくない
# 霧 > 晴天 > 霜 > 雪 > 雷 >> 強風 > 雨
霧,1,晴天,2,霜,3,雪,4,雷,5,強風,6,雨,7
# 好きだ,嫌いだ
# 牛肉 = 豚肉 > 鶏肉 > ラム肉 > 馬肉
牛肉,1,豚肉,1,鶏肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# 牛肉 > ラム肉 = 馬肉 > 豚肉 > 鶏肉
牛肉,1,ラム肉,2,馬肉,2,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 東寺 > 中尊寺 > 薬師寺 = 善光寺 = 増上寺
銀閣寺,1,東寺,2,中尊寺,3,薬師寺,4,善光寺,4,増上寺,4
# 立派だ,立派でない
# 薬師寺 > 東寺 > 善光寺 > 中尊寺 = 増上寺 > 銀閣寺
薬師寺,1,東寺,2,善光寺,3,中尊寺,4,増上寺,4,銀閣寺,6
# メジャーだ,マイナーだ
# 野球 > バレー > テニス > バスケ = サッカー = 相撲 > 卓球
野球,1,バレー,2,テニス,3,バスケ,4,サッカー,4,相撲,4,卓球,7
# 得意だ,苦手だ
# 卓球 > テニス = バレー = サッカー > バスケ = 野球 = 相撲
卓球,1,テニス,2,バレー,2,サッカー,2,バスケ,5,野球,5,相撲,5
# 快適だ,不快だ
# 新幹線 > タクシー >> 電車 > バス > 飛行機
新幹線,1,タクシー,2,電車,3,バス,4,飛行機,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 = タクシー = バス
飛行機,1,新幹線,2,電車,3,タクシー,3,バス,3
# 安全だ,危険だ
# 新幹線 = 電車 > 飛行機 > バス > タクシー
新幹線,1,電車,1,飛行機,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 北乃きい > 優香 > 南明奈 >> 釈由美子 > 梨花 > 吹石一恵 >> 友近
北乃きい,1,優香,2,南明奈,3,釈由美子,4,梨花,5,吹石一恵,6,友近,7
# 面白い,つまらない
# 梨花 > 友近 > 南明奈 > 優香 > 釈由美子 > 北乃きい >> 吹石一恵
梨花,1,友近,2,南明奈,3,優香,4,釈由美子,5,北乃きい,6,吹石一恵,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > チーズケーキ = ロールケーキ >> シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,3,ロールケーキ,3,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ > ショートケーキ > チーズケーキ >> ロールケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# ベーグル > マフィン > カステラ > スコーン = マカロン
ベーグル,1,マフィン,2,カステラ,3,スコーン,4,マカロン,4
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > カステラ > スコーン = マフィン
マカロン,1,ベーグル,2,カステラ,3,スコーン,4,マフィン,4
# 美味しい,不味い
# オレンジジュース >> ココア > 緑茶 > 抹茶 >> 紅茶
オレンジジュース,1,ココア,2,緑茶,3,抹茶,4,紅茶,5
# 好きだ,嫌いだ
# カツカレー > 串かつ > 讃岐うどん > お好み焼き > 牛タン
カツカレー,1,串かつ,2,讃岐うどん,3,お好み焼き,4,牛タン,5
# 高価だ,安価だ
# 牛タン > 串かつ > カツカレー > 讃岐うどん > お好み焼き
牛タン,1,串かつ,2,カツカレー,3,讃岐うどん,4,お好み焼き,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 名古屋 = 大阪 = 神戸 > 東京 >> 札幌
沖縄,1,福岡,2,名古屋,3,大阪,3,神戸,3,東京,6,札幌,7
# 遠い,近い
# 大阪 = 神戸 > 名古屋 > 福岡 = 東京 >> 沖縄 = 札幌
大阪,1,神戸,1,名古屋,3,福岡,4,東京,4,沖縄,6,札幌,6
# ヘルシーだ,ヘルシーでない
# 韓国料理 > スペイン料理 > 中華料理 = タイ料理 = インド料理
韓国料理,1,スペイン料理,2,中華料理,3,タイ料理,3,インド料理,3
# 辛い,辛くない
# 中華料理 > タイ料理 = インド料理 > 韓国料理 > スペイン料理
中華料理,1,タイ料理,2,インド料理,2,韓国料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 > 医師 > 宇宙飛行士 >> 警察官 > 作曲者
科学者,1,医師,2,宇宙飛行士,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 科学者 > 医師 >> 警察官 > 作曲者
宇宙飛行士,1,科学者,2,医師,3,警察官,4,作曲者,5
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ >> スター・ウォーズ > 不思議の国のアリス = 美女と野獣
となりのトトロ,1,風の谷のナウシカ,2,スター・ウォーズ,3,不思議の国のアリス,4,美女と野獣,4
# 新しい,古い
# 不思議の国のアリス > スター・ウォーズ > 風の谷のナウシカ > 美女と野獣 > となりのトトロ
不思議の国のアリス,1,スター・ウォーズ,2,風の谷のナウシカ,3,美女と野獣,4,となりのトトロ,5
# 必須だ,無駄だ
# 数学 > 英語 >> 体育 > 世界史 = 国語
数学,1,英語,2,体育,3,世界史,4,国語,4
# 簡単だ,難しい
# 国語 > 体育 > 世界史 > 数学 > 英語
国語,1,体育,2,世界史,3,数学,4,英語,5
# 楽しい,楽しくない
# 読書 > ＢＢＱ = ドライブ > 釣り = ジョギング = サーフィン
読書,1,ＢＢＱ,2,ドライブ,2,釣り,4,ジョギング,4,サーフィン,4
# 有意義だ,有意義でない
# 読書 > ＢＢＱ > サーフィン > ジョギング = ドライブ = 釣り
読書,1,ＢＢＱ,2,サーフィン,3,ジョギング,4,ドライブ,4,釣り,4
# 手軽だ,手軽でない
# ドライブ > 読書 >> 釣り > ＢＢＱ > ジョギング > サーフィン
ドライブ,1,読書,2,釣り,3,ＢＢＱ,4,ジョギング,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > ニコ動 > インスタグラム > Ｆａｃｅｂｏｏｋ
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,ニコ動,3,インスタグラム,4,Ｆａｃｅｂｏｏｋ,5
# 便利だ,便利でない
# Ｔｗｉｔｔｅｒ > Ｙｏｕｔｕｂｅ > インスタグラム > ニコ動 = Ｆａｃｅｂｏｏｋ
Ｔｗｉｔｔｅｒ,1,Ｙｏｕｔｕｂｅ,2,インスタグラム,3,ニコ動,4,Ｆａｃｅｂｏｏｋ,4
# 面白い,つまらない
# ドラゴンボール > セーラームーン >> ＧＴＯ > プリキュア = エヴァ = ジョジョ
ドラゴンボール,1,セーラームーン,2,ＧＴＯ,3,プリキュア,4,エヴァ,4,ジョジョ,4
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 麻生太郎 = 小泉純一郎 > 田中角栄
鳩山由紀夫,1,安倍晋三,2,麻生太郎,3,小泉純一郎,3,田中角栄,5
# 好きだ,嫌いだ
# 安倍晋三 > 小泉純一郎 >> 田中角栄 > 麻生太郎 > 鳩山由紀夫
安倍晋三,1,小泉純一郎,2,田中角栄,3,麻生太郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# ヤフー > アップル > グーグル > マイクロソフト >> サムスン
ヤフー,1,アップル,2,グーグル,3,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# ヤフー >> アップル > グーグル = マイクロソフト >> サムスン
ヤフー,1,アップル,2,グーグル,3,マイクロソフト,3,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン >> 宮沢賢治 > 坂本龍馬 > 聖徳太子
エジソン,1,ニュートン,2,宮沢賢治,3,坂本龍馬,4,聖徳太子,5
# 好きだ,嫌いだ
# 坂本龍馬 > エジソン = ニュートン > 宮沢賢治 = 聖徳太子
坂本龍馬,1,エジソン,2,ニュートン,2,宮沢賢治,4,聖徳太子,4
# 面白い,つまらない
# 明石家さんま > 島田紳助 >> 所ジョージ = タモリ > ビートたけし
明石家さんま,1,島田紳助,2,所ジョージ,3,タモリ,3,ビートたけし,5
# 若い,若くない
# 所ジョージ > 島田紳助 > タモリ > 明石家さんま > ビートたけし
所ジョージ,1,島田紳助,2,タモリ,3,明石家さんま,4,ビートたけし,5
# 貴重だ,貴重でない
# 琵琶湖 > 皇居 > 出雲大社 >> 大阪城 > 通天閣
琵琶湖,1,皇居,2,出雲大社,3,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 琵琶湖 >> 皇居 > 通天閣 = 大阪城 > 出雲大社
琵琶湖,1,皇居,2,通天閣,3,大阪城,3,出雲大社,5
# 新しい,古い
# 江戸時代 > 平安時代 > 鎌倉時代 > 奈良時代 > 弥生時代
江戸時代,1,平安時代,2,鎌倉時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 = 平安時代 > 弥生時代 = 奈良時代 = 鎌倉時代
江戸時代,1,平安時代,1,弥生時代,3,奈良時代,3,鎌倉時代,3
# 重要だ,重要でない
# ルックス > 優しさ > 話し方 >> 髪型 > 服装
ルックス,1,優しさ,2,話し方,3,髪型,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 = ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,3,イチロー,5
# 素晴らしい,素晴らしくない
# 羽生結弦 > 錦織圭 > イチロー >> 内村航平 > ダルビッシュ
羽生結弦,1,錦織圭,2,イチロー,3,内村航平,4,ダルビッシュ,5
