# 大きい,小さい
# ペンギン > 白鳥 > ふくろう > にわとり > すずめ
ペンギン,1,白鳥,2,ふくろう,3,にわとり,4,すずめ,5
# 新幹線 > 電車 > タクシー = バス = 飛行機
新幹線,1,電車,2,タクシー,3,バス,3,飛行機,3
# 可愛い,可愛くない
# 友近 > 梨花 > 釈由美子 > 南明奈 = 優香 > 吹石一恵 > 北乃きい
友近,1,梨花,2,釈由美子,3,南明奈,4,優香,4,吹石一恵,6,北乃きい,7
# 面白い,つまらない
# 友近 > 梨花 > 優香 > 南明奈 > 吹石一恵 > 北乃きい > 釈由美子
友近,1,梨花,2,優香,3,南明奈,4,吹石一恵,5,北乃きい,6,釈由美子,7
# 甘い,甘くない
# ショートケーキ > ロールケーキ > チョコレートケーキ > チーズケーキ > シフォンケーキ
ショートケーキ,1,ロールケーキ,2,チョコレートケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# シフォンケーキ > ロールケーキ > チョコレートケーキ > チーズケーキ = ショートケーキ
シフォンケーキ,1,ロールケーキ,2,チョコレートケーキ,3,チーズケーキ,4,ショートケーキ,4
# 美味しい,不味い
# カステラ > マフィン > スコーン > ベーグル > マカロン
カステラ,1,マフィン,2,スコーン,3,ベーグル,4,マカロン,5
# おしゃれだ,おしゃれでない
# マフィン > マカロン > スコーン > ベーグル > カステラ
マフィン,1,マカロン,2,スコーン,3,ベーグル,4,カステラ,5
# 美味しい,不味い
# ココア > 紅茶 > オレンジジュース > 緑茶 = 抹茶
ココア,1,紅茶,2,オレンジジュース,3,緑茶,4,抹茶,4
# 好きだ,嫌いだ
# 牛タン > 讃岐うどん > お好み焼き > カツカレー > 串かつ
牛タン,1,讃岐うどん,2,お好み焼き,3,カツカレー,4,串かつ,5
# 高価だ,安価だ
# 牛タン > 讃岐うどん > お好み焼き > カツカレー > 串かつ
牛タン,1,讃岐うどん,2,お好み焼き,3,カツカレー,4,串かつ,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 札幌 > 沖縄 > 福岡 > 神戸 > 大阪 > 東京 > 名古屋
札幌,1,沖縄,2,福岡,3,神戸,4,大阪,5,東京,6,名古屋,7
# ヘルシーだ,ヘルシーでない
# インド料理 > タイ料理 > スペイン料理 > 韓国料理 > 中華料理
インド料理,1,タイ料理,2,スペイン料理,3,韓国料理,4,中華料理,5
# 辛い,辛くない
# 中華料理 > 韓国料理 > インド料理 > タイ料理 > スペイン料理
中華料理,1,韓国料理,2,インド料理,3,タイ料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 > 宇宙飛行士 > 医師 > 作曲者 > 警察官
科学者,1,宇宙飛行士,2,医師,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 医師 > 宇宙飛行士 > 警察官 > 科学者 > 作曲者
医師,1,宇宙飛行士,2,警察官,3,科学者,4,作曲者,5
# 面白い,つまらない
# 不思議の国のアリス > となりのトトロ > 風の谷のナウシカ > 美女と野獣 > スター・ウォーズ
不思議の国のアリス,1,となりのトトロ,2,風の谷のナウシカ,3,美女と野獣,4,スター・ウォーズ,5
# 新しい,古い
# スター・ウォーズ > となりのトトロ > 美女と野獣 > 風の谷のナウシカ > 不思議の国のアリス
スター・ウォーズ,1,となりのトトロ,2,美女と野獣,3,風の谷のナウシカ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 国語 > 世界史 > 数学 > 英語 > 体育
国語,1,世界史,2,数学,3,英語,4,体育,5
# 簡単だ,難しい
# 世界史 > 国語 > 数学 > 英語 > 体育
世界史,1,国語,2,数学,3,英語,4,体育,5
# 楽しい,楽しくない
# 読書 > ＢＢＱ > 釣り > ドライブ > サーフィン > ジョギング
読書,1,ＢＢＱ,2,釣り,3,ドライブ,4,サーフィン,5,ジョギング,6
# 有意義だ,有意義でない
# 読書 > 釣り > ＢＢＱ > ドライブ = サーフィン = ジョギング
読書,1,釣り,2,ＢＢＱ,3,ドライブ,4,サーフィン,4,ジョギング,4
# 手軽だ,手軽でない
# 読書 > ＢＢＱ > 釣り > ドライブ > サーフィン > ジョギング
読書,1,ＢＢＱ,2,釣り,3,ドライブ,4,サーフィン,5,ジョギング,6
# 面白い,つまらない
# ニコ動 = Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > インスタグラム
ニコ動,1,Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 便利だ,便利でない
# ニコ動 > Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ > インスタグラム
ニコ動,1,Ｙｏｕｔｕｂｅ,2,Ｆａｃｅｂｏｏｋ,3,Ｔｗｉｔｔｅｒ,4,インスタグラム,5
# 面白い,つまらない
# セーラームーン = エヴァ > ジョジョ > プリキュア > ＧＴＯ > ドラゴンボール
セーラームーン,1,エヴァ,1,ジョジョ,3,プリキュア,4,ＧＴＯ,5,ドラゴンボール,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
安倍晋三,1,麻生太郎,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 = 田中角栄 > 安倍晋三 > 麻生太郎 = 鳩山由紀夫
小泉純一郎,1,田中角栄,1,安倍晋三,3,麻生太郎,4,鳩山由紀夫,4
# 好調だ,不調だ
# アップル > グーグル = ヤフー > マイクロソフト > サムスン
アップル,1,グーグル,2,ヤフー,2,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# アップル > グーグル > ヤフー > マイクロソフト > サムスン
アップル,1,グーグル,2,ヤフー,3,マイクロソフト,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 坂本龍馬 > 宮沢賢治 > 聖徳太子
エジソン,1,ニュートン,2,坂本龍馬,3,宮沢賢治,4,聖徳太子,5
# 好きだ,嫌いだ
# 宮沢賢治 > 聖徳太子 = 坂本龍馬 > ニュートン > エジソン
宮沢賢治,1,聖徳太子,2,坂本龍馬,2,ニュートン,4,エジソン,5
# 面白い,つまらない
# ビートたけし > 明石家さんま > 所ジョージ > タモリ > 島田紳助
ビートたけし,1,明石家さんま,2,所ジョージ,3,タモリ,4,島田紳助,5
# 若い,若くない
# 島田紳助 > 所ジョージ > 明石家さんま > タモリ > ビートたけし
島田紳助,1,所ジョージ,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 出雲大社 > 大阪城 > 通天閣 > 琵琶湖 > 皇居
出雲大社,1,大阪城,2,通天閣,3,琵琶湖,4,皇居,5
# 印象的だ,印象的でない
# 出雲大社 > 通天閣 > 大阪城 > 琵琶湖 > 皇居
出雲大社,1,通天閣,2,大阪城,3,琵琶湖,4,皇居,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 平安時代 > 江戸時代 > 弥生時代 > 鎌倉時代 > 奈良時代
平安時代,1,江戸時代,2,弥生時代,3,鎌倉時代,4,奈良時代,5
# 重要だ,重要でない
# 話し方 > 優しさ > 髪型 > 服装 > ルックス
話し方,1,優しさ,2,髪型,3,服装,4,ルックス,5
# 若い,若くない
# 羽生結弦 > 内村航平 > 錦織圭 > ダルビッシュ > イチロー
羽生結弦,1,内村航平,2,錦織圭,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# 錦織圭 > イチロー > 羽生結弦 > ダルビッシュ = 内村航平
錦織圭,1,イチロー,2,羽生結弦,3,ダルビッシュ,4,内村航平,4
