# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# ショートケーキ > ロールケーキ > シフォンケーキ > チョコレートケーキ > チーズケーキ
ショートケーキ,1,ロールケーキ,2,シフォンケーキ,3,チョコレートケーキ,4,チーズケーキ,5
# 美味しい,不味い
# マカロン > マフィン > カステラ > スコーン > ベーグル
マカロン,1,マフィン,2,カステラ,3,スコーン,4,ベーグル,5
# おしゃれだ,おしゃれでない
# マカロン > マフィン > ベーグル > カステラ > スコーン
マカロン,1,マフィン,2,ベーグル,3,カステラ,4,スコーン,5
# 美味しい,不味い
# ココア > オレンジジュース > 緑茶 > 抹茶 > 紅茶
ココア,1,オレンジジュース,2,緑茶,3,抹茶,4,紅茶,5
# 好きだ,嫌いだ
# 讃岐うどん > 串かつ > お好み焼き > カツカレー > 牛タン
讃岐うどん,1,串かつ,2,お好み焼き,3,カツカレー,4,牛タン,5
# 高価だ,安価だ
# 牛タン > 串かつ > カツカレー > お好み焼き > 讃岐うどん
牛タン,1,串かつ,2,カツカレー,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 > 神戸 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,大阪,3,神戸,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 札幌 > 沖縄 > 福岡 > 名古屋 > 東京 > 大阪 > 神戸
札幌,1,沖縄,2,福岡,3,名古屋,4,東京,5,大阪,6,神戸,7
# ヘルシーだ,ヘルシーでない
# 韓国料理 > スペイン料理 > 中華料理 > インド料理 > タイ料理
韓国料理,1,スペイン料理,2,中華料理,3,インド料理,4,タイ料理,5
# 辛い,辛くない
# タイ料理 > インド料理 > 韓国料理 > スペイン料理 > 中華料理
タイ料理,1,インド料理,2,韓国料理,3,スペイン料理,4,中華料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 > 科学者 > 警察官 > 作曲者
宇宙飛行士,1,医師,2,科学者,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 > 科学者 > 警察官 > 作曲者
宇宙飛行士,1,医師,2,科学者,3,警察官,4,作曲者,5
# 面白い,つまらない
# 不思議の国のアリス > 風の谷のナウシカ > となりのトトロ > 美女と野獣 > スター・ウォーズ
不思議の国のアリス,1,風の谷のナウシカ,2,となりのトトロ,3,美女と野獣,4,スター・ウォーズ,5
# 新しい,古い
# 不思議の国のアリス > 美女と野獣 > スター・ウォーズ > となりのトトロ > 風の谷のナウシカ
不思議の国のアリス,1,美女と野獣,2,スター・ウォーズ,3,となりのトトロ,4,風の谷のナウシカ,5
# 必須だ,無駄だ
# 英語 > 国語 > 数学 > 体育 > 世界史
英語,1,国語,2,数学,3,体育,4,世界史,5
# 簡単だ,難しい
# 数学 > 国語 > 英語 > 体育 > 世界史
数学,1,国語,2,英語,3,体育,4,世界史,5
# 楽しい,楽しくない
# ＢＢＱ > ジョギング > 釣り > サーフィン > 読書 > ドライブ
ＢＢＱ,1,ジョギング,2,釣り,3,サーフィン,4,読書,5,ドライブ,6
# 有意義だ,有意義でない
# 読書 > ＢＢＱ > ドライブ > ジョギング > 釣り > サーフィン
読書,1,ＢＢＱ,2,ドライブ,3,ジョギング,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 > ジョギング > ドライブ > 釣り > ＢＢＱ > サーフィン
読書,1,ジョギング,2,ドライブ,3,釣り,4,ＢＢＱ,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ > インスタグラム > ニコ動
Ｙｏｕｔｕｂｅ,1,Ｆａｃｅｂｏｏｋ,2,Ｔｗｉｔｔｅｒ,3,インスタグラム,4,ニコ動,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ > インスタグラム > ニコ動
Ｙｏｕｔｕｂｅ,1,Ｆａｃｅｂｏｏｋ,2,Ｔｗｉｔｔｅｒ,3,インスタグラム,4,ニコ動,5
# 面白い,つまらない
# セーラームーン > プリキュア > ジョジョ > ＧＴＯ > ドラゴンボール > エヴァ
セーラームーン,1,プリキュア,2,ジョジョ,3,ＧＴＯ,4,ドラゴンボール,5,エヴァ,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 小泉純一郎 > 鳩山由紀夫 > 田中角栄
安倍晋三,1,麻生太郎,2,小泉純一郎,3,鳩山由紀夫,4,田中角栄,5
# 好きだ,嫌いだ
# 安倍晋三 > 田中角栄 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎
安倍晋三,1,田中角栄,2,鳩山由紀夫,3,麻生太郎,4,小泉純一郎,5
# 好調だ,不調だ
# アップル > ヤフー > グーグル > マイクロソフト > サムスン
アップル,1,ヤフー,2,グーグル,3,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# アップル > グーグル > ヤフー > マイクロソフト > サムスン
アップル,1,グーグル,2,ヤフー,3,マイクロソフト,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 坂本龍馬 > 宮沢賢治 > 聖徳太子
エジソン,1,ニュートン,2,坂本龍馬,3,宮沢賢治,4,聖徳太子,5
# 好きだ,嫌いだ
# 坂本龍馬 > 宮沢賢治 > エジソン > ニュートン > 聖徳太子
坂本龍馬,1,宮沢賢治,2,エジソン,3,ニュートン,4,聖徳太子,5
# 面白い,つまらない
# 明石家さんま > タモリ = 所ジョージ > ビートたけし > 島田紳助
明石家さんま,1,タモリ,2,所ジョージ,2,ビートたけし,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > タモリ > ビートたけし
所ジョージ,1,島田紳助,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 大阪城 > 出雲大社 > 通天閣 > 皇居 > 琵琶湖
大阪城,1,出雲大社,2,通天閣,3,皇居,4,琵琶湖,5
# 印象的だ,印象的でない
# 大阪城 > 出雲大社 > 通天閣 = 皇居 > 琵琶湖
大阪城,1,出雲大社,2,通天閣,3,皇居,3,琵琶湖,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 重要だ,重要でない
# 優しさ = 話し方 > ルックス > 髪型 > 服装
優しさ,1,話し方,1,ルックス,3,髪型,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > イチロー > ダルビッシュ
羽生結弦,1,錦織圭,2,内村航平,3,イチロー,4,ダルビッシュ,5
# 素晴らしい,素晴らしくない
# イチロー > 羽生結弦 > 錦織圭 > ダルビッシュ > 内村航平
イチロー,1,羽生結弦,2,錦織圭,3,ダルビッシュ,4,内村航平,5
