# 大きい,小さい
# ペンギン > 白鳥 > にわとり > ふくろう > すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,4,すずめ,5
# 好きだ,嫌いだ
# 馬肉 > 鶏肉 > ラム肉 > 豚肉 > 牛肉
馬肉,1,鶏肉,2,ラム肉,3,豚肉,4,牛肉,5
# 高価だ,安価だ
# 牛肉 > ラム肉 > 馬肉 > 鶏肉 > 豚肉
牛肉,1,ラム肉,2,馬肉,3,鶏肉,4,豚肉,5
# 有名だ,無名だ
# 銀閣寺 > 善光寺 > 薬師寺 > 中尊寺 > 東寺 >> 増上寺
銀閣寺,1,善光寺,2,薬師寺,3,中尊寺,4,東寺,5,増上寺,6
# 立派だ,立派でない
# 銀閣寺 > 善光寺 > 中尊寺 > 薬師寺 > 東寺 > 増上寺
銀閣寺,1,善光寺,2,中尊寺,3,薬師寺,4,東寺,5,増上寺,6
# メジャーだ,マイナーだ
# サッカー > テニス > バスケ > バレー > 野球 > 卓球 > 相撲
サッカー,1,テニス,2,バスケ,3,バレー,4,野球,5,卓球,6,相撲,7
# 得意だ,苦手だ
# 野球 > バレー > バスケ > 卓球 > テニス > サッカー >> 相撲
野球,1,バレー,2,バスケ,3,卓球,4,テニス,5,サッカー,6,相撲,7
# 快適だ,不快だ
# 新幹線 > 飛行機 > タクシー >> バス > 電車
新幹線,1,飛行機,2,タクシー,3,バス,4,電車,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 > 新幹線 > 電車 > バス > タクシー
飛行機,1,新幹線,2,電車,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 釈由美子 > 吹石一恵 > 南明奈 > 優香 > 北乃きい = 梨花 > 友近
釈由美子,1,吹石一恵,2,南明奈,3,優香,4,北乃きい,5,梨花,5,友近,7
# 面白い,つまらない
# 友近 >> 釈由美子 > 優香 > 吹石一恵 > 梨花 > 北乃きい > 南明奈
友近,1,釈由美子,2,優香,3,吹石一恵,4,梨花,5,北乃きい,6,南明奈,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > シフォンケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > チョコレートケーキ >> シフォンケーキ > ロールケーキ >> ショートケーキ
チーズケーキ,1,チョコレートケーキ,2,シフォンケーキ,3,ロールケーキ,4,ショートケーキ,5
# 美味しい,不味い
# スコーン > カステラ > ベーグル > マフィン >> マカロン
スコーン,1,カステラ,2,ベーグル,3,マフィン,4,マカロン,5
# おしゃれだ,おしゃれでない
# スコーン > マフィン > ベーグル > マカロン > カステラ
スコーン,1,マフィン,2,ベーグル,3,マカロン,4,カステラ,5
# 美味しい,不味い
# オレンジジュース > 緑茶 >> 抹茶 > ココア >> 紅茶
オレンジジュース,1,緑茶,2,抹茶,3,ココア,4,紅茶,5
# 好きだ,嫌いだ
# カツカレー > 牛タン > お好み焼き > 讃岐うどん > 串かつ
カツカレー,1,牛タン,2,お好み焼き,3,讃岐うどん,4,串かつ,5
# 高価だ,安価だ
# 牛タン > カツカレー > 串かつ > お好み焼き > 讃岐うどん
牛タン,1,カツカレー,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 > 名古屋 > 神戸 > 東京 > 札幌
沖縄,1,福岡,2,大阪,3,名古屋,4,神戸,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 >> 神戸 > 大阪 > 名古屋 >> 東京
沖縄,1,札幌,2,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > 中華料理 > インド料理 > 韓国料理 > スペイン料理
タイ料理,1,中華料理,2,インド料理,3,韓国料理,4,スペイン料理,5
# 辛い,辛くない
# スペイン料理 > 韓国料理 > タイ料理 > インド料理 > 中華料理
スペイン料理,1,韓国料理,2,タイ料理,3,インド料理,4,中華料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 = 科学者 > 作曲者 > 警察官
宇宙飛行士,1,医師,2,科学者,2,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 医師 > 宇宙飛行士 > 警察官 >> 科学者 > 作曲者
医師,1,宇宙飛行士,2,警察官,3,科学者,4,作曲者,5
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣 > スター・ウォーズ
となりのトトロ,1,風の谷のナウシカ,2,不思議の国のアリス,3,美女と野獣,4,スター・ウォーズ,5
# 新しい,古い
# スター・ウォーズ > 不思議の国のアリス > 美女と野獣 > となりのトトロ > 風の谷のナウシカ
スター・ウォーズ,1,不思議の国のアリス,2,美女と野獣,3,となりのトトロ,4,風の谷のナウシカ,5
# 必須だ,無駄だ
# 英語 > 体育 > 数学 > 国語 > 世界史
英語,1,体育,2,数学,3,国語,4,世界史,5
# 簡単だ,難しい
# 国語 > 体育 > 世界史 > 英語 >> 数学
国語,1,体育,2,世界史,3,英語,4,数学,5
# 楽しい,楽しくない
# 読書 >> ドライブ >> ジョギング >> ＢＢＱ >> 釣り = サーフィン
読書,1,ドライブ,2,ジョギング,3,ＢＢＱ,4,釣り,5,サーフィン,5
# 有意義だ,有意義でない
# 読書 > ジョギング >> ドライブ >> ＢＢＱ > 釣り > サーフィン
読書,1,ジョギング,2,ドライブ,3,ＢＢＱ,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 > ドライブ > ジョギング >> 釣り > ＢＢＱ > サーフィン
読書,1,ドライブ,2,ジョギング,3,釣り,4,ＢＢＱ,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > ニコ動 > Ｔｗｉｔｔｅｒ >> Ｆａｃｅｂｏｏｋ > インスタグラム
Ｙｏｕｔｕｂｅ,1,ニコ動,2,Ｔｗｉｔｔｅｒ,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > ニコ動 >> Ｔｗｉｔｔｅｒ >> Ｆａｃｅｂｏｏｋ > インスタグラム
Ｙｏｕｔｕｂｅ,1,ニコ動,2,Ｔｗｉｔｔｅｒ,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 面白い,つまらない
# ジョジョ > エヴァ > ドラゴンボール >> ＧＴＯ > プリキュア = セーラームーン
ジョジョ,1,エヴァ,2,ドラゴンボール,3,ＧＴＯ,4,プリキュア,5,セーラームーン,5
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 麻生太郎 > 小泉純一郎 >> 田中角栄
鳩山由紀夫,1,安倍晋三,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 > 小泉純一郎 > 安倍晋三 > 田中角栄 > 鳩山由紀夫
麻生太郎,1,小泉純一郎,2,安倍晋三,3,田中角栄,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > マイクロソフト > アップル >> ヤフー > サムスン
グーグル,1,マイクロソフト,2,アップル,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# グーグル > マイクロソフト > アップル >> ヤフー > サムスン
グーグル,1,マイクロソフト,2,アップル,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 宮沢賢治 >> 聖徳太子 = 坂本龍馬
エジソン,1,ニュートン,2,宮沢賢治,3,聖徳太子,4,坂本龍馬,4
# 好きだ,嫌いだ
# 宮沢賢治 > 坂本龍馬 > エジソン = ニュートン > 聖徳太子
宮沢賢治,1,坂本龍馬,2,エジソン,3,ニュートン,3,聖徳太子,5
# 面白い,つまらない
# 明石家さんま > タモリ > ビートたけし > 所ジョージ > 島田紳助
明石家さんま,1,タモリ,2,ビートたけし,3,所ジョージ,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > タモリ > ビートたけし
所ジョージ,1,島田紳助,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 琵琶湖 > 皇居 > 大阪城 > 出雲大社 > 通天閣
琵琶湖,1,皇居,2,大阪城,3,出雲大社,4,通天閣,5
# 印象的だ,印象的でない
# 出雲大社 = 大阪城 > 皇居 > 琵琶湖 >> 通天閣
出雲大社,1,大阪城,1,皇居,3,琵琶湖,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 鎌倉時代 > 平安時代 > 奈良時代
江戸時代,1,弥生時代,2,鎌倉時代,3,平安時代,4,奈良時代,5
# 重要だ,重要でない
# ルックス > 話し方 > 優しさ > 髪型 > 服装
ルックス,1,話し方,2,優しさ,3,髪型,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ >> イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 > ダルビッシュ > 内村航平 > 羽生結弦
イチロー,1,錦織圭,2,ダルビッシュ,3,内村航平,4,羽生結弦,5
