# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
パナソニック,1,キャノン,1,エプソン,1,ソニー,4,日立製作所,5,富士通,5,東芝,5
# 裕福だ,貧乏だ
# 中国 > アメリカ > イギリス > ロシア > スペイン = タイ = インド
中国,1,アメリカ,2,イギリス,3,ロシア,4,スペイン,5,タイ,5,インド,5
# 広大だ,せまい
# ロシア > アメリカ = 中国 > インド > スペイン > イギリス > タイ
ロシア,1,アメリカ,2,中国,2,インド,4,スペイン,5,イギリス,6,タイ,7
# 暖かい,寒い
# タイ > インド > スペイン > アメリカ > 中国 > イギリス >> ロシア
タイ,1,インド,2,スペイン,3,アメリカ,4,中国,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ = ダイハツ > ヤマハ > ホンダ = マツダ
トヨタ,1,ダイハツ,1,ヤマハ,3,ホンダ,4,マツダ,4
# 有名だ,無名だ
# トヨタ > ヤマハ > ホンダ > ダイハツ > マツダ
トヨタ,1,ヤマハ,2,ホンダ,3,ダイハツ,4,マツダ,5
# 美味しい,不味い
# 日本酒 > ウイスキー > チューハイ > ビール > ハイボール
日本酒,1,ウイスキー,2,チューハイ,3,ビール,4,ハイボール,5
# 高価だ,安価だ
# ウイスキー > 日本酒 > ハイボール > チューハイ > ビール
ウイスキー,1,日本酒,2,ハイボール,3,チューハイ,4,ビール,5
# 好きだ,嫌いだ
# カレー = ピザ > ラーメン = チャーハン > ハンバーガー
カレー,1,ピザ,1,ラーメン,3,チャーハン,3,ハンバーガー,5
# 脂っこい,脂っこくない
# ピザ > ラーメン > ハンバーガー = チャーハン > カレー
ピザ,1,ラーメン,2,ハンバーガー,3,チャーハン,3,カレー,5
# 高価だ,安価だ
# エアコン > カーナビ > 洗濯機 > プリンタ > カメラ
エアコン,1,カーナビ,2,洗濯機,3,プリンタ,4,カメラ,5
# うるさい,静かだ
# 洗濯機 > プリンタ > カーナビ > カメラ > エアコン
洗濯機,1,プリンタ,2,カーナビ,3,カメラ,4,エアコン,5
# 好きだ,嫌いだ
# 晴天 > 雪 > 霧 > 雷 > 霜 > 強風 > 雨
晴天,1,雪,2,霧,3,雷,4,霜,5,強風,6,雨,7
# 珍しい,珍しくない
# 雪 > 雷 > 霧 > 霜 > 雨 > 強風 > 晴天
雪,1,雷,2,霧,3,霜,4,雨,5,強風,6,晴天,7
# 好きだ,嫌いだ
# 鶏肉 > 牛肉 > 豚肉 > ラム肉 > 馬肉
鶏肉,1,牛肉,2,豚肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# ラム肉 > 馬肉 > 牛肉 > 豚肉 = 鶏肉
ラム肉,1,馬肉,2,牛肉,3,豚肉,4,鶏肉,4
# 有名だ,無名だ
# 銀閣寺 = 善光寺 > 薬師寺 > 中尊寺 > 東寺 = 増上寺
銀閣寺,1,善光寺,1,薬師寺,3,中尊寺,4,東寺,5,増上寺,5
# 立派だ,立派でない
# 善光寺 > 銀閣寺 > 中尊寺 > 薬師寺 > 東寺 > 増上寺
善光寺,1,銀閣寺,2,中尊寺,3,薬師寺,4,東寺,5,増上寺,6
# メジャーだ,マイナーだ
# サッカー > テニス > バレー = バスケ = 卓球 = 野球 > 相撲
サッカー,1,テニス,2,バレー,3,バスケ,3,卓球,3,野球,3,相撲,7
# 得意だ,苦手だ
# サッカー > テニス = 卓球 = 野球 = バレー > バスケ = 相撲
サッカー,1,テニス,2,卓球,2,野球,2,バレー,2,バスケ,6,相撲,6
# 快適だ,不快だ
# 新幹線 > 電車 > バス > タクシー > 飛行機
新幹線,1,電車,2,バス,3,タクシー,4,飛行機,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 > 電車 > バス > タクシー > 飛行機
新幹線,1,電車,2,バス,3,タクシー,4,飛行機,5
# 可愛い,可愛くない
# 北乃きい = 南明奈 > 釈由美子 = 吹石一恵 = 梨花 = 優香 > 友近
北乃きい,1,南明奈,1,釈由美子,3,吹石一恵,3,梨花,3,優香,3,友近,7
# 面白い,つまらない
# 友近 > 梨花 > 優香 > 南明奈 = 吹石一恵 > 釈由美子 = 北乃きい
友近,1,梨花,2,優香,3,南明奈,4,吹石一恵,4,釈由美子,6,北乃きい,6
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > チーズケーキ > ロールケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# ショートケーキ = チーズケーキ > チョコレートケーキ > シフォンケーキ > ロールケーキ
ショートケーキ,1,チーズケーキ,1,チョコレートケーキ,3,シフォンケーキ,4,ロールケーキ,5
# 美味しい,不味い
# マカロン > カステラ > マフィン > スコーン > ベーグル
マカロン,1,カステラ,2,マフィン,3,スコーン,4,ベーグル,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > スコーン > マフィン > カステラ
マカロン,1,ベーグル,2,スコーン,3,マフィン,4,カステラ,5
# 美味しい,不味い
# 抹茶 > 緑茶 > ココア = 紅茶 = オレンジジュース
抹茶,1,緑茶,2,ココア,3,紅茶,3,オレンジジュース,3
# 好きだ,嫌いだ
# お好み焼き > 讃岐うどん > カツカレー > 牛タン > 串かつ
お好み焼き,1,讃岐うどん,2,カツカレー,3,牛タン,4,串かつ,5
# 高価だ,安価だ
# 牛タン > 讃岐うどん = カツカレー > お好み焼き = 串かつ
牛タン,1,讃岐うどん,2,カツカレー,2,お好み焼き,4,串かつ,4
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 = 大阪 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,神戸,3,大阪,3,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 札幌 = 沖縄 > 福岡 > 大阪 = 名古屋 = 神戸 >> 東京
札幌,1,沖縄,1,福岡,3,大阪,4,名古屋,4,神戸,4,東京,7
# ヘルシーだ,ヘルシーでない
# スペイン料理 > タイ料理 > 韓国料理 > 中華料理 > インド料理
スペイン料理,1,タイ料理,2,韓国料理,3,中華料理,4,インド料理,5
# 辛い,辛くない
# インド料理 > 韓国料理 > タイ料理 > スペイン料理 > 中華料理
インド料理,1,韓国料理,2,タイ料理,3,スペイン料理,4,中華料理,5
# 優秀だ,優秀でない
# 科学者 > 宇宙飛行士 > 医師 > 作曲者 >> 警察官
科学者,1,宇宙飛行士,2,医師,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 医師 > 警察官 > 宇宙飛行士 > 科学者 > 作曲者
医師,1,警察官,2,宇宙飛行士,3,科学者,4,作曲者,5
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス = 美女と野獣 > スター・ウォーズ
となりのトトロ,1,風の谷のナウシカ,2,不思議の国のアリス,3,美女と野獣,3,スター・ウォーズ,5
# 新しい,古い
# 不思議の国のアリス > となりのトトロ > 風の谷のナウシカ > スター・ウォーズ > 美女と野獣
不思議の国のアリス,1,となりのトトロ,2,風の谷のナウシカ,3,スター・ウォーズ,4,美女と野獣,5
# 必須だ,無駄だ
# 国語 = 数学 > 英語 = 世界史 > 体育
国語,1,数学,1,英語,3,世界史,3,体育,5
# 簡単だ,難しい
# 国語 = 体育 > 世界史 > 英語 = 数学
国語,1,体育,1,世界史,3,英語,4,数学,4
# 楽しい,楽しくない
# ドライブ > 読書 > ＢＢＱ > サーフィン > 釣り > ジョギング
ドライブ,1,読書,2,ＢＢＱ,3,サーフィン,4,釣り,5,ジョギング,6
# 有意義だ,有意義でない
# 読書 > サーフィン > ドライブ > 釣り > ＢＢＱ > ジョギング
読書,1,サーフィン,2,ドライブ,3,釣り,4,ＢＢＱ,5,ジョギング,6
# 手軽だ,手軽でない
# ドライブ > 読書 > ＢＢＱ > ジョギング > 釣り > サーフィン
ドライブ,1,読書,2,ＢＢＱ,3,ジョギング,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > ニコ動 > Ｆａｃｅｂｏｏｋ > インスタグラム
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,ニコ動,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > ニコ動 > Ｆａｃｅｂｏｏｋ > インスタグラム
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,ニコ動,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 面白い,つまらない
# エヴァ > ドラゴンボール > セーラームーン = プリキュア > ジョジョ = ＧＴＯ
エヴァ,1,ドラゴンボール,2,セーラームーン,3,プリキュア,3,ジョジョ,5,ＧＴＯ,5
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 麻生太郎 > 小泉純一郎 > 田中角栄
鳩山由紀夫,1,安倍晋三,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 = 安倍晋三 > 麻生太郎 = 田中角栄 > 鳩山由紀夫
小泉純一郎,1,安倍晋三,1,麻生太郎,3,田中角栄,3,鳩山由紀夫,5
# 好調だ,不調だ
# ヤフー > グーグル > マイクロソフト > サムスン > アップル
ヤフー,1,グーグル,2,マイクロソフト,3,サムスン,4,アップル,5
# 不可欠だ,不要だ
# マイクロソフト > ヤフー > アップル > グーグル > サムスン
マイクロソフト,1,ヤフー,2,アップル,3,グーグル,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン >> 聖徳太子 >> 坂本龍馬 > 宮沢賢治
エジソン,1,ニュートン,2,聖徳太子,3,坂本龍馬,4,宮沢賢治,5
# 好きだ,嫌いだ
# 聖徳太子 > 坂本龍馬 > エジソン = ニュートン > 宮沢賢治
聖徳太子,1,坂本龍馬,2,エジソン,3,ニュートン,3,宮沢賢治,5
# 面白い,つまらない
# 明石家さんま > 所ジョージ = ビートたけし > タモリ = 島田紳助
明石家さんま,1,所ジョージ,2,ビートたけし,2,タモリ,4,島田紳助,4
# 若い,若くない
# 島田紳助 > 所ジョージ > 明石家さんま > タモリ > ビートたけし
島田紳助,1,所ジョージ,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 出雲大社 > 皇居 > 大阪城 > 琵琶湖 > 通天閣
出雲大社,1,皇居,2,大阪城,3,琵琶湖,4,通天閣,5
# 印象的だ,印象的でない
# 出雲大社 > 琵琶湖 = 皇居 > 大阪城 > 通天閣
出雲大社,1,琵琶湖,2,皇居,2,大阪城,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 江戸時代 > 平安時代 > 奈良時代 > 鎌倉時代
弥生時代,1,江戸時代,2,平安時代,3,奈良時代,4,鎌倉時代,5
# 重要だ,重要でない
# 服装 > ルックス = 髪型 > 話し方 = 優しさ
服装,1,ルックス,2,髪型,2,話し方,4,優しさ,4
# 若い,若くない
# 羽生結弦 > 錦織圭 > ダルビッシュ > 内村航平 > イチロー
羽生結弦,1,錦織圭,2,ダルビッシュ,3,内村航平,4,イチロー,5
# 素晴らしい,素晴らしくない
# 羽生結弦 = イチロー = 内村航平 = 錦織圭 >> ダルビッシュ
羽生結弦,1,イチロー,1,内村航平,1,錦織圭,1,ダルビッシュ,5
