# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう >> すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
ハープ,1,ヴァイオリン,2,チェロ,3,クラリネット,4,フルート,5
# 綺麗だ,醜い
# サクラ = すずらん = ひまわり > たんぽぽ > 桔梗
サクラ,1,すずらん,1,ひまわり,1,たんぽぽ,4,桔梗,5
# 好きだ,嫌いだ
# サクラ > すずらん > ひまわり >> たんぽぽ = 桔梗
サクラ,1,すずらん,2,ひまわり,3,たんぽぽ,4,桔梗,4
# 美味しい,不味い
# サンマルク = ドトール = タリーズ = コメダ > ルノアール
サンマルク,1,ドトール,1,タリーズ,1,コメダ,1,ルノアール,5
# 高い,安い
# ルノアール > コメダ > ドトール = サンマルク = タリーズ
ルノアール,1,コメダ,2,ドトール,3,サンマルク,3,タリーズ,3
# 好調だ,不調だ
# キャノン = パナソニック = ソニー > 富士通 > 日立製作所 > エプソン > 東芝
キャノン,1,パナソニック,1,ソニー,1,富士通,4,日立製作所,5,エプソン,6,東芝,7
# 新しい,古い
# ソニー > 日立製作所 > パナソニック > エプソン > 東芝 > 富士通 > キャノン
ソニー,1,日立製作所,2,パナソニック,3,エプソン,4,東芝,5,富士通,6,キャノン,7
# 裕福だ,貧乏だ
# 中国 > アメリカ = スペイン = インド > イギリス > ロシア > タイ
中国,1,アメリカ,2,スペイン,2,インド,2,イギリス,5,ロシア,6,タイ,7
# 広大だ,せまい
# 中国 > インド > アメリカ > タイ > ロシア > スペイン > イギリス
中国,1,インド,2,アメリカ,3,タイ,4,ロシア,5,スペイン,6,イギリス,7
# 暖かい,寒い
# スペイン = タイ = 中国 = インド > イギリス > アメリカ >> ロシア
スペイン,1,タイ,1,中国,1,インド,1,イギリス,5,アメリカ,6,ロシア,7
# 好調だ,不調だ
# ダイハツ = トヨタ > ヤマハ > ホンダ > マツダ
ダイハツ,1,トヨタ,1,ヤマハ,3,ホンダ,4,マツダ,5
# 有名だ,無名だ
# トヨタ = ヤマハ = マツダ > ダイハツ > ホンダ
トヨタ,1,ヤマハ,1,マツダ,1,ダイハツ,4,ホンダ,5
# 美味しい,不味い
# チューハイ >> ウイスキー = ハイボール = 日本酒 > ビール
チューハイ,1,ウイスキー,2,ハイボール,2,日本酒,2,ビール,5
# 高価だ,安価だ
# ウイスキー > 日本酒 >> ハイボール > ビール > チューハイ
ウイスキー,1,日本酒,2,ハイボール,3,ビール,4,チューハイ,5
# 好きだ,嫌いだ
# ハンバーガー = ラーメン > カレー > チャーハン > ピザ
ハンバーガー,1,ラーメン,1,カレー,3,チャーハン,4,ピザ,5
# 脂っこい,脂っこくない
# ラーメン = ハンバーガー = ピザ > カレー > チャーハン
ラーメン,1,ハンバーガー,1,ピザ,1,カレー,4,チャーハン,5
# 高価だ,安価だ
# カメラ >> エアコン = 洗濯機 > カーナビ > プリンタ
カメラ,1,エアコン,2,洗濯機,2,カーナビ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 >> エアコン > プリンタ > カーナビ > カメラ
洗濯機,1,エアコン,2,プリンタ,3,カーナビ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 = 雨 = 雪 > 霜 > 霧 > 強風 > 雷
晴天,1,雨,1,雪,1,霜,4,霧,5,強風,6,雷,7
# 珍しい,珍しくない
# 雪 = 霜 >> 雷 > 霧 > 雨 > 強風 > 晴天
雪,1,霜,1,雷,3,霧,4,雨,5,強風,6,晴天,7
# 好きだ,嫌いだ
# 鶏肉 = 牛肉 > 豚肉 >> 馬肉 > ラム肉
鶏肉,1,牛肉,1,豚肉,3,馬肉,4,ラム肉,5
# 高価だ,安価だ
# 馬肉 = ラム肉 > 牛肉 > 豚肉 > 鶏肉
馬肉,1,ラム肉,1,牛肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 善光寺 > 東寺 > 中尊寺 > 増上寺
銀閣寺,1,薬師寺,2,善光寺,3,東寺,4,中尊寺,5,増上寺,6
# 立派だ,立派でない
# 銀閣寺 >> 善光寺 = 薬師寺 = 中尊寺 = 増上寺 = 東寺
銀閣寺,1,善光寺,2,薬師寺,2,中尊寺,2,増上寺,2,東寺,2
# メジャーだ,マイナーだ
# サッカー = バスケ = テニス = 野球 = 相撲 > バレー > 卓球
サッカー,1,バスケ,1,テニス,1,野球,1,相撲,1,バレー,6,卓球,7
# 得意だ,苦手だ
# 卓球 >> サッカー = バスケ > テニス > バレー > 野球 > 相撲
卓球,1,サッカー,2,バスケ,2,テニス,4,バレー,5,野球,6,相撲,7
# 快適だ,不快だ
# 飛行機 = 新幹線 > 電車 > タクシー >> バス
飛行機,1,新幹線,1,電車,3,タクシー,4,バス,5
# 速い,遅い
# 新幹線 >> 飛行機 > 電車 > タクシー > バス
新幹線,1,飛行機,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 = 電車 > タクシー >> 飛行機 = バス
新幹線,1,電車,1,タクシー,3,飛行機,4,バス,4
# 可愛い,可愛くない
# 北乃きい >> 南明奈 = 釈由美子 = 優香 > 吹石一恵 > 友近 > 梨花
北乃きい,1,南明奈,2,釈由美子,2,優香,2,吹石一恵,5,友近,6,梨花,7
# 面白い,つまらない
# 梨花 = 友近 >> 優香 = 吹石一恵 = 釈由美子 = 北乃きい = 南明奈
梨花,1,友近,1,優香,3,吹石一恵,3,釈由美子,3,北乃きい,3,南明奈,3
# 甘い,甘くない
# チョコレートケーキ = ショートケーキ = ロールケーキ > シフォンケーキ >> チーズケーキ
チョコレートケーキ,1,ショートケーキ,1,ロールケーキ,1,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# ショートケーキ >> チーズケーキ > チョコレートケーキ > シフォンケーキ > ロールケーキ
ショートケーキ,1,チーズケーキ,2,チョコレートケーキ,3,シフォンケーキ,4,ロールケーキ,5
# 美味しい,不味い
# カステラ >> スコーン = マカロン = ベーグル = マフィン
カステラ,1,スコーン,2,マカロン,2,ベーグル,2,マフィン,2
# おしゃれだ,おしゃれでない
# マカロン > スコーン = ベーグル = マフィン >> カステラ
マカロン,1,スコーン,2,ベーグル,2,マフィン,2,カステラ,5
# 美味しい,不味い
# ココア = オレンジジュース = 紅茶 > 抹茶 > 緑茶
ココア,1,オレンジジュース,1,紅茶,1,抹茶,4,緑茶,5
# 好きだ,嫌いだ
# カツカレー = 牛タン >> 讃岐うどん > お好み焼き > 串かつ
カツカレー,1,牛タン,1,讃岐うどん,3,お好み焼き,4,串かつ,5
# 高価だ,安価だ
# 牛タン >> カツカレー > お好み焼き = 讃岐うどん = 串かつ
牛タン,1,カツカレー,2,お好み焼き,3,讃岐うどん,3,串かつ,3
# 暖かい,寒い
# 沖縄 >> 名古屋 = 大阪 = 福岡 > 神戸 > 東京 > 札幌
沖縄,1,名古屋,2,大阪,2,福岡,2,神戸,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 = 札幌 >> 東京 > 大阪 = 神戸 = 名古屋 = 福岡
沖縄,1,札幌,1,東京,3,大阪,4,神戸,4,名古屋,4,福岡,4
# ヘルシーだ,ヘルシーでない
# スペイン料理 > インド料理 > タイ料理 >> 韓国料理 > 中華料理
スペイン料理,1,インド料理,2,タイ料理,3,韓国料理,4,中華料理,5
# 辛い,辛くない
# インド料理 = 韓国料理 = タイ料理 = 中華料理 > スペイン料理
インド料理,1,韓国料理,1,タイ料理,1,中華料理,1,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 = 医師 = 科学者 > 警察官 > 作曲者
宇宙飛行士,1,医師,1,科学者,1,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 >> 警察官 > 医師 > 科学者 > 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# 風の谷のナウシカ = となりのトトロ > 不思議の国のアリス > 美女と野獣 >> スター・ウォーズ
風の谷のナウシカ,1,となりのトトロ,1,不思議の国のアリス,3,美女と野獣,4,スター・ウォーズ,5
# 新しい,古い
# 美女と野獣 = 不思議の国のアリス >> となりのトトロ > スター・ウォーズ > 風の谷のナウシカ
美女と野獣,1,不思議の国のアリス,1,となりのトトロ,3,スター・ウォーズ,4,風の谷のナウシカ,5
# 必須だ,無駄だ
# 英語 = 国語 > 体育 > 数学 > 世界史
英語,1,国語,1,体育,3,数学,4,世界史,5
# 簡単だ,難しい
# 国語 = 体育 > 数学 > 英語 > 世界史
国語,1,体育,1,数学,3,英語,4,世界史,5
# 楽しい,楽しくない
# 読書 > ＢＢＱ > ドライブ >> サーフィン > 釣り > ジョギング
読書,1,ＢＢＱ,2,ドライブ,3,サーフィン,4,釣り,5,ジョギング,6
# 有意義だ,有意義でない
# 読書 > ドライブ = ＢＢＱ = 釣り > サーフィン > ジョギング
読書,1,ドライブ,2,ＢＢＱ,2,釣り,2,サーフィン,5,ジョギング,6
# 手軽だ,手軽でない
# 読書 >> ジョギング > ドライブ > 釣り > ＢＢＱ > サーフィン
読書,1,ジョギング,2,ドライブ,3,釣り,4,ＢＢＱ,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > ニコ動 > インスタグラム > Ｔｗｉｔｔｅｒ >> Ｆａｃｅｂｏｏｋ
Ｙｏｕｔｕｂｅ,1,ニコ動,2,インスタグラム,3,Ｔｗｉｔｔｅｒ,4,Ｆａｃｅｂｏｏｋ,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ = Ｆａｃｅｂｏｏｋ = インスタグラム > ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,2,インスタグラム,2,ニコ動,5
# 面白い,つまらない
# ＧＴＯ > エヴァ > プリキュア > セーラームーン > ドラゴンボール > ジョジョ
ＧＴＯ,1,エヴァ,2,プリキュア,3,セーラームーン,4,ドラゴンボール,5,ジョジョ,6
# 若い,若くない
# 小泉純一郎 = 鳩山由紀夫 = 安倍晋三 > 麻生太郎 >> 田中角栄
小泉純一郎,1,鳩山由紀夫,1,安倍晋三,1,麻生太郎,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 = 安倍晋三 = 小泉純一郎 = 田中角栄 >> 鳩山由紀夫
麻生太郎,1,安倍晋三,1,小泉純一郎,1,田中角栄,1,鳩山由紀夫,5
# 好調だ,不調だ
# アップル = ヤフー = グーグル > サムスン > マイクロソフト
アップル,1,ヤフー,1,グーグル,1,サムスン,4,マイクロソフト,5
# 不可欠だ,不要だ
# マイクロソフト = アップル = グーグル = ヤフー > サムスン
マイクロソフト,1,アップル,1,グーグル,1,ヤフー,1,サムスン,5
# 偉大だ,偉大でない
# ニュートン = エジソン = 聖徳太子 > 宮沢賢治 > 坂本龍馬
ニュートン,1,エジソン,1,聖徳太子,1,宮沢賢治,4,坂本龍馬,5
# 好きだ,嫌いだ
# 宮沢賢治 > エジソン > ニュートン >> 聖徳太子 > 坂本龍馬
宮沢賢治,1,エジソン,2,ニュートン,3,聖徳太子,4,坂本龍馬,5
# 面白い,つまらない
# ビートたけし > 明石家さんま > 島田紳助 >> 所ジョージ > タモリ
ビートたけし,1,明石家さんま,2,島田紳助,3,所ジョージ,4,タモリ,5
# 若い,若くない
# 所ジョージ >> 明石家さんま = 島田紳助 > ビートたけし > タモリ
所ジョージ,1,明石家さんま,2,島田紳助,2,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 出雲大社 = 皇居 > 琵琶湖 > 大阪城 > 通天閣
出雲大社,1,皇居,1,琵琶湖,3,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 出雲大社 = 琵琶湖 >> 通天閣 > 大阪城 > 皇居
出雲大社,1,琵琶湖,1,通天閣,3,大阪城,4,皇居,5
# 新しい,古い
# 江戸時代 > 平安時代 > 弥生時代 > 奈良時代 > 鎌倉時代
江戸時代,1,平安時代,2,弥生時代,3,奈良時代,4,鎌倉時代,5
# 長い,短い
# 江戸時代 > 平安時代 >> 奈良時代 > 鎌倉時代 > 弥生時代
江戸時代,1,平安時代,2,奈良時代,3,鎌倉時代,4,弥生時代,5
# 重要だ,重要でない
# ルックス >> 話し方 = 髪型 = 服装 > 優しさ
ルックス,1,話し方,2,髪型,2,服装,2,優しさ,5
# 若い,若くない
# 羽生結弦 >> ダルビッシュ > 錦織圭 > 内村航平 > イチロー
羽生結弦,1,ダルビッシュ,2,錦織圭,3,内村航平,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー = 羽生結弦 = 錦織圭 > 内村航平 > ダルビッシュ
イチロー,1,羽生結弦,1,錦織圭,1,内村航平,4,ダルビッシュ,5
