# 大きい,小さい
# ペンギン > 白鳥 > にわとり > ふくろう >> すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,4,すずめ,5
# サッカー = 野球 > バスケ = テニス = バレー >> 卓球 > 相撲
サッカー,1,野球,1,バスケ,3,テニス,3,バレー,3,卓球,6,相撲,7
# 得意だ,苦手だ
# バスケ > サッカー > テニス = バレー = 野球 >> 卓球 > 相撲
バスケ,1,サッカー,2,テニス,3,バレー,3,野球,3,卓球,6,相撲,7
# 快適だ,不快だ
# 新幹線 = タクシー >> バス >> 電車 > 飛行機
新幹線,1,タクシー,1,バス,3,電車,4,飛行機,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > タクシー = バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,4
# 安全だ,危険だ
# 新幹線 = 電車 > バス > タクシー >> 飛行機
新幹線,1,電車,1,バス,3,タクシー,4,飛行機,5
# 可愛い,可愛くない
# 優香 > 北乃きい > 釈由美子 > 南明奈 > 吹石一恵 > 梨花 > 友近
優香,1,北乃きい,2,釈由美子,3,南明奈,4,吹石一恵,5,梨花,6,友近,7
# 面白い,つまらない
# 友近 > 梨花 > 釈由美子 = 優香 >> 北乃きい = 南明奈 = 吹石一恵
友近,1,梨花,2,釈由美子,3,優香,3,北乃きい,5,南明奈,5,吹石一恵,5
# 甘い,甘くない
# ショートケーキ = ロールケーキ = チョコレートケーキ >> チーズケーキ >> シフォンケーキ
ショートケーキ,1,ロールケーキ,1,チョコレートケーキ,1,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チーズケーキ >> チョコレートケーキ = シフォンケーキ >> ショートケーキ = ロールケーキ
チーズケーキ,1,チョコレートケーキ,2,シフォンケーキ,2,ショートケーキ,4,ロールケーキ,4
# 美味しい,不味い
# マフィン = カステラ >> スコーン = ベーグル >> マカロン
マフィン,1,カステラ,1,スコーン,3,ベーグル,3,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン >> マフィン > ベーグル >> スコーン = カステラ
マカロン,1,マフィン,2,ベーグル,3,スコーン,4,カステラ,4
# 美味しい,不味い
# 紅茶 = ココア = 緑茶 = オレンジジュース >> 抹茶
紅茶,1,ココア,1,緑茶,1,オレンジジュース,1,抹茶,5
# 好きだ,嫌いだ
# お好み焼き = カツカレー = 牛タン > 串かつ > 讃岐うどん
お好み焼き,1,カツカレー,1,牛タン,1,串かつ,4,讃岐うどん,5
# 高価だ,安価だ
# 牛タン >> カツカレー > お好み焼き > 串かつ >> 讃岐うどん
牛タン,1,カツカレー,2,お好み焼き,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 大阪 = 名古屋 = 神戸 > 東京 >> 札幌
沖縄,1,福岡,2,大阪,3,名古屋,3,神戸,3,東京,6,札幌,7
# 遠い,近い
# 沖縄 = 札幌 > 福岡 > 大阪 > 名古屋 = 神戸 > 東京
沖縄,1,札幌,1,福岡,3,大阪,4,名古屋,5,神戸,5,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 = インド料理 >> 中華料理 = スペイン料理 = 韓国料理
タイ料理,1,インド料理,1,中華料理,3,スペイン料理,3,韓国料理,3
# 辛い,辛くない
# 韓国料理 >> タイ料理 > 中華料理 = インド料理 >> スペイン料理
韓国料理,1,タイ料理,2,中華料理,3,インド料理,3,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 > 作曲者 > 警察官 = 医師
宇宙飛行士,1,科学者,2,作曲者,3,警察官,4,医師,4
# 過酷だ,過酷でない
# 宇宙飛行士 >> 警察官 = 医師 >> 科学者 = 作曲者
宇宙飛行士,1,警察官,2,医師,2,科学者,4,作曲者,4
# 面白い,つまらない
# 風の谷のナウシカ >> となりのトトロ > スター・ウォーズ > 不思議の国のアリス = 美女と野獣
風の谷のナウシカ,1,となりのトトロ,2,スター・ウォーズ,3,不思議の国のアリス,4,美女と野獣,4
# 新しい,古い
# スター・ウォーズ >> となりのトトロ > 風の谷のナウシカ >> 不思議の国のアリス = 美女と野獣
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,不思議の国のアリス,4,美女と野獣,4
# 必須だ,無駄だ
# 英語 = 国語 > 世界史 = 数学 > 体育
英語,1,国語,1,世界史,3,数学,3,体育,5
# 簡単だ,難しい
# 数学 = 体育 >> 世界史 > 国語 > 英語
数学,1,体育,1,世界史,3,国語,4,英語,5
# 楽しい,楽しくない
# 読書 = ＢＢＱ > ドライブ >> 釣り > ジョギング > サーフィン
読書,1,ＢＢＱ,1,ドライブ,3,釣り,4,ジョギング,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 = ジョギング > ＢＢＱ >> 釣り > ドライブ > サーフィン
読書,1,ジョギング,1,ＢＢＱ,3,釣り,4,ドライブ,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 >> ジョギング > 釣り = ＢＢＱ >> ドライブ = サーフィン
読書,1,ジョギング,2,釣り,3,ＢＢＱ,3,ドライブ,5,サーフィン,5
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ = ニコ動 = Ｔｗｉｔｔｅｒ >> インスタグラム >> Ｆａｃｅｂｏｏｋ
Ｙｏｕｔｕｂｅ,1,ニコ動,1,Ｔｗｉｔｔｅｒ,1,インスタグラム,4,Ｆａｃｅｂｏｏｋ,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > ニコ動 > Ｔｗｉｔｔｅｒ >> インスタグラム = Ｆａｃｅｂｏｏｋ
Ｙｏｕｔｕｂｅ,1,ニコ動,2,Ｔｗｉｔｔｅｒ,3,インスタグラム,4,Ｆａｃｅｂｏｏｋ,4
# 面白い,つまらない
# ドラゴンボール = エヴァ = ＧＴＯ >> ジョジョ >> プリキュア = セーラームーン
ドラゴンボール,1,エヴァ,1,ＧＴＯ,1,ジョジョ,4,プリキュア,5,セーラームーン,5
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎 >> 田中角栄
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 安倍晋三 = 田中角栄 >> 麻生太郎 = 鳩山由紀夫
小泉純一郎,1,安倍晋三,2,田中角栄,2,麻生太郎,4,鳩山由紀夫,4
# 好調だ,不調だ
# グーグル = マイクロソフト >> アップル >> ヤフー >> サムスン
グーグル,1,マイクロソフト,1,アップル,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# アップル = グーグル = ヤフー = マイクロソフト >> サムスン
アップル,1,グーグル,1,ヤフー,1,マイクロソフト,1,サムスン,5
# 偉大だ,偉大でない
# エジソン = 宮沢賢治 = 坂本龍馬 = ニュートン >> 聖徳太子
エジソン,1,宮沢賢治,1,坂本龍馬,1,ニュートン,1,聖徳太子,5
# 好きだ,嫌いだ
# 宮沢賢治 >> エジソン = 坂本龍馬 >> 聖徳太子 = ニュートン
宮沢賢治,1,エジソン,2,坂本龍馬,2,聖徳太子,4,ニュートン,4
# 面白い,つまらない
# 明石家さんま >> 所ジョージ >> ビートたけし = タモリ >> 島田紳助
明石家さんま,1,所ジョージ,2,ビートたけし,3,タモリ,3,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 = 明石家さんま > ビートたけし = タモリ
所ジョージ,1,島田紳助,2,明石家さんま,2,ビートたけし,4,タモリ,4
# 貴重だ,貴重でない
# 出雲大社 = 大阪城 >> 皇居 = 通天閣 >> 琵琶湖
出雲大社,1,大阪城,1,皇居,3,通天閣,3,琵琶湖,5
# 印象的だ,印象的でない
# 皇居 >> 琵琶湖 >> 出雲大社 = 通天閣 = 大阪城
皇居,1,琵琶湖,2,出雲大社,3,通天閣,3,大阪城,3
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 奈良時代 > 平安時代 > 弥生時代
江戸時代,1,鎌倉時代,2,奈良時代,3,平安時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 鎌倉時代 >> 弥生時代 = 平安時代 = 奈良時代
江戸時代,1,鎌倉時代,2,弥生時代,3,平安時代,3,奈良時代,3
# 重要だ,重要でない
# 優しさ > 話し方 >> 髪型 = 服装 = ルックス
優しさ,1,話し方,2,髪型,3,服装,3,ルックス,3
# 若い,若くない
# 羽生結弦 > 錦織圭 > ダルビッシュ = 内村航平 > イチロー
羽生結弦,1,錦織圭,2,ダルビッシュ,3,内村航平,3,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー = 錦織圭 > 羽生結弦 > ダルビッシュ = 内村航平
イチロー,1,錦織圭,1,羽生結弦,3,ダルビッシュ,4,内村航平,4
