# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
# アメリカ > イギリス > スペイン > ロシア > 中国 > インド > タイ
アメリカ,1,イギリス,2,スペイン,3,ロシア,4,中国,5,インド,6,タイ,7
# 広大だ,せまい
# ロシア > アメリカ > 中国 > インド > イギリス > タイ > スペイン
ロシア,1,アメリカ,2,中国,3,インド,4,イギリス,5,タイ,6,スペイン,7
# 暖かい,寒い
# タイ > スペイン > インド > アメリカ > 中国 > ロシア > イギリス
タイ,1,スペイン,2,インド,3,アメリカ,4,中国,5,ロシア,6,イギリス,7
# 好調だ,不調だ
# トヨタ > ホンダ > ダイハツ > ヤマハ > マツダ
トヨタ,1,ホンダ,2,ダイハツ,3,ヤマハ,4,マツダ,5
# 有名だ,無名だ
# トヨタ > ヤマハ > ホンダ > ダイハツ > マツダ
トヨタ,1,ヤマハ,2,ホンダ,3,ダイハツ,4,マツダ,5
# 美味しい,不味い
# チューハイ > ビール > ウイスキー > ハイボール > 日本酒
チューハイ,1,ビール,2,ウイスキー,3,ハイボール,4,日本酒,5
# 高価だ,安価だ
# ハイボール > 日本酒 > ウイスキー > ビール > チューハイ
ハイボール,1,日本酒,2,ウイスキー,3,ビール,4,チューハイ,5
# 好きだ,嫌いだ
# ラーメン > チャーハン > ピザ > カレー > ハンバーガー
ラーメン,1,チャーハン,2,ピザ,3,カレー,4,ハンバーガー,5
# 脂っこい,脂っこくない
# ハンバーガー > ピザ > カレー > チャーハン > ラーメン
ハンバーガー,1,ピザ,2,カレー,3,チャーハン,4,ラーメン,5
# 高価だ,安価だ
# 洗濯機 > カメラ > エアコン > カーナビ > プリンタ
洗濯機,1,カメラ,2,エアコン,3,カーナビ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 > エアコン > カーナビ > プリンタ > カメラ
洗濯機,1,エアコン,2,カーナビ,3,プリンタ,4,カメラ,5
# 好きだ,嫌いだ
# 雪 > 晴天 > 霜 > 霧 > 雷 > 強風 > 雨
雪,1,晴天,2,霜,3,霧,4,雷,5,強風,6,雨,7
# 珍しい,珍しくない
# 雪 > 霜 > 霧 > 強風 > 雷 > 雨 > 晴天
雪,1,霜,2,霧,3,強風,4,雷,5,雨,6,晴天,7
# 好きだ,嫌いだ
# 牛肉 > 鶏肉 > 豚肉 > ラム肉 > 馬肉
牛肉,1,鶏肉,2,豚肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 > ラム肉 > 鶏肉 > 豚肉
牛肉,1,馬肉,2,ラム肉,3,鶏肉,4,豚肉,5
# 有名だ,無名だ
# 銀閣寺 > 中尊寺 > 東寺 > 薬師寺 > 増上寺 > 善光寺
銀閣寺,1,中尊寺,2,東寺,3,薬師寺,4,増上寺,5,善光寺,6
# 立派だ,立派でない
# 銀閣寺 > 善光寺 > 中尊寺 > 東寺 > 増上寺 > 薬師寺
銀閣寺,1,善光寺,2,中尊寺,3,東寺,4,増上寺,5,薬師寺,6
# メジャーだ,マイナーだ
# サッカー > バスケ > 野球 > テニス > バレー > 卓球 > 相撲
サッカー,1,バスケ,2,野球,3,テニス,4,バレー,5,卓球,6,相撲,7
# 得意だ,苦手だ
# バスケ > サッカー > テニス > 卓球 > 野球 > 相撲 > バレー
バスケ,1,サッカー,2,テニス,3,卓球,4,野球,5,相撲,6,バレー,7
# 快適だ,不快だ
# 飛行機 > 新幹線 > タクシー > 電車 > バス
飛行機,1,新幹線,2,タクシー,3,電車,4,バス,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# タクシー > 電車 > 新幹線 > バス > 飛行機
タクシー,1,電車,2,新幹線,3,バス,4,飛行機,5
# 可愛い,可愛くない
# 釈由美子 > 優香 > 南明奈 > 梨花 > 北乃きい > 吹石一恵 > 友近
釈由美子,1,優香,2,南明奈,3,梨花,4,北乃きい,5,吹石一恵,6,友近,7
# 面白い,つまらない
# 北乃きい > 友近 > 梨花 > 優香 > 吹石一恵 > 南明奈 > 釈由美子
北乃きい,1,友近,2,梨花,3,優香,4,吹石一恵,5,南明奈,6,釈由美子,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > シフォンケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > チョコレートケーキ > ショートケーキ > ロールケーキ > シフォンケーキ
チーズケーキ,1,チョコレートケーキ,2,ショートケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# カステラ > ベーグル > マフィン > スコーン > マカロン
カステラ,1,ベーグル,2,マフィン,3,スコーン,4,マカロン,5
# おしゃれだ,おしゃれでない
# カステラ > マフィン > マカロン > ベーグル > スコーン
カステラ,1,マフィン,2,マカロン,3,ベーグル,4,スコーン,5
# 美味しい,不味い
# 抹茶 > オレンジジュース > ココア > 紅茶 > 緑茶
抹茶,1,オレンジジュース,2,ココア,3,紅茶,4,緑茶,5
# 好きだ,嫌いだ
# 讃岐うどん > 牛タン > 串かつ > お好み焼き > カツカレー
讃岐うどん,1,牛タン,2,串かつ,3,お好み焼き,4,カツカレー,5
# 高価だ,安価だ
# 牛タン > お好み焼き > 串かつ > カツカレー > 讃岐うどん
牛タン,1,お好み焼き,2,串かつ,3,カツカレー,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 > 名古屋 > 大阪 > 東京 > 札幌
沖縄,1,福岡,2,神戸,3,名古屋,4,大阪,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 = 札幌 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,札幌,1,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > 中華料理 > インド料理 > 韓国料理 > スペイン料理
タイ料理,1,中華料理,2,インド料理,3,韓国料理,4,スペイン料理,5
# 辛い,辛くない
# 韓国料理 > 中華料理 > インド料理 > スペイン料理 > タイ料理
韓国料理,1,中華料理,2,インド料理,3,スペイン料理,4,タイ料理,5
# 優秀だ,優秀でない
# 科学者 > 医師 > 作曲者 > 宇宙飛行士 > 警察官
科学者,1,医師,2,作曲者,3,宇宙飛行士,4,警察官,5
# 過酷だ,過酷でない
# 医師 > 科学者 > 作曲者 > 警察官 > 宇宙飛行士
医師,1,科学者,2,作曲者,3,警察官,4,宇宙飛行士,5
# 面白い,つまらない
# スター・ウォーズ > となりのトトロ > 風の谷のナウシカ > 美女と野獣 > 不思議の国のアリス
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,美女と野獣,4,不思議の国のアリス,5
# 新しい,古い
# スター・ウォーズ > となりのトトロ > 風の谷のナウシカ > 美女と野獣 > 不思議の国のアリス
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,美女と野獣,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 体育 > 英語 > 国語 > 世界史 > 数学
体育,1,英語,2,国語,3,世界史,4,数学,5
# 簡単だ,難しい
# 体育 > 英語 > 国語 > 世界史 > 数学
体育,1,英語,2,国語,3,世界史,4,数学,5
# 楽しい,楽しくない
# ドライブ > ジョギング > 読書 > 釣り > ＢＢＱ > サーフィン
ドライブ,1,ジョギング,2,読書,3,釣り,4,ＢＢＱ,5,サーフィン,6
# 有意義だ,有意義でない
# ＢＢＱ > ドライブ > サーフィン > ジョギング > 釣り > 読書
ＢＢＱ,1,ドライブ,2,サーフィン,3,ジョギング,4,釣り,5,読書,6
# 手軽だ,手軽でない
# ＢＢＱ > 読書 > ジョギング > ドライブ > 釣り > サーフィン
ＢＢＱ,1,読書,2,ジョギング,3,ドライブ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > インスタグラム > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ > ニコ動
Ｙｏｕｔｕｂｅ,1,インスタグラム,2,Ｆａｃｅｂｏｏｋ,3,Ｔｗｉｔｔｅｒ,4,ニコ動,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > インスタグラム > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ > ニコ動
Ｙｏｕｔｕｂｅ,1,インスタグラム,2,Ｆａｃｅｂｏｏｋ,3,Ｔｗｉｔｔｅｒ,4,ニコ動,5
# 面白い,つまらない
# ドラゴンボール > ＧＴＯ > ジョジョ > プリキュア > セーラームーン > エヴァ
ドラゴンボール,1,ＧＴＯ,2,ジョジョ,3,プリキュア,4,セーラームーン,5,エヴァ,6
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
安倍晋三,1,麻生太郎,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 安倍晋三 > 小泉純一郎 > 鳩山由紀夫 > 麻生太郎 > 田中角栄
安倍晋三,1,小泉純一郎,2,鳩山由紀夫,3,麻生太郎,4,田中角栄,5
# 好調だ,不調だ
# アップル > グーグル > マイクロソフト > ヤフー > サムスン
アップル,1,グーグル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# アップル > グーグル > マイクロソフト > ヤフー > サムスン
アップル,1,グーグル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 坂本龍馬 > 宮沢賢治 > 聖徳太子
エジソン,1,ニュートン,2,坂本龍馬,3,宮沢賢治,4,聖徳太子,5
# 好きだ,嫌いだ
# エジソン > 坂本龍馬 > 宮沢賢治 > ニュートン > 聖徳太子
エジソン,1,坂本龍馬,2,宮沢賢治,3,ニュートン,4,聖徳太子,5
# 面白い,つまらない
# 明石家さんま > ビートたけし > 島田紳助 > 所ジョージ > タモリ
明石家さんま,1,ビートたけし,2,島田紳助,3,所ジョージ,4,タモリ,5
# 若い,若くない
# 明石家さんま > 島田紳助 > タモリ > 所ジョージ > ビートたけし
明石家さんま,1,島田紳助,2,タモリ,3,所ジョージ,4,ビートたけし,5
# 貴重だ,貴重でない
# 皇居 > 出雲大社 > 琵琶湖 > 大阪城 > 通天閣
皇居,1,出雲大社,2,琵琶湖,3,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 通天閣 > 大阪城 > 皇居 > 出雲大社 > 琵琶湖
通天閣,1,大阪城,2,皇居,3,出雲大社,4,琵琶湖,5
# 新しい,古い
# 弥生時代 > 奈良時代 > 平安時代 > 鎌倉時代 > 江戸時代
弥生時代,1,奈良時代,2,平安時代,3,鎌倉時代,4,江戸時代,5
# 長い,短い
# 江戸時代 > 鎌倉時代 > 弥生時代 > 平安時代 > 奈良時代
江戸時代,1,鎌倉時代,2,弥生時代,3,平安時代,4,奈良時代,5
# 重要だ,重要でない
# ルックス > 服装 > 優しさ > 話し方 > 髪型
ルックス,1,服装,2,優しさ,3,話し方,4,髪型,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > ダルビッシュ > 内村航平 > イチロー
羽生結弦,1,錦織圭,2,ダルビッシュ,3,内村航平,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 > ダルビッシュ > 内村航平 > 羽生結弦
イチロー,1,錦織圭,2,ダルビッシュ,3,内村航平,4,羽生結弦,5
