# 大きい,小さい
# ペンギン > 白鳥 > ふくろう > にわとり >> すずめ
ペンギン,1,白鳥,2,ふくろう,3,にわとり,4,すずめ,5
# 銀閣寺 >> 薬師寺 > 善光寺 > 東寺 > 中尊寺 > 増上寺
銀閣寺,1,薬師寺,2,善光寺,3,東寺,4,中尊寺,5,増上寺,6
# 立派だ,立派でない
# 銀閣寺 > 薬師寺 > 善光寺 > 中尊寺 > 東寺 > 増上寺
銀閣寺,1,薬師寺,2,善光寺,3,中尊寺,4,東寺,5,増上寺,6
# メジャーだ,マイナーだ
# サッカー > テニス > バスケ > バレー > 野球 > 卓球 > 相撲
サッカー,1,テニス,2,バスケ,3,バレー,4,野球,5,卓球,6,相撲,7
# 得意だ,苦手だ
# サッカー > 野球 > バスケ > テニス > 卓球 = バレー >> 相撲
サッカー,1,野球,2,バスケ,3,テニス,4,卓球,5,バレー,5,相撲,7
# 快適だ,不快だ
# 飛行機 > 新幹線 > バス > タクシー > 電車
飛行機,1,新幹線,2,バス,3,タクシー,4,電車,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 > 新幹線 > バス > 電車 > タクシー
飛行機,1,新幹線,2,バス,3,電車,4,タクシー,5
# 可愛い,可愛くない
# 吹石一恵 >> 釈由美子 > 優香 > 北乃きい > 南明奈 >> 友近 = 梨花
吹石一恵,1,釈由美子,2,優香,3,北乃きい,4,南明奈,5,友近,6,梨花,6
# 面白い,つまらない
# 友近 > 優香 > 釈由美子 > 南明奈 > 梨花 > 北乃きい > 吹石一恵
友近,1,優香,2,釈由美子,3,南明奈,4,梨花,5,北乃きい,6,吹石一恵,7
# 甘い,甘くない
# ショートケーキ > チョコレートケーキ > ロールケーキ > シフォンケーキ > チーズケーキ
ショートケーキ,1,チョコレートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > チョコレートケーキ > ショートケーキ > シフォンケーキ = ロールケーキ
チーズケーキ,1,チョコレートケーキ,2,ショートケーキ,3,シフォンケーキ,4,ロールケーキ,4
# 美味しい,不味い
# カステラ > スコーン > マカロン > ベーグル > マフィン
カステラ,1,スコーン,2,マカロン,3,ベーグル,4,マフィン,5
# おしゃれだ,おしゃれでない
# スコーン > マカロン > ベーグル > マフィン > カステラ
スコーン,1,マカロン,2,ベーグル,3,マフィン,4,カステラ,5
# 美味しい,不味い
# 抹茶 >> 緑茶 > ココア > 紅茶 > オレンジジュース
抹茶,1,緑茶,2,ココア,3,紅茶,4,オレンジジュース,5
# 好きだ,嫌いだ
# カツカレー > お好み焼き > 串かつ > 牛タン > 讃岐うどん
カツカレー,1,お好み焼き,2,串かつ,3,牛タン,4,讃岐うどん,5
# 高価だ,安価だ
# カツカレー > 串かつ > 牛タン > 讃岐うどん > お好み焼き
カツカレー,1,串かつ,2,牛タン,3,讃岐うどん,4,お好み焼き,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 > 大阪 > 東京 > 名古屋 >> 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,東京,5,名古屋,6,札幌,7
# 遠い,近い
# 沖縄 = 札幌 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,札幌,1,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# インド料理 > スペイン料理 > タイ料理 > 韓国料理 > 中華料理
インド料理,1,スペイン料理,2,タイ料理,3,韓国料理,4,中華料理,5
# 辛い,辛くない
# 中華料理 > 韓国料理 > インド料理 > タイ料理 > スペイン料理
中華料理,1,韓国料理,2,インド料理,3,タイ料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 = 宇宙飛行士 > 医師 > 警察官 > 作曲者
科学者,1,宇宙飛行士,1,医師,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 医師 = 宇宙飛行士 > 警察官 > 作曲者 > 科学者
医師,1,宇宙飛行士,1,警察官,3,作曲者,4,科学者,5
# 面白い,つまらない
# 風の谷のナウシカ > となりのトトロ > スター・ウォーズ > 美女と野獣 > 不思議の国のアリス
風の谷のナウシカ,1,となりのトトロ,2,スター・ウォーズ,3,美女と野獣,4,不思議の国のアリス,5
# 新しい,古い
# 美女と野獣 > となりのトトロ > 不思議の国のアリス > 風の谷のナウシカ > スター・ウォーズ
美女と野獣,1,となりのトトロ,2,不思議の国のアリス,3,風の谷のナウシカ,4,スター・ウォーズ,5
# 必須だ,無駄だ
# 英語 > 世界史 > 数学 > 国語 > 体育
英語,1,世界史,2,数学,3,国語,4,体育,5
# 簡単だ,難しい
# 体育 > 国語 > 世界史 > 英語 > 数学
体育,1,国語,2,世界史,3,英語,4,数学,5
# 楽しい,楽しくない
# 読書 > ジョギング > ドライブ = ＢＢＱ > 釣り >> サーフィン
読書,1,ジョギング,2,ドライブ,3,ＢＢＱ,3,釣り,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 > ジョギング > ＢＢＱ > ドライブ > 釣り > サーフィン
読書,1,ジョギング,2,ＢＢＱ,3,ドライブ,4,釣り,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 = ジョギング > 釣り > サーフィン >> ドライブ > ＢＢＱ
読書,1,ジョギング,1,釣り,3,サーフィン,4,ドライブ,5,ＢＢＱ,6
# 面白い,つまらない
# Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > Ｙｏｕｔｕｂｅ > ニコ動 > インスタグラム
Ｔｗｉｔｔｅｒ,1,Ｆａｃｅｂｏｏｋ,2,Ｙｏｕｔｕｂｅ,3,ニコ動,4,インスタグラム,5
# 便利だ,便利でない
# Ｔｗｉｔｔｅｒ > Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > ニコ動 > インスタグラム
Ｔｗｉｔｔｅｒ,1,Ｙｏｕｔｕｂｅ,2,Ｆａｃｅｂｏｏｋ,3,ニコ動,4,インスタグラム,5
# 面白い,つまらない
# ドラゴンボール > ジョジョ > エヴァ > プリキュア > セーラームーン > ＧＴＯ
ドラゴンボール,1,ジョジョ,2,エヴァ,3,プリキュア,4,セーラームーン,5,ＧＴＯ,6
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎 > 田中角栄
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 安倍晋三 > 小泉純一郎 > 麻生太郎 > 田中角栄 >> 鳩山由紀夫
安倍晋三,1,小泉純一郎,2,麻生太郎,3,田中角栄,4,鳩山由紀夫,5
# 好調だ,不調だ
# マイクロソフト > グーグル > サムスン > アップル > ヤフー
マイクロソフト,1,グーグル,2,サムスン,3,アップル,4,ヤフー,5
# 不可欠だ,不要だ
# マイクロソフト >> グーグル > サムスン > ヤフー > アップル
マイクロソフト,1,グーグル,2,サムスン,3,ヤフー,4,アップル,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 坂本龍馬 > 宮沢賢治 > 聖徳太子
エジソン,1,ニュートン,2,坂本龍馬,3,宮沢賢治,4,聖徳太子,5
# 好きだ,嫌いだ
# 坂本龍馬 >> エジソン > ニュートン > 宮沢賢治 > 聖徳太子
坂本龍馬,1,エジソン,2,ニュートン,3,宮沢賢治,4,聖徳太子,5
# 面白い,つまらない
# ビートたけし > 明石家さんま > タモリ > 所ジョージ > 島田紳助
ビートたけし,1,明石家さんま,2,タモリ,3,所ジョージ,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 明石家さんま > 島田紳助 > ビートたけし = タモリ
所ジョージ,1,明石家さんま,2,島田紳助,3,ビートたけし,4,タモリ,4
# 貴重だ,貴重でない
# 出雲大社 > 大阪城 > 通天閣 > 琵琶湖 > 皇居
出雲大社,1,大阪城,2,通天閣,3,琵琶湖,4,皇居,5
# 印象的だ,印象的でない
# 通天閣 > 大阪城 > 琵琶湖 > 出雲大社 > 皇居
通天閣,1,大阪城,2,琵琶湖,3,出雲大社,4,皇居,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 奈良時代 > 平安時代 > 弥生時代
江戸時代,1,鎌倉時代,2,奈良時代,3,平安時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 鎌倉時代 > 奈良時代 > 平安時代
江戸時代,1,弥生時代,2,鎌倉時代,3,奈良時代,4,平安時代,5
# 重要だ,重要でない
# ルックス > 優しさ > 髪型 > 服装 > 話し方
ルックス,1,優しさ,2,髪型,3,服装,4,話し方,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > ダルビッシュ > 内村航平 > イチロー
羽生結弦,1,錦織圭,2,ダルビッシュ,3,内村航平,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > ダルビッシュ > 内村航平 = 錦織圭 > 羽生結弦
イチロー,1,ダルビッシュ,2,内村航平,3,錦織圭,3,羽生結弦,5
