# 大きい,小さい
# ペンギン > 白鳥 > にわとり > ふくろう >> すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,4,すずめ,5
# 面白い,つまらない
# スター・ウォーズ > 不思議の国のアリス > となりのトトロ = 風の谷のナウシカ > 美女と野獣
スター・ウォーズ,1,不思議の国のアリス,2,となりのトトロ,3,風の谷のナウシカ,3,美女と野獣,5
# 新しい,古い
# となりのトトロ > スター・ウォーズ > 風の谷のナウシカ > 不思議の国のアリス = 美女と野獣
となりのトトロ,1,スター・ウォーズ,2,風の谷のナウシカ,3,不思議の国のアリス,4,美女と野獣,4
# 必須だ,無駄だ
# 国語 > 英語 > 数学 > 体育 > 世界史
国語,1,英語,2,数学,3,体育,4,世界史,5
# 簡単だ,難しい
# 体育 > 国語 > 英語 > 世界史 >> 数学
体育,1,国語,2,英語,3,世界史,4,数学,5
# 楽しい,楽しくない
# 読書 > ドライブ > ジョギング > ＢＢＱ > 釣り > サーフィン
読書,1,ドライブ,2,ジョギング,3,ＢＢＱ,4,釣り,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 > ジョギング > 釣り > ＢＢＱ > ドライブ > サーフィン
読書,1,ジョギング,2,釣り,3,ＢＢＱ,4,ドライブ,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 = ドライブ > ジョギング = ＢＢＱ > 釣り > サーフィン
読書,1,ドライブ,1,ジョギング,3,ＢＢＱ,3,釣り,5,サーフィン,6
# 面白い,つまらない
# Ｔｗｉｔｔｅｒ > Ｙｏｕｔｕｂｅ > ニコ動 > Ｆａｃｅｂｏｏｋ > インスタグラム
Ｔｗｉｔｔｅｒ,1,Ｙｏｕｔｕｂｅ,2,ニコ動,3,Ｆａｃｅｂｏｏｋ,4,インスタグラム,5
# 便利だ,便利でない
# Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > Ｙｏｕｔｕｂｅ > インスタグラム > ニコ動
Ｔｗｉｔｔｅｒ,1,Ｆａｃｅｂｏｏｋ,2,Ｙｏｕｔｕｂｅ,3,インスタグラム,4,ニコ動,5
# 面白い,つまらない
# エヴァ > ＧＴＯ > ドラゴンボール > ジョジョ >> プリキュア = セーラームーン
エヴァ,1,ＧＴＯ,2,ドラゴンボール,3,ジョジョ,4,プリキュア,5,セーラームーン,5
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 小泉純一郎 > 麻生太郎 >> 田中角栄
安倍晋三,1,鳩山由紀夫,2,小泉純一郎,3,麻生太郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 田中角栄 > 安倍晋三 > 麻生太郎 >> 鳩山由紀夫
小泉純一郎,1,田中角栄,2,安倍晋三,3,麻生太郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > マイクロソフト > ヤフー > アップル > サムスン
グーグル,1,マイクロソフト,2,ヤフー,3,アップル,4,サムスン,5
# 不可欠だ,不要だ
# グーグル > マイクロソフト > ヤフー > アップル > サムスン
グーグル,1,マイクロソフト,2,ヤフー,3,アップル,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 宮沢賢治 > 聖徳太子 > 坂本龍馬
エジソン,1,ニュートン,2,宮沢賢治,3,聖徳太子,4,坂本龍馬,5
# 好きだ,嫌いだ
# 宮沢賢治 >> エジソン > ニュートン > 坂本龍馬 > 聖徳太子
宮沢賢治,1,エジソン,2,ニュートン,3,坂本龍馬,4,聖徳太子,5
# 面白い,つまらない
# 明石家さんま > ビートたけし > タモリ > 島田紳助 > 所ジョージ
明石家さんま,1,ビートたけし,2,タモリ,3,島田紳助,4,所ジョージ,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > ビートたけし > タモリ
所ジョージ,1,島田紳助,2,明石家さんま,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 皇居 > 出雲大社 > 琵琶湖 > 大阪城 > 通天閣
皇居,1,出雲大社,2,琵琶湖,3,大阪城,4,通天閣,5
# 印象的だ,印象的でない
# 皇居 > 琵琶湖 > 出雲大社 > 大阪城 > 通天閣
皇居,1,琵琶湖,2,出雲大社,3,大阪城,4,通天閣,5
# 新しい,古い
# 弥生時代 > 平安時代 > 奈良時代 > 鎌倉時代 > 江戸時代
弥生時代,1,平安時代,2,奈良時代,3,鎌倉時代,4,江戸時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 平安時代 > 鎌倉時代 > 奈良時代
江戸時代,1,弥生時代,2,平安時代,3,鎌倉時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ > 話し方 > ルックス > 髪型 = 服装
優しさ,1,話し方,2,ルックス,3,髪型,4,服装,4
# 若い,若くない
# 羽生結弦 > ダルビッシュ > 錦織圭 > 内村航平 >> イチロー
羽生結弦,1,ダルビッシュ,2,錦織圭,3,内村航平,4,イチロー,5
# 素晴らしい,素晴らしくない
# 錦織圭 > イチロー > ダルビッシュ > 羽生結弦 = 内村航平
錦織圭,1,イチロー,2,ダルビッシュ,3,羽生結弦,4,内村航平,4
