# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
北乃きい,1,優香,1,釈由美子,3,吹石一恵,3,南明奈,3,友近,3,梨花,3
# 面白い,つまらない
# 友近 > 釈由美子 > 吹石一恵 > 北乃きい > 南明奈 > 梨花 > 優香
友近,1,釈由美子,2,吹石一恵,3,北乃きい,4,南明奈,5,梨花,6,優香,7
# 甘い,甘くない
# チョコレートケーキ > シフォンケーキ > ショートケーキ > チーズケーキ > ロールケーキ
チョコレートケーキ,1,シフォンケーキ,2,ショートケーキ,3,チーズケーキ,4,ロールケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ = ショートケーキ = チーズケーキ > ロールケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,1,チーズケーキ,1,ロールケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# カステラ > スコーン > ベーグル > マフィン > マカロン
カステラ,1,スコーン,2,ベーグル,3,マフィン,4,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > マフィン > スコーン > カステラ
マカロン,1,ベーグル,2,マフィン,3,スコーン,4,カステラ,5
# 美味しい,不味い
# 緑茶 > ココア > オレンジジュース > 抹茶 > 紅茶
緑茶,1,ココア,2,オレンジジュース,3,抹茶,4,紅茶,5
# 好きだ,嫌いだ
# カツカレー > 牛タン > 串かつ > お好み焼き > 讃岐うどん
カツカレー,1,牛タン,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 高価だ,安価だ
# 牛タン > カツカレー > 串かつ > お好み焼き > 讃岐うどん
牛タン,1,カツカレー,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 > 神戸 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,大阪,3,神戸,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,札幌,2,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# インド料理 > スペイン料理 > タイ料理 > 中華料理 > 韓国料理
インド料理,1,スペイン料理,2,タイ料理,3,中華料理,4,韓国料理,5
# 辛い,辛くない
# 韓国料理 > インド料理 > 中華料理 > スペイン料理 > タイ料理
韓国料理,1,インド料理,2,中華料理,3,スペイン料理,4,タイ料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 > 医師 > 警察官 = 作曲者
宇宙飛行士,1,科学者,2,医師,3,警察官,4,作曲者,4
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 > 科学者 > 警察官 > 作曲者
宇宙飛行士,1,医師,2,科学者,3,警察官,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# スター・ウォーズ > となりのトトロ > 風の谷のナウシカ > 美女と野獣 > 不思議の国のアリス
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,美女と野獣,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 世界史 > 英語 > 数学 > 国語 > 体育
世界史,1,英語,2,数学,3,国語,4,体育,5
# 簡単だ,難しい
# 体育 > 世界史 > 国語 > 数学 > 英語
体育,1,世界史,2,国語,3,数学,4,英語,5
# 楽しい,楽しくない
# 釣り > 読書 > ＢＢＱ > ジョギング > ドライブ > サーフィン
釣り,1,読書,2,ＢＢＱ,3,ジョギング,4,ドライブ,5,サーフィン,6
# 有意義だ,有意義でない
# 釣り > ＢＢＱ > ジョギング > ドライブ > サーフィン > 読書
釣り,1,ＢＢＱ,2,ジョギング,3,ドライブ,4,サーフィン,5,読書,6
# 手軽だ,手軽でない
# 読書 = ジョギング >> ドライブ >> 釣り = サーフィン > ＢＢＱ
読書,1,ジョギング,1,ドライブ,3,釣り,4,サーフィン,4,ＢＢＱ,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ > インスタグラム > ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,3,インスタグラム,4,ニコ動,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > Ｆａｃｅｂｏｏｋ = インスタグラム = ニコ動
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,2,Ｆａｃｅｂｏｏｋ,3,インスタグラム,3,ニコ動,3
# 面白い,つまらない
# ジョジョ > エヴァ > ＧＴＯ > ドラゴンボール > セーラームーン > プリキュア
ジョジョ,1,エヴァ,2,ＧＴＯ,3,ドラゴンボール,4,セーラームーン,5,プリキュア,6
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 小泉純一郎 > 麻生太郎 > 田中角栄
鳩山由紀夫,1,安倍晋三,2,小泉純一郎,3,麻生太郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 安倍晋三 > 麻生太郎 > 小泉純一郎 > 鳩山由紀夫
田中角栄,1,安倍晋三,2,麻生太郎,3,小泉純一郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# マイクロソフト > グーグル > ヤフー > アップル > サムスン
マイクロソフト,1,グーグル,2,ヤフー,3,アップル,4,サムスン,5
# 不可欠だ,不要だ
# マイクロソフト > グーグル > アップル > ヤフー > サムスン
マイクロソフト,1,グーグル,2,アップル,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 宮沢賢治 = 聖徳太子 = 坂本龍馬
エジソン,1,ニュートン,2,宮沢賢治,3,聖徳太子,3,坂本龍馬,3
# 好きだ,嫌いだ
# 坂本龍馬 = 宮沢賢治 = エジソン = ニュートン = 聖徳太子
坂本龍馬,1,宮沢賢治,1,エジソン,1,ニュートン,1,聖徳太子,1
# 面白い,つまらない
# ビートたけし = タモリ = 明石家さんま > 所ジョージ >> 島田紳助
ビートたけし,1,タモリ,1,明石家さんま,1,所ジョージ,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > ビートたけし > タモリ
所ジョージ,1,島田紳助,2,明石家さんま,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 琵琶湖 > 皇居 > 大阪城 > 出雲大社 > 通天閣
琵琶湖,1,皇居,2,大阪城,3,出雲大社,4,通天閣,5
# 印象的だ,印象的でない
# 皇居 >> 大阪城 = 通天閣 = 琵琶湖 = 出雲大社
皇居,1,大阪城,2,通天閣,2,琵琶湖,2,出雲大社,2
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 奈良時代 > 平安時代 > 弥生時代
江戸時代,1,鎌倉時代,2,奈良時代,3,平安時代,4,弥生時代,5
# 長い,短い
# 平安時代 > 奈良時代 > 江戸時代 > 鎌倉時代 > 弥生時代
平安時代,1,奈良時代,2,江戸時代,3,鎌倉時代,4,弥生時代,5
# 重要だ,重要でない
# ルックス = 優しさ > 服装 = 髪型 = 話し方
ルックス,1,優しさ,1,服装,3,髪型,3,話し方,3
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 = 羽生結弦 = ダルビッシュ = 内村航平
イチロー,1,錦織圭,2,羽生結弦,2,ダルビッシュ,2,内村航平,2
