# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
野球,1,相撲,2,サッカー,3,バレー,4,卓球,5,テニス,5,バスケ,7
# 得意だ,苦手だ
# 卓球 > サッカー > バスケ = バレー > テニス > 野球 > 相撲
卓球,1,サッカー,2,バスケ,3,バレー,3,テニス,5,野球,6,相撲,7
# 快適だ,不快だ
# 新幹線 > 飛行機 > 電車 > バス > タクシー
新幹線,1,飛行機,2,電車,3,バス,4,タクシー,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > バス > タクシー
飛行機,1,新幹線,2,電車,3,バス,4,タクシー,5
# 安全だ,危険だ
# 新幹線 > 飛行機 > 電車 > バス > タクシー
新幹線,1,飛行機,2,電車,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 吹石一恵 = 北乃きい > 釈由美子 = 優香 > 南明奈 = 梨花 > 友近
吹石一恵,1,北乃きい,1,釈由美子,3,優香,3,南明奈,5,梨花,5,友近,7
# 面白い,つまらない
# 友近 > 梨花 = 優香 > 南明奈 > 釈由美子 = 吹石一恵 > 北乃きい
友近,1,梨花,2,優香,2,南明奈,4,釈由美子,5,吹石一恵,5,北乃きい,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ = シフォンケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,3,チーズケーキ,5
# 好きだ,嫌いだ
# ショートケーキ > チョコレートケーキ = ロールケーキ > シフォンケーキ > チーズケーキ
ショートケーキ,1,チョコレートケーキ,2,ロールケーキ,2,シフォンケーキ,4,チーズケーキ,5
# 美味しい,不味い
# カステラ > スコーン = ベーグル = マフィン > マカロン
カステラ,1,スコーン,2,ベーグル,2,マフィン,2,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル = マフィン > スコーン > カステラ
マカロン,1,ベーグル,2,マフィン,2,スコーン,4,カステラ,5
# 美味しい,不味い
# ココア > 紅茶 > オレンジジュース > 抹茶 = 緑茶
ココア,1,紅茶,2,オレンジジュース,3,抹茶,4,緑茶,4
# 好きだ,嫌いだ
# カツカレー > お好み焼き > 串かつ > 牛タン > 讃岐うどん
カツカレー,1,お好み焼き,2,串かつ,3,牛タン,4,讃岐うどん,5
# 高価だ,安価だ
# 牛タン > カツカレー > お好み焼き > 串かつ > 讃岐うどん
牛タン,1,カツカレー,2,お好み焼き,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 = 神戸 > 名古屋 = 東京 > 札幌
沖縄,1,福岡,2,大阪,3,神戸,3,名古屋,5,東京,5,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 東京 > 名古屋 > 神戸 > 大阪
沖縄,1,札幌,2,福岡,3,東京,4,名古屋,5,神戸,6,大阪,7
# ヘルシーだ,ヘルシーでない
# スペイン料理 > タイ料理 = インド料理 > 中華料理 = 韓国料理
スペイン料理,1,タイ料理,2,インド料理,2,中華料理,4,韓国料理,4
# 辛い,辛くない
# タイ料理 > インド料理 > スペイン料理 > 中華料理 = 韓国料理
タイ料理,1,インド料理,2,スペイン料理,3,中華料理,4,韓国料理,4
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 > 医師 > 警察官 > 作曲者
宇宙飛行士,1,科学者,2,医師,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 警察官 > 医師 > 科学者 > 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# 風の谷のナウシカ > となりのトトロ > 美女と野獣 > 不思議の国のアリス > スター・ウォーズ
風の谷のナウシカ,1,となりのトトロ,2,美女と野獣,3,不思議の国のアリス,4,スター・ウォーズ,5
# 新しい,古い
# 不思議の国のアリス > 美女と野獣 > となりのトトロ > 風の谷のナウシカ > スター・ウォーズ
不思議の国のアリス,1,美女と野獣,2,となりのトトロ,3,風の谷のナウシカ,4,スター・ウォーズ,5
# 必須だ,無駄だ
# 数学 > 国語 > 体育 > 世界史 > 英語
数学,1,国語,2,体育,3,世界史,4,英語,5
# 簡単だ,難しい
# 国語 > 世界史 > 英語 > 体育 > 数学
国語,1,世界史,2,英語,3,体育,4,数学,5
# 楽しい,楽しくない
# 読書 >> ジョギング = ドライブ > 釣り = BBQ > サーフィン
読書,1,ジョギング,2,ドライブ,2,釣り,4,BBQ,4,サーフィン,6
# 有意義だ,有意義でない
# 読書 > ジョギング > 釣り > サーフィン = BBQ > ドライブ
読書,1,ジョギング,2,釣り,3,サーフィン,4,BBQ,4,ドライブ,6
# 手軽だ,手軽でない
# 読書 >> ドライブ > ジョギング = BBQ > 釣り > サーフィン
読書,1,ドライブ,2,ジョギング,3,BBQ,3,釣り,5,サーフィン,6
# 面白い,つまらない
# Youtube > ニコ動 > インスタグラム > Facebook > Twitter
Youtube,1,ニコ動,2,インスタグラム,3,Facebook,4,Twitter,5
# 便利だ,便利でない
# Youtube > ニコ動 > インスタグラム > Facebook > Twitter
Youtube,1,ニコ動,2,インスタグラム,3,Facebook,4,Twitter,5
# 面白い,つまらない
# ドラゴンボール > エヴァ > プリキュア = セーラームーン > ジョジョ > GTO
ドラゴンボール,1,エヴァ,2,プリキュア,3,セーラームーン,3,ジョジョ,5,GTO,6
# 若い,若くない
# 鳩山由紀夫 > 麻生太郎 > 安倍晋三 > 小泉純一郎 > 田中角栄
鳩山由紀夫,1,麻生太郎,2,安倍晋三,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 安倍晋三 > 麻生太郎 > 田中角栄 > 鳩山由紀夫
小泉純一郎,1,安倍晋三,2,麻生太郎,3,田中角栄,4,鳩山由紀夫,5
# 好調だ,不調だ
# アップル > グーグル > ヤフー > マイクロソフト > サムスン
アップル,1,グーグル,2,ヤフー,3,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# グーグル > アップル > ヤフー > サムスン = マイクロソフト
グーグル,1,アップル,2,ヤフー,3,サムスン,4,マイクロソフト,4
# 偉大だ,偉大でない
# エジソン = ニュートン > 聖徳太子 = 坂本龍馬 > 宮沢賢治
エジソン,1,ニュートン,1,聖徳太子,3,坂本龍馬,3,宮沢賢治,5
# 好きだ,嫌いだ
# 宮沢賢治 > エジソン = ニュートン > 聖徳太子 = 坂本龍馬
宮沢賢治,1,エジソン,2,ニュートン,2,聖徳太子,4,坂本龍馬,4
# 面白い,つまらない
# タモリ > 明石家さんま > 所ジョージ > ビートたけし > 島田紳助
タモリ,1,明石家さんま,2,所ジョージ,3,ビートたけし,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > タモリ > ビートたけし
所ジョージ,1,島田紳助,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 琵琶湖 > 皇居 > 出雲大社 > 大阪城 > 通天閣
琵琶湖,1,皇居,2,出雲大社,3,大阪城,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 江戸時代 > 奈良時代 > 平安時代 > 鎌倉時代
弥生時代,1,江戸時代,2,奈良時代,3,平安時代,4,鎌倉時代,5
# 重要だ,重要でない
# 優しさ > ルックス > 話し方 > 髪型 = 服装
優しさ,1,ルックス,2,話し方,3,髪型,4,服装,4
# 若い,若くない
# イチロー > ダルビッシュ > 内村航平 > 錦織圭 > 羽生結弦
イチロー,1,ダルビッシュ,2,内村航平,3,錦織圭,4,羽生結弦,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 > ダルビッシュ > 羽生結弦 > 内村航平
イチロー,1,錦織圭,2,ダルビッシュ,3,羽生結弦,4,内村航平,5
