# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
北乃きい,1,優香,2,南明奈,3,釈由美子,3,吹石一恵,5,友近,5,梨花,5
# 面白い,つまらない
# 友近 > 釈由美子 > 南明奈 > 梨花 > 吹石一恵 > 北乃きい > 優香
友近,1,釈由美子,2,南明奈,3,梨花,4,吹石一恵,5,北乃きい,6,優香,7
# 甘い,甘くない
# チョコレートケーキ = ショートケーキ > チーズケーキ > ロールケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,1,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ > ロールケーキ > ショートケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ロールケーキ,2,ショートケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# マフィン > マカロン > カステラ > スコーン > ベーグル
マフィン,1,マカロン,2,カステラ,3,スコーン,4,ベーグル,5
# おしゃれだ,おしゃれでない
# マカロン > マフィン > スコーン > ベーグル > カステラ
マカロン,1,マフィン,2,スコーン,3,ベーグル,4,カステラ,5
# 美味しい,不味い
# 緑茶 > ココア > オレンジジュース > 紅茶 > 抹茶
緑茶,1,ココア,2,オレンジジュース,3,紅茶,4,抹茶,5
# 好きだ,嫌いだ
# カツカレー > 牛タン > 讃岐うどん > 串かつ > お好み焼き
カツカレー,1,牛タン,2,讃岐うどん,3,串かつ,4,お好み焼き,5
# 高価だ,安価だ
# 牛タン > カツカレー > 串かつ > お好み焼き > 讃岐うどん
牛タン,1,カツカレー,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 > 神戸 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,大阪,3,神戸,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 福岡 > 札幌 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,福岡,2,札幌,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# インド料理 > スペイン料理 > 中華料理 > 韓国料理 > タイ料理
インド料理,1,スペイン料理,2,中華料理,3,韓国料理,4,タイ料理,5
# 辛い,辛くない
# 韓国料理 > インド料理 > 中華料理 > スペイン料理 > タイ料理
韓国料理,1,インド料理,2,中華料理,3,スペイン料理,4,タイ料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 科学者 > 医師 > 警察官 > 作曲者
宇宙飛行士,1,科学者,2,医師,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 > 科学者 > 警察官 > 作曲者
宇宙飛行士,1,医師,2,科学者,3,警察官,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > となりのトトロ > 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# スター・ウォーズ > となりのトトロ > 風の谷のナウシカ > 美女と野獣 > 不思議の国のアリス
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,3,美女と野獣,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 英語 > 数学 > 世界史 > 国語 > 体育
英語,1,数学,2,世界史,3,国語,4,体育,5
# 簡単だ,難しい
# 国語 > 体育 > 世界史 > 数学 > 英語
国語,1,体育,2,世界史,3,数学,4,英語,5
# 楽しい,楽しくない
# 読書 > BBQ > ジョギング > 釣り > ドライブ > サーフィン
読書,1,BBQ,2,ジョギング,3,釣り,4,ドライブ,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 > BBQ > ジョギング > 釣り > ドライブ > サーフィン
読書,1,BBQ,2,ジョギング,3,釣り,4,ドライブ,5,サーフィン,6
# 手軽だ,手軽でない
# 読書 = ジョギング >> ドライブ >> 釣り > サーフィン > BBQ
読書,1,ジョギング,1,ドライブ,3,釣り,4,サーフィン,5,BBQ,6
# 面白い,つまらない
# ニコ動 > Youtube > Twitter > Facebook > インスタグラム
ニコ動,1,Youtube,2,Twitter,3,Facebook,4,インスタグラム,5
# 便利だ,便利でない
# Youtube > Twitter > インスタグラム > ニコ動 > Facebook
Youtube,1,Twitter,2,インスタグラム,3,ニコ動,4,Facebook,5
# 面白い,つまらない
# ドラゴンボール > ジョジョ > エヴァ > GTO > セーラームーン > プリキュア
ドラゴンボール,1,ジョジョ,2,エヴァ,3,GTO,4,セーラームーン,5,プリキュア,6
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 小泉純一郎 > 麻生太郎 > 田中角栄
鳩山由紀夫,1,安倍晋三,2,小泉純一郎,3,麻生太郎,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 > 田中角栄 > 安倍晋三 > 小泉純一郎 > 鳩山由紀夫
麻生太郎,1,田中角栄,2,安倍晋三,3,小泉純一郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# アップル > マイクロソフト > グーグル > ヤフー > サムスン
アップル,1,マイクロソフト,2,グーグル,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# マイクロソフト > グーグル > アップル > ヤフー > サムスン
マイクロソフト,1,グーグル,2,アップル,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン = ニュートン > 宮沢賢治 = 聖徳太子 = 坂本龍馬
エジソン,1,ニュートン,1,宮沢賢治,3,聖徳太子,3,坂本龍馬,3
# 好きだ,嫌いだ
# 宮沢賢治 > エジソン = 坂本龍馬 > ニュートン > 聖徳太子
宮沢賢治,1,エジソン,2,坂本龍馬,2,ニュートン,4,聖徳太子,5
# 面白い,つまらない
# ビートたけし > タモリ > 明石家さんま > 所ジョージ > 島田紳助
ビートたけし,1,タモリ,2,明石家さんま,3,所ジョージ,4,島田紳助,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > ビートたけし > タモリ
所ジョージ,1,島田紳助,2,明石家さんま,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 皇居 > 琵琶湖 > 大阪城 > 出雲大社 > 通天閣
皇居,1,琵琶湖,2,大阪城,3,出雲大社,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 >> 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 平安時代 > 奈良時代 > 鎌倉時代 > 弥生時代 > 江戸時代
平安時代,1,奈良時代,2,鎌倉時代,3,弥生時代,4,江戸時代,5
# 重要だ,重要でない
# 優しさ > ルックス > 髪型 > 話し方 > 服装
優しさ,1,ルックス,2,髪型,3,話し方,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 > 羽生結弦 > 内村航平 > ダルビッシュ
イチロー,1,錦織圭,2,羽生結弦,3,内村航平,4,ダルビッシュ,5
