# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# 中華料理 > インド料理 > スペイン料理 > タイ料理 > 韓国料理
中華料理,1,インド料理,2,スペイン料理,3,タイ料理,4,韓国料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 > 作曲者 > 科学者 > 警察官
宇宙飛行士,1,医師,2,作曲者,3,科学者,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 > 警察官 > 科学者 > 作曲者
宇宙飛行士,1,医師,2,警察官,3,科学者,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > 風の谷のナウシカ > となりのトトロ > 不思議の国のアリス > 美女と野獣
スター・ウォーズ,1,風の谷のナウシカ,2,となりのトトロ,3,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣 > となりのトトロ > スター・ウォーズ
風の谷のナウシカ,1,不思議の国のアリス,2,美女と野獣,3,となりのトトロ,4,スター・ウォーズ,5
# 必須だ,無駄だ
# 体育 > 数学 > 国語 > 世界史 > 英語
体育,1,数学,2,国語,3,世界史,4,英語,5
# 簡単だ,難しい
# 体育 > 数学 > 世界史 > 英語 > 国語
体育,1,数学,2,世界史,3,英語,4,国語,5
# 楽しい,楽しくない
# 読書 > ジョギング > ドライブ > BBQ > サーフィン > 釣り
読書,1,ジョギング,2,ドライブ,3,BBQ,4,サーフィン,5,釣り,6
# 有意義だ,有意義でない
# 読書 > ドライブ > ジョギング > BBQ > サーフィン > 釣り
読書,1,ドライブ,2,ジョギング,3,BBQ,4,サーフィン,5,釣り,6
# 手軽だ,手軽でない
# 読書 > ジョギング > ドライブ > 釣り > BBQ > サーフィン
読書,1,ジョギング,2,ドライブ,3,釣り,4,BBQ,5,サーフィン,6
# 面白い,つまらない
# Youtube > ニコ動 > Facebook > Twitter > インスタグラム
Youtube,1,ニコ動,2,Facebook,3,Twitter,4,インスタグラム,5
# 便利だ,便利でない
# Facebook > Twitter > Youtube > ニコ動 > インスタグラム
Facebook,1,Twitter,2,Youtube,3,ニコ動,4,インスタグラム,5
# 面白い,つまらない
# エヴァ > ドラゴンボール > GTO > ジョジョ > セーラームーン > プリキュア
エヴァ,1,ドラゴンボール,2,GTO,3,ジョジョ,4,セーラームーン,5,プリキュア,6
# 若い,若くない
# 田中角栄 > 小泉純一郎 > 麻生太郎 > 鳩山由紀夫 > 安倍晋三
田中角栄,1,小泉純一郎,2,麻生太郎,3,鳩山由紀夫,4,安倍晋三,5
# 好きだ,嫌いだ
# 田中角栄 > 小泉純一郎 > 鳩山由紀夫 > 安倍晋三 > 麻生太郎
田中角栄,1,小泉純一郎,2,鳩山由紀夫,3,安倍晋三,4,麻生太郎,5
# 好調だ,不調だ
# アップル > グーグル > マイクロソフト > ヤフー > サムスン
アップル,1,グーグル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# アップル > グーグル > マイクロソフト > ヤフー >> サムスン
アップル,1,グーグル,2,マイクロソフト,3,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン > 坂本龍馬 > 聖徳太子 > 宮沢賢治
ニュートン,1,エジソン,2,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 好きだ,嫌いだ
# ニュートン > エジソン > 坂本龍馬 > 聖徳太子 > 宮沢賢治
ニュートン,1,エジソン,2,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 面白い,つまらない
# 明石家さんま > 島田紳助 > タモリ > ビートたけし > 所ジョージ
明石家さんま,1,島田紳助,2,タモリ,3,ビートたけし,4,所ジョージ,5
# 若い,若くない
# タモリ > ビートたけし > 明石家さんま > 所ジョージ > 島田紳助
タモリ,1,ビートたけし,2,明石家さんま,3,所ジョージ,4,島田紳助,5
# 貴重だ,貴重でない
# 皇居 >> 琵琶湖 > 出雲大社 > 通天閣 > 大阪城
皇居,1,琵琶湖,2,出雲大社,3,通天閣,4,大阪城,5
# 新しい,古い
# 弥生時代 > 奈良時代 > 平安時代 > 鎌倉時代 > 江戸時代
弥生時代,1,奈良時代,2,平安時代,3,鎌倉時代,4,江戸時代,5
# 長い,短い
# 江戸時代 > 平安時代 > 弥生時代 > 奈良時代 > 鎌倉時代
江戸時代,1,平安時代,2,弥生時代,3,奈良時代,4,鎌倉時代,5
# 重要だ,重要でない
# ルックス > 優しさ > 話し方 > 服装 > 髪型
ルックス,1,優しさ,2,話し方,3,服装,4,髪型,5
# 若い,若くない
# イチロー > ダルビッシュ > 内村航平 > 錦織圭 > 羽生結弦
イチロー,1,ダルビッシュ,2,内村航平,3,錦織圭,4,羽生結弦,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 > 羽生結弦 > 内村航平 > ダルビッシュ
イチロー,1,錦織圭,2,羽生結弦,3,内村航平,4,ダルビッシュ,5
