# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
野球,1,サッカー,1,バレー,3,バスケ,3,卓球,5,テニス,5,相撲,7
# 得意だ,苦手だ
# バレー > バスケ >> テニス > 卓球 > サッカー >> 野球 > 相撲
バレー,1,バスケ,2,テニス,3,卓球,4,サッカー,5,野球,6,相撲,7
# 快適だ,不快だ
# タクシー > バス > 飛行機 > 新幹線 > 電車
タクシー,1,バス,2,飛行機,3,新幹線,4,電車,5
# 速い,遅い
# 飛行機 >> 新幹線 >> 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 可愛い,可愛くない
# 釈由美子 > 南明奈 > 北乃きい > 優香 > 吹石一恵 > 友近 = 梨花
釈由美子,1,南明奈,2,北乃きい,3,優香,4,吹石一恵,5,友近,6,梨花,6
# 面白い,つまらない
# 北乃きい > 友近 > 南明奈 > 梨花 = 釈由美子 = 優香 = 吹石一恵
北乃きい,1,友近,2,南明奈,3,梨花,4,釈由美子,4,優香,4,吹石一恵,4
# 甘い,甘くない
# チョコレートケーキ > ロールケーキ > ショートケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ロールケーキ,2,ショートケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チーズケーキ = ショートケーキ > ロールケーキ > シフォンケーキ > チョコレートケーキ
チーズケーキ,1,ショートケーキ,1,ロールケーキ,3,シフォンケーキ,4,チョコレートケーキ,5
# 美味しい,不味い
# ベーグル > マフィン > スコーン > カステラ > マカロン
ベーグル,1,マフィン,2,スコーン,3,カステラ,4,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > カステラ > マフィン > スコーン > ベーグル
マカロン,1,カステラ,2,マフィン,3,スコーン,4,ベーグル,5
# 美味しい,不味い
# オレンジジュース > 抹茶 = 緑茶 > 紅茶 > ココア
オレンジジュース,1,抹茶,2,緑茶,2,紅茶,4,ココア,5
# 好きだ,嫌いだ
# 牛タン > お好み焼き > 讃岐うどん > カツカレー > 串かつ
牛タン,1,お好み焼き,2,讃岐うどん,3,カツカレー,4,串かつ,5
# 高価だ,安価だ
# 牛タン > お好み焼き > カツカレー > 串かつ > 讃岐うどん
牛タン,1,お好み焼き,2,カツカレー,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 > 神戸 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,大阪,3,神戸,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 福岡 > 札幌 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,福岡,2,札幌,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > 韓国料理 > 中華料理 > スペイン料理 > インド料理
タイ料理,1,韓国料理,2,中華料理,3,スペイン料理,4,インド料理,5
# 辛い,辛くない
# 韓国料理 = 中華料理 > インド料理 > タイ料理 > スペイン料理
韓国料理,1,中華料理,1,インド料理,3,タイ料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 = 宇宙飛行士 > 作曲者 > 医師 >> 警察官
科学者,1,宇宙飛行士,1,作曲者,3,医師,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 >> 警察官 > 医師 > 科学者 >> 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# 風の谷のナウシカ > となりのトトロ > スター・ウォーズ > 不思議の国のアリス > 美女と野獣
風の谷のナウシカ,1,となりのトトロ,2,スター・ウォーズ,3,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# となりのトトロ > スター・ウォーズ > 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣
となりのトトロ,1,スター・ウォーズ,2,風の谷のナウシカ,3,不思議の国のアリス,4,美女と野獣,5
# 必須だ,無駄だ
# 数学 > 国語 >> 英語 > 世界史 >> 体育
数学,1,国語,2,英語,3,世界史,4,体育,5
# 簡単だ,難しい
# 数学 > 国語 > 英語 >> 世界史 >> 体育
数学,1,国語,2,英語,3,世界史,4,体育,5
# 楽しい,楽しくない
# 読書 > BBQ > ドライブ > サーフィン > 釣り > ジョギング
読書,1,BBQ,2,ドライブ,3,サーフィン,4,釣り,5,ジョギング,6
# 有意義だ,有意義でない
# 読書 > BBQ > 釣り > ドライブ > サーフィン > ジョギング
読書,1,BBQ,2,釣り,3,ドライブ,4,サーフィン,5,ジョギング,6
# 手軽だ,手軽でない
# 読書 > BBQ > ジョギング > ドライブ > 釣り > サーフィン
読書,1,BBQ,2,ジョギング,3,ドライブ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Twitter >> ニコ動 > Youtube >> インスタグラム > Facebook
Twitter,1,ニコ動,2,Youtube,3,インスタグラム,4,Facebook,5
# 便利だ,便利でない
# Twitter = Youtube = ニコ動 >> Facebook > インスタグラム
Twitter,1,Youtube,1,ニコ動,1,Facebook,4,インスタグラム,5
# 面白い,つまらない
# プリキュア > エヴァ > ドラゴンボール > セーラームーン > ジョジョ > GTO
プリキュア,1,エヴァ,2,ドラゴンボール,3,セーラームーン,4,ジョジョ,5,GTO,6
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 麻生太郎 > 小泉純一郎 > 田中角栄
鳩山由紀夫,1,安倍晋三,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 > 小泉純一郎 > 安倍晋三 > 田中角栄 > 鳩山由紀夫
麻生太郎,1,小泉純一郎,2,安倍晋三,3,田中角栄,4,鳩山由紀夫,5
# 好調だ,不調だ
# アップル = グーグル > マイクロソフト > サムスン > ヤフー
アップル,1,グーグル,1,マイクロソフト,3,サムスン,4,ヤフー,5
# 不可欠だ,不要だ
# グーグル = アップル = マイクロソフト >> ヤフー > サムスン
グーグル,1,アップル,1,マイクロソフト,1,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン > 坂本龍馬 >> 聖徳太子 > 宮沢賢治
ニュートン,1,エジソン,2,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 好きだ,嫌いだ
# 坂本龍馬 > ニュートン > エジソン > 聖徳太子 > 宮沢賢治
坂本龍馬,1,ニュートン,2,エジソン,3,聖徳太子,4,宮沢賢治,5
# 面白い,つまらない
# 明石家さんま >> 所ジョージ > タモリ > ビートたけし >> 島田紳助
明石家さんま,1,所ジョージ,2,タモリ,3,ビートたけし,4,島田紳助,5
# 若い,若くない
# 島田紳助 > 所ジョージ > 明石家さんま > タモリ > ビートたけし
島田紳助,1,所ジョージ,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 琵琶湖 >> 大阪城 > 出雲大社 > 皇居 > 通天閣
琵琶湖,1,大阪城,2,出雲大社,3,皇居,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 >> 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代
弥生時代,1,江戸時代,2,鎌倉時代,3,平安時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ > ルックス >> 話し方 > 髪型 > 服装
優しさ,1,ルックス,2,話し方,3,髪型,4,服装,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,4,イチロー,5
# 素晴らしい,素晴らしくない
# 錦織圭 > イチロー > 羽生結弦 > 内村航平 > ダルビッシュ
錦織圭,1,イチロー,2,羽生結弦,3,内村航平,4,ダルビッシュ,5
