# 大きい,小さい
# ペンギン > 白鳥 > ふくろう > にわとり >> すずめ
ペンギン,1,白鳥,2,ふくろう,3,にわとり,4,すずめ,5
ハープ,1,チェロ,2,クラリネット,3,ヴァイオリン,4,フルート,5
# 綺麗だ,醜い
# すずらん > サクラ > 桔梗 > たんぽぽ > ひまわり
すずらん,1,サクラ,2,桔梗,3,たんぽぽ,4,ひまわり,5
# 好きだ,嫌いだ
# サクラ > すずらん > 桔梗 > ひまわり > たんぽぽ
サクラ,1,すずらん,2,桔梗,3,ひまわり,4,たんぽぽ,5
# 美味しい,不味い
# コメダ >> ドトール > タリーズ > サンマルク > ルノアール
コメダ,1,ドトール,2,タリーズ,3,サンマルク,4,ルノアール,5
# 高い,安い
# コメダ > ルノアール > ドトール = サンマルク = タリーズ
コメダ,1,ルノアール,2,ドトール,3,サンマルク,3,タリーズ,3
# 好調だ,不調だ
# ソニー = パナソニック > 東芝 = 富士通 > キャノン > エプソン > 日立製作所
ソニー,1,パナソニック,1,東芝,3,富士通,3,キャノン,5,エプソン,6,日立製作所,7
# 新しい,古い
# パナソニック > ソニー > 富士通 > 東芝 > エプソン > キャノン > 日立製作所
パナソニック,1,ソニー,2,富士通,3,東芝,4,エプソン,5,キャノン,6,日立製作所,7
# 裕福だ,貧乏だ
# アメリカ > イギリス > スペイン > ロシア > 中国 > インド > タイ
アメリカ,1,イギリス,2,スペイン,3,ロシア,4,中国,5,インド,6,タイ,7
# 広大だ,せまい
# ロシア > 中国 > アメリカ > インド > スペイン > イギリス > タイ
ロシア,1,中国,2,アメリカ,3,インド,4,スペイン,5,イギリス,6,タイ,7
# 暖かい,寒い
# タイ = インド > スペイン > イギリス > 中国 > アメリカ > ロシア
タイ,1,インド,1,スペイン,3,イギリス,4,中国,5,アメリカ,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ > マツダ > ダイハツ > ヤマハ
トヨタ,1,ホンダ,2,マツダ,3,ダイハツ,4,ヤマハ,5
# 有名だ,無名だ
# トヨタ > ホンダ = マツダ > ダイハツ > ヤマハ
トヨタ,1,ホンダ,2,マツダ,2,ダイハツ,4,ヤマハ,5
# 美味しい,不味い
# チューハイ > ハイボール >> ビール > ウイスキー = 日本酒
チューハイ,1,ハイボール,2,ビール,3,ウイスキー,4,日本酒,4
# 高価だ,安価だ
# 日本酒 > ウイスキー > ハイボール > ビール > チューハイ
日本酒,1,ウイスキー,2,ハイボール,3,ビール,4,チューハイ,5
# 好きだ,嫌いだ
# ハンバーガー > カレー > ピザ > ラーメン > チャーハン
ハンバーガー,1,カレー,2,ピザ,3,ラーメン,4,チャーハン,5
# 脂っこい,脂っこくない
# ラーメン > ピザ > チャーハン > ハンバーガー > カレー
ラーメン,1,ピザ,2,チャーハン,3,ハンバーガー,4,カレー,5
# 高価だ,安価だ
# エアコン > 洗濯機 > カーナビ > プリンタ > カメラ
エアコン,1,洗濯機,2,カーナビ,3,プリンタ,4,カメラ,5
# うるさい,静かだ
# 洗濯機 > カーナビ > プリンタ > エアコン > カメラ
洗濯機,1,カーナビ,2,プリンタ,3,エアコン,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 >> 霧 = 霜 > 強風 > 雷 >> 雪 > 雨
晴天,1,霧,2,霜,2,強風,4,雷,5,雪,6,雨,7
# 珍しい,珍しくない
# 霧 > 雪 > 霜 > 雷 > 強風 > 雨 = 晴天
霧,1,雪,2,霜,3,雷,4,強風,5,雨,6,晴天,6
# 好きだ,嫌いだ
# 豚肉 >> 鶏肉 = 牛肉 = 馬肉 > ラム肉
豚肉,1,鶏肉,2,牛肉,2,馬肉,2,ラム肉,5
# 高価だ,安価だ
# 牛肉 > ラム肉 > 馬肉 > 豚肉 >> 鶏肉
牛肉,1,ラム肉,2,馬肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 中尊寺 = 東寺 > 善光寺 = 増上寺
銀閣寺,1,薬師寺,2,中尊寺,3,東寺,3,善光寺,5,増上寺,5
# 立派だ,立派でない
# 銀閣寺 > 中尊寺 > 薬師寺 > 東寺 > 善光寺 > 増上寺
銀閣寺,1,中尊寺,2,薬師寺,3,東寺,4,善光寺,5,増上寺,6
# メジャーだ,マイナーだ
# 野球 > サッカー > テニス > 卓球 > バレー > バスケ > 相撲
野球,1,サッカー,2,テニス,3,卓球,4,バレー,5,バスケ,6,相撲,7
# 得意だ,苦手だ
# サッカー > 野球 > テニス > 卓球 > バレー > バスケ > 相撲
サッカー,1,野球,2,テニス,3,卓球,4,バレー,5,バスケ,6,相撲,7
# 快適だ,不快だ
# タクシー > 新幹線 > 飛行機 > 電車 > バス
タクシー,1,新幹線,2,飛行機,3,電車,4,バス,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 > 電車 > 飛行機 > バス > タクシー
新幹線,1,電車,2,飛行機,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 釈由美子 > 優香 > 北乃きい > 南明奈 > 吹石一恵 >> 梨花 > 友近
釈由美子,1,優香,2,北乃きい,3,南明奈,4,吹石一恵,5,梨花,6,友近,7
# 面白い,つまらない
# 友近 >> 優香 >> 吹石一恵 = 南明奈 = 梨花 = 北乃きい = 釈由美子
友近,1,優香,2,吹石一恵,3,南明奈,3,梨花,3,北乃きい,3,釈由美子,3
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ = シフォンケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,3,チーズケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > ショートケーキ >> チョコレートケーキ > ロールケーキ = シフォンケーキ
チーズケーキ,1,ショートケーキ,2,チョコレートケーキ,3,ロールケーキ,4,シフォンケーキ,4
# 美味しい,不味い
# カステラ > マフィン > ベーグル > スコーン > マカロン
カステラ,1,マフィン,2,ベーグル,3,スコーン,4,マカロン,5
# おしゃれだ,おしゃれでない
# ベーグル > マカロン > スコーン > マフィン > カステラ
ベーグル,1,マカロン,2,スコーン,3,マフィン,4,カステラ,5
# 美味しい,不味い
# 緑茶 > 紅茶 > オレンジジュース > ココア >> 抹茶
緑茶,1,紅茶,2,オレンジジュース,3,ココア,4,抹茶,5
# 好きだ,嫌いだ
# 讃岐うどん > カツカレー > お好み焼き > 串かつ > 牛タン
讃岐うどん,1,カツカレー,2,お好み焼き,3,串かつ,4,牛タン,5
# 高価だ,安価だ
# 牛タン > カツカレー > お好み焼き > 讃岐うどん > 串かつ
牛タン,1,カツカレー,2,お好み焼き,3,讃岐うどん,4,串かつ,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 大阪 > 神戸 > 名古屋 > 東京
沖縄,1,札幌,2,福岡,3,大阪,4,神戸,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# 韓国料理 > タイ料理 > インド料理 > 中華料理 > スペイン料理
韓国料理,1,タイ料理,2,インド料理,3,中華料理,4,スペイン料理,5
# 辛い,辛くない
# タイ料理 > 韓国料理 > 中華料理 > インド料理 > スペイン料理
タイ料理,1,韓国料理,2,中華料理,3,インド料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 医師 > 科学者 > 宇宙飛行士 > 作曲者 > 警察官
医師,1,科学者,2,宇宙飛行士,3,作曲者,4,警察官,5
# 過酷だ,過酷でない
# 警察官 > 宇宙飛行士 > 作曲者 > 医師 > 科学者
警察官,1,宇宙飛行士,2,作曲者,3,医師,4,科学者,5
# 面白い,つまらない
# 風の谷のナウシカ > 不思議の国のアリス > となりのトトロ > 美女と野獣 > スター・ウォーズ
風の谷のナウシカ,1,不思議の国のアリス,2,となりのトトロ,3,美女と野獣,4,スター・ウォーズ,5
# 新しい,古い
# スター・ウォーズ > 美女と野獣 > 風の谷のナウシカ > となりのトトロ > 不思議の国のアリス
スター・ウォーズ,1,美女と野獣,2,風の谷のナウシカ,3,となりのトトロ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 国語 > 数学 > 体育 > 英語 > 世界史
国語,1,数学,2,体育,3,英語,4,世界史,5
# 簡単だ,難しい
# 国語 > 体育 > 数学 > 世界史 > 英語
国語,1,体育,2,数学,3,世界史,4,英語,5
# 楽しい,楽しくない
# 読書 > ドライブ > BBQ >> ジョギング > 釣り > サーフィン
読書,1,ドライブ,2,BBQ,3,ジョギング,4,釣り,5,サーフィン,6
# 有意義だ,有意義でない
# 読書 >> ドライブ > BBQ > ジョギング >> 釣り = サーフィン
読書,1,ドライブ,2,BBQ,3,ジョギング,4,釣り,5,サーフィン,5
# 手軽だ,手軽でない
# 読書 > ドライブ > ジョギング >> BBQ >> サーフィン = 釣り
読書,1,ドライブ,2,ジョギング,3,BBQ,4,サーフィン,5,釣り,5
# 面白い,つまらない
# Youtube > ニコ動 > Facebook > Twitter > インスタグラム
Youtube,1,ニコ動,2,Facebook,3,Twitter,4,インスタグラム,5
# 便利だ,便利でない
# Youtube > Facebook > Twitter > インスタグラム > ニコ動
Youtube,1,Facebook,2,Twitter,3,インスタグラム,4,ニコ動,5
# 面白い,つまらない
# ドラゴンボール > エヴァ > セーラームーン > GTO >> プリキュア > ジョジョ
ドラゴンボール,1,エヴァ,2,セーラームーン,3,GTO,4,プリキュア,5,ジョジョ,6
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 麻生太郎 > 小泉純一郎 > 田中角栄
安倍晋三,1,鳩山由紀夫,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 麻生太郎 > 安倍晋三 > 小泉純一郎 > 鳩山由紀夫
田中角栄,1,麻生太郎,2,安倍晋三,3,小泉純一郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# アップル = グーグル > ヤフー > マイクロソフト > サムスン
アップル,1,グーグル,1,ヤフー,3,マイクロソフト,4,サムスン,5
# 不可欠だ,不要だ
# グーグル > アップル > ヤフー > マイクロソフト > サムスン
グーグル,1,アップル,2,ヤフー,3,マイクロソフト,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 坂本龍馬 = 宮沢賢治 > 聖徳太子
エジソン,1,ニュートン,2,坂本龍馬,3,宮沢賢治,3,聖徳太子,5
# 好きだ,嫌いだ
# 宮沢賢治 > エジソン = ニュートン > 坂本龍馬 > 聖徳太子
宮沢賢治,1,エジソン,2,ニュートン,2,坂本龍馬,4,聖徳太子,5
# 面白い,つまらない
# 明石家さんま >> ビートたけし = 所ジョージ >> タモリ >> 島田紳助
明石家さんま,1,ビートたけし,2,所ジョージ,2,タモリ,4,島田紳助,5
# 若い,若くない
# 島田紳助 > 所ジョージ > タモリ > 明石家さんま > ビートたけし
島田紳助,1,所ジョージ,2,タモリ,3,明石家さんま,4,ビートたけし,5
# 貴重だ,貴重でない
# 皇居 > 大阪城 > 通天閣 > 出雲大社 = 琵琶湖
皇居,1,大阪城,2,通天閣,3,出雲大社,4,琵琶湖,4
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 鎌倉時代 > 平安時代 > 弥生時代 > 奈良時代
江戸時代,1,鎌倉時代,2,平安時代,3,弥生時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ > ルックス > 話し方 >> 髪型 = 服装
優しさ,1,ルックス,2,話し方,3,髪型,4,服装,4
# 若い,若くない
# 羽生結弦 > 内村航平 > ダルビッシュ > 錦織圭 > イチロー
羽生結弦,1,内村航平,2,ダルビッシュ,3,錦織圭,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 内村航平 > 錦織圭 > ダルビッシュ > 羽生結弦
イチロー,1,内村航平,2,錦織圭,3,ダルビッシュ,4,羽生結弦,5
