# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
キャノン,1,エプソン,2,富士通,3,東芝,4,ソニー,5,パナソニック,6,日立製作所,7
# 裕福だ,貧乏だ
# アメリカ > イギリス > 中国 > ロシア > スペイン > タイ > インド
アメリカ,1,イギリス,2,中国,3,ロシア,4,スペイン,5,タイ,6,インド,7
# 広大だ,せまい
# ロシア > 中国 > アメリカ > インド > タイ > スペイン > イギリス
ロシア,1,中国,2,アメリカ,3,インド,4,タイ,5,スペイン,6,イギリス,7
# 暖かい,寒い
# インド > タイ > スペイン > 中国 > アメリカ > イギリス > ロシア
インド,1,タイ,2,スペイン,3,中国,4,アメリカ,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ > ヤマハ > ダイハツ > マツダ
トヨタ,1,ホンダ,2,ヤマハ,3,ダイハツ,4,マツダ,5
# 有名だ,無名だ
# トヨタ > ホンダ > ヤマハ > ダイハツ > マツダ
トヨタ,1,ホンダ,2,ヤマハ,3,ダイハツ,4,マツダ,5
# 美味しい,不味い
# ビール > チューハイ > ハイボール > ウイスキー > 日本酒
ビール,1,チューハイ,2,ハイボール,3,ウイスキー,4,日本酒,5
# 高価だ,安価だ
# ウイスキー > 日本酒 > ビール > ハイボール > チューハイ
ウイスキー,1,日本酒,2,ビール,3,ハイボール,4,チューハイ,5
# 好きだ,嫌いだ
# ピザ > カレー > ハンバーガー > チャーハン > ラーメン
ピザ,1,カレー,2,ハンバーガー,3,チャーハン,4,ラーメン,5
# 脂っこい,脂っこくない
# ラーメン > ハンバーガー > チャーハン > カレー > ピザ
ラーメン,1,ハンバーガー,2,チャーハン,3,カレー,4,ピザ,5
# 高価だ,安価だ
# エアコン > 洗濯機 > カーナビ > プリンタ > カメラ
エアコン,1,洗濯機,2,カーナビ,3,プリンタ,4,カメラ,5
# うるさい,静かだ
# エアコン > 洗濯機 > プリンタ > カーナビ > カメラ
エアコン,1,洗濯機,2,プリンタ,3,カーナビ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 > 雪 > 霧 > 霜 > 雷 > 強風 > 雨
晴天,1,雪,2,霧,3,霜,4,雷,5,強風,6,雨,7
# 珍しい,珍しくない
# 霜 > 霧 > 雷 > 雪 > 強風 > 晴天 > 雨
霜,1,霧,2,雷,3,雪,4,強風,5,晴天,6,雨,7
# 好きだ,嫌いだ
# ラム肉 > 鶏肉 > 豚肉 > 牛肉 > 馬肉
ラム肉,1,鶏肉,2,豚肉,3,牛肉,4,馬肉,5
# 高価だ,安価だ
# 馬肉 > ラム肉 > 牛肉 > 豚肉 > 鶏肉
馬肉,1,ラム肉,2,牛肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 中尊寺 > 善光寺 > 薬師寺 > 東寺 > 増上寺
銀閣寺,1,中尊寺,2,善光寺,3,薬師寺,4,東寺,5,増上寺,6
# 立派だ,立派でない
# 銀閣寺 > 善光寺 > 中尊寺 > 薬師寺 = 増上寺 = 東寺
銀閣寺,1,善光寺,2,中尊寺,3,薬師寺,4,増上寺,4,東寺,4
# メジャーだ,マイナーだ
# サッカー > 野球 > テニス > 相撲 > 卓球 > バレー > バスケ
サッカー,1,野球,2,テニス,3,相撲,4,卓球,5,バレー,6,バスケ,7
# 得意だ,苦手だ
# サッカー > テニス > 野球 > 卓球 > バレー > バスケ > 相撲
サッカー,1,テニス,2,野球,3,卓球,4,バレー,5,バスケ,6,相撲,7
# 快適だ,不快だ
# 飛行機 > 新幹線 > タクシー > 電車 > バス
飛行機,1,新幹線,2,タクシー,3,電車,4,バス,5
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# バス > 電車 > 新幹線 > タクシー > 飛行機
バス,1,電車,2,新幹線,3,タクシー,4,飛行機,5
# 可愛い,可愛くない
# 優香 > 釈由美子 > 友近 > 梨花 > 南明奈 = 北乃きい = 吹石一恵
優香,1,釈由美子,2,友近,3,梨花,4,南明奈,5,北乃きい,5,吹石一恵,5
# 面白い,つまらない
# 優香 > 友近 > 釈由美子 > 梨花 > 北乃きい = 南明奈 = 吹石一恵
優香,1,友近,2,釈由美子,3,梨花,4,北乃きい,5,南明奈,5,吹石一恵,5
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > シフォンケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > ショートケーキ > ロールケーキ > チョコレートケーキ > シフォンケーキ
チーズケーキ,1,ショートケーキ,2,ロールケーキ,3,チョコレートケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# マフィン > マカロン > スコーン = ベーグル > カステラ
マフィン,1,マカロン,2,スコーン,3,ベーグル,3,カステラ,5
# おしゃれだ,おしゃれでない
# マフィン > マカロン > カステラ > スコーン = ベーグル
マフィン,1,マカロン,2,カステラ,3,スコーン,4,ベーグル,4
# 美味しい,不味い
# 紅茶 > オレンジジュース > 緑茶 > 抹茶 > ココア
紅茶,1,オレンジジュース,2,緑茶,3,抹茶,4,ココア,5
# 好きだ,嫌いだ
# 串かつ > カツカレー > 讃岐うどん > お好み焼き > 牛タン
串かつ,1,カツカレー,2,讃岐うどん,3,お好み焼き,4,牛タン,5
# 高価だ,安価だ
# 牛タン > 串かつ > カツカレー > お好み焼き > 讃岐うどん
牛タン,1,串かつ,2,カツカレー,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京 > 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,名古屋,5,東京,6,札幌,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > 中華料理 > インド料理 > スペイン料理 > 韓国料理
タイ料理,1,中華料理,2,インド料理,3,スペイン料理,4,韓国料理,5
# 辛い,辛くない
# 韓国料理 > インド料理 > スペイン料理 > 中華料理 > タイ料理
韓国料理,1,インド料理,2,スペイン料理,3,中華料理,4,タイ料理,5
# 優秀だ,優秀でない
# 作曲者 > 宇宙飛行士 > 科学者 > 医師 > 警察官
作曲者,1,宇宙飛行士,2,科学者,3,医師,4,警察官,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 警察官 > 医師 > 科学者 > 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > 風の谷のナウシカ > となりのトトロ > 不思議の国のアリス > 美女と野獣
スター・ウォーズ,1,風の谷のナウシカ,2,となりのトトロ,3,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# 美女と野獣 = となりのトトロ = 風の谷のナウシカ > スター・ウォーズ > 不思議の国のアリス
美女と野獣,1,となりのトトロ,1,風の谷のナウシカ,1,スター・ウォーズ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 数学 > 英語 > 体育 > 国語 > 世界史
数学,1,英語,2,体育,3,国語,4,世界史,5
# 簡単だ,難しい
# 国語 > 世界史 > 体育 > 英語 > 数学
国語,1,世界史,2,体育,3,英語,4,数学,5
# 楽しい,楽しくない
# サーフィン > ジョギング > 読書 > ドライブ > 釣り > ＢＢＱ
サーフィン,1,ジョギング,2,読書,3,ドライブ,4,釣り,5,ＢＢＱ,6
# 有意義だ,有意義でない
# 読書 > ジョギング > ドライブ > 釣り > サーフィン > ＢＢＱ
読書,1,ジョギング,2,ドライブ,3,釣り,4,サーフィン,5,ＢＢＱ,6
# 手軽だ,手軽でない
# ジョギング > 読書 > ドライブ > 釣り > サーフィン > ＢＢＱ
ジョギング,1,読書,2,ドライブ,3,釣り,4,サーフィン,5,ＢＢＱ,6
# 面白い,つまらない
# ニコ動 > Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > インスタグラム = Ｆａｃｅｂｏｏｋ
ニコ動,1,Ｙｏｕｔｕｂｅ,2,Ｔｗｉｔｔｅｒ,3,インスタグラム,4,Ｆａｃｅｂｏｏｋ,4
# 便利だ,便利でない
# ニコ動 > Ｙｏｕｔｕｂｅ > Ｔｗｉｔｔｅｒ > インスタグラム = Ｆａｃｅｂｏｏｋ
ニコ動,1,Ｙｏｕｔｕｂｅ,2,Ｔｗｉｔｔｅｒ,3,インスタグラム,4,Ｆａｃｅｂｏｏｋ,4
# 面白い,つまらない
# ドラゴンボール = セーラームーン = エヴァ > ジョジョ = プリキュア = ＧＴＯ
ドラゴンボール,1,セーラームーン,1,エヴァ,1,ジョジョ,4,プリキュア,4,ＧＴＯ,4
# 若い,若くない
# 安倍晋三 > 麻生太郎 > 鳩山由紀夫 > 小泉純一郎 > 田中角栄
安倍晋三,1,麻生太郎,2,鳩山由紀夫,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 小泉純一郎 > 鳩山由紀夫 > 安倍晋三 > 田中角栄 > 麻生太郎
小泉純一郎,1,鳩山由紀夫,2,安倍晋三,3,田中角栄,4,麻生太郎,5
# 好調だ,不調だ
# ヤフー > グーグル > マイクロソフト > アップル > サムスン
ヤフー,1,グーグル,2,マイクロソフト,3,アップル,4,サムスン,5
# 不可欠だ,不要だ
# ヤフー > グーグル > マイクロソフト > アップル > サムスン
ヤフー,1,グーグル,2,マイクロソフト,3,アップル,4,サムスン,5
# 偉大だ,偉大でない
# ニュートン > エジソン > 宮沢賢治 > 聖徳太子 > 坂本龍馬
ニュートン,1,エジソン,2,宮沢賢治,3,聖徳太子,4,坂本龍馬,5
# 好きだ,嫌いだ
# ニュートン > エジソン > 宮沢賢治 > 坂本龍馬 > 聖徳太子
ニュートン,1,エジソン,2,宮沢賢治,3,坂本龍馬,4,聖徳太子,5
# 面白い,つまらない
# 所ジョージ > 明石家さんま > ビートたけし > タモリ > 島田紳助
所ジョージ,1,明石家さんま,2,ビートたけし,3,タモリ,4,島田紳助,5
# 若い,若くない
# 明石家さんま > 島田紳助 > 所ジョージ > ビートたけし > タモリ
明石家さんま,1,島田紳助,2,所ジョージ,3,ビートたけし,4,タモリ,5
# 貴重だ,貴重でない
# 琵琶湖 > 大阪城 > 通天閣 > 出雲大社 > 皇居
琵琶湖,1,大阪城,2,通天閣,3,出雲大社,4,皇居,5
# 印象的だ,印象的でない
# 琵琶湖 > 通天閣 > 大阪城 > 出雲大社 > 皇居
琵琶湖,1,通天閣,2,大阪城,3,出雲大社,4,皇居,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 > 江戸時代 > 平安時代 > 奈良時代 > 鎌倉時代
弥生時代,1,江戸時代,2,平安時代,3,奈良時代,4,鎌倉時代,5
# 重要だ,重要でない
# 優しさ > 話し方 > ルックス > 髪型 > 服装
優しさ,1,話し方,2,ルックス,3,髪型,4,服装,5
# 若い,若くない
# 内村航平 > ダルビッシュ > 羽生結弦 > 錦織圭 > イチロー
内村航平,1,ダルビッシュ,2,羽生結弦,3,錦織圭,4,イチロー,5
# 素晴らしい,素晴らしくない
# 羽生結弦 > 錦織圭 > イチロー > ダルビッシュ > 内村航平
羽生結弦,1,錦織圭,2,イチロー,3,ダルビッシュ,4,内村航平,5
