# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# 好きだ,嫌いだ
# カレー >> チャーハン = ラーメン >> ピザ >> ハンバーガー
カレー,1,チャーハン,2,ラーメン,2,ピザ,4,ハンバーガー,5
# 脂っこい,脂っこくない
# ピザ > ハンバーガー >> チャーハン > ラーメン > カレー
ピザ,1,ハンバーガー,2,チャーハン,3,ラーメン,4,カレー,5
# 高価だ,安価だ
# カメラ > エアコン > 洗濯機 > プリンタ > カーナビ
カメラ,1,エアコン,2,洗濯機,3,プリンタ,4,カーナビ,5
# うるさい,静かだ
# 洗濯機 > カーナビ > カメラ = プリンタ > エアコン
洗濯機,1,カーナビ,2,カメラ,3,プリンタ,3,エアコン,5
# 好きだ,嫌いだ
# 晴天 > 霧 > 霜 > 雷 > 雪 = 雨 >> 強風
晴天,1,霧,2,霜,3,雷,4,雪,5,雨,5,強風,7
# 珍しい,珍しくない
# 雷 > 強風 > 晴天 > 霧 > 霜 > 雪 > 雨
雷,1,強風,2,晴天,3,霧,4,霜,5,雪,6,雨,7
# 好きだ,嫌いだ
# 牛肉 = ラム肉 = 馬肉 > 豚肉 > 鶏肉
牛肉,1,ラム肉,1,馬肉,1,豚肉,4,鶏肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 = ラム肉 > 豚肉 > 鶏肉
牛肉,1,馬肉,2,ラム肉,2,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 善光寺 > 中尊寺 >> 薬師寺 = 増上寺 = 東寺
銀閣寺,1,善光寺,2,中尊寺,3,薬師寺,4,増上寺,4,東寺,4
# 立派だ,立派でない
# 中尊寺 > 善光寺 > 薬師寺 = 増上寺 = 東寺 > 銀閣寺
中尊寺,1,善光寺,2,薬師寺,3,増上寺,3,東寺,3,銀閣寺,6
# メジャーだ,マイナーだ
# バスケ = サッカー = 野球 > テニス = バレー > 卓球 > 相撲
バスケ,1,サッカー,1,野球,1,テニス,4,バレー,4,卓球,6,相撲,7
# 得意だ,苦手だ
# バスケ = 卓球 > テニス > バレー > サッカー > 野球 >> 相撲
バスケ,1,卓球,1,テニス,3,バレー,4,サッカー,5,野球,6,相撲,7
# 快適だ,不快だ
# 新幹線 > 飛行機 > バス > タクシー > 電車
新幹線,1,飛行機,2,バス,3,タクシー,4,電車,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 >> タクシー = バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,4
# 安全だ,危険だ
# バス > タクシー > 電車 > 新幹線 > 飛行機
バス,1,タクシー,2,電車,3,新幹線,4,飛行機,5
# 可愛い,可愛くない
# 釈由美子 > 優香 > 南明奈 = 北乃きい = 梨花 > 友近 > 吹石一恵
釈由美子,1,優香,2,南明奈,3,北乃きい,3,梨花,3,友近,6,吹石一恵,7
# 面白い,つまらない
# 友近 >> 南明奈 > 優香 >> 梨花 > 釈由美子 = 北乃きい = 吹石一恵
友近,1,南明奈,2,優香,3,梨花,4,釈由美子,5,北乃きい,5,吹石一恵,5
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# ショートケーキ = チョコレートケーキ > チーズケーキ > ロールケーキ > シフォンケーキ
ショートケーキ,1,チョコレートケーキ,1,チーズケーキ,3,ロールケーキ,4,シフォンケーキ,5
# 美味しい,不味い
# ベーグル > マカロン = マフィン > スコーン = カステラ
ベーグル,1,マカロン,2,マフィン,2,スコーン,4,カステラ,4
# おしゃれだ,おしゃれでない
# マカロン > マフィン > スコーン > ベーグル > カステラ
マカロン,1,マフィン,2,スコーン,3,ベーグル,4,カステラ,5
# 美味しい,不味い
# ココア > オレンジジュース > 紅茶 > 緑茶 > 抹茶
ココア,1,オレンジジュース,2,紅茶,3,緑茶,4,抹茶,5
# 好きだ,嫌いだ
# 牛タン > 讃岐うどん > カツカレー > 串かつ > お好み焼き
牛タン,1,讃岐うどん,2,カツカレー,3,串かつ,4,お好み焼き,5
# 高価だ,安価だ
# 牛タン > カツカレー > 串かつ > お好み焼き > 讃岐うどん
牛タン,1,カツカレー,2,串かつ,3,お好み焼き,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 >> 福岡 = 神戸 > 名古屋 = 大阪 > 東京 >> 札幌
沖縄,1,福岡,2,神戸,2,名古屋,4,大阪,4,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 名古屋 = 大阪 = 神戸 > 東京
沖縄,1,札幌,2,福岡,3,名古屋,4,大阪,4,神戸,4,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > インド料理 > スペイン料理 > 韓国料理 >> 中華料理
タイ料理,1,インド料理,2,スペイン料理,3,韓国料理,4,中華料理,5
# 辛い,辛くない
# タイ料理 > 韓国料理 > インド料理 >> 中華料理 = スペイン料理
タイ料理,1,韓国料理,2,インド料理,3,中華料理,4,スペイン料理,4
# 優秀だ,優秀でない
# 科学者 = 医師 > 宇宙飛行士 > 警察官 > 作曲者
科学者,1,医師,1,宇宙飛行士,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 >> 警察官 > 医師 > 科学者 = 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,4
# 面白い,つまらない
# スター・ウォーズ > 不思議の国のアリス = 美女と野獣 > となりのトトロ > 風の谷のナウシカ
スター・ウォーズ,1,不思議の国のアリス,2,美女と野獣,2,となりのトトロ,4,風の谷のナウシカ,5
# 新しい,古い
# 美女と野獣 > スター・ウォーズ > 不思議の国のアリス >> 風の谷のナウシカ > となりのトトロ
美女と野獣,1,スター・ウォーズ,2,不思議の国のアリス,3,風の谷のナウシカ,4,となりのトトロ,5
# 必須だ,無駄だ
# 英語 = 体育 >> 国語 > 世界史 > 数学
英語,1,体育,1,国語,3,世界史,4,数学,5
# 簡単だ,難しい
# 英語 > 体育 > 国語 > 世界史 > 数学
英語,1,体育,2,国語,3,世界史,4,数学,5
# 楽しい,楽しくない
# ＢＢＱ = サーフィン > ドライブ > ジョギング >> 読書 > 釣り
ＢＢＱ,1,サーフィン,1,ドライブ,3,ジョギング,4,読書,5,釣り,6
# 有意義だ,有意義でない
# サーフィン > ＢＢＱ > ジョギング > 釣り > ドライブ > 読書
サーフィン,1,ＢＢＱ,2,ジョギング,3,釣り,4,ドライブ,5,読書,6
# 手軽だ,手軽でない
# 読書 > ジョギング > ドライブ > サーフィン > ＢＢＱ > 釣り
読書,1,ジョギング,2,ドライブ,3,サーフィン,4,ＢＢＱ,5,釣り,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ > ニコ動 > インスタグラム
Ｙｏｕｔｕｂｅ,1,Ｆａｃｅｂｏｏｋ,2,Ｔｗｉｔｔｅｒ,3,ニコ動,4,インスタグラム,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > Ｆａｃｅｂｏｏｋ > Ｔｗｉｔｔｅｒ = インスタグラム >> ニコ動
Ｙｏｕｔｕｂｅ,1,Ｆａｃｅｂｏｏｋ,2,Ｔｗｉｔｔｅｒ,3,インスタグラム,3,ニコ動,5
# 面白い,つまらない
# ドラゴンボール > ＧＴＯ > ジョジョ > セーラームーン > エヴァ > プリキュア
ドラゴンボール,1,ＧＴＯ,2,ジョジョ,3,セーラームーン,4,エヴァ,5,プリキュア,6
# 若い,若くない
# 安倍晋三 > 田中角栄 > 麻生太郎 = 鳩山由紀夫 > 小泉純一郎
安倍晋三,1,田中角栄,2,麻生太郎,3,鳩山由紀夫,3,小泉純一郎,5
# 好きだ,嫌いだ
# 小泉純一郎 > 安倍晋三 = 田中角栄 >> 麻生太郎 = 鳩山由紀夫
小泉純一郎,1,安倍晋三,2,田中角栄,2,麻生太郎,4,鳩山由紀夫,4
# 好調だ,不調だ
# アップル > グーグル > ヤフー > サムスン = マイクロソフト
アップル,1,グーグル,2,ヤフー,3,サムスン,4,マイクロソフト,4
# 不可欠だ,不要だ
# ヤフー = グーグル > アップル > マイクロソフト > サムスン
ヤフー,1,グーグル,1,アップル,3,マイクロソフト,4,サムスン,5
# 偉大だ,偉大でない
# エジソン > ニュートン > 坂本龍馬 > 宮沢賢治 >> 聖徳太子
エジソン,1,ニュートン,2,坂本龍馬,3,宮沢賢治,4,聖徳太子,5
# 好きだ,嫌いだ
# 坂本龍馬 > エジソン > 宮沢賢治 = ニュートン >> 聖徳太子
坂本龍馬,1,エジソン,2,宮沢賢治,3,ニュートン,3,聖徳太子,5
# 面白い,つまらない
# 明石家さんま > 島田紳助 >> ビートたけし = タモリ >> 所ジョージ
明石家さんま,1,島田紳助,2,ビートたけし,3,タモリ,3,所ジョージ,5
# 若い,若くない
# 明石家さんま > ビートたけし > 島田紳助 > タモリ > 所ジョージ
明石家さんま,1,ビートたけし,2,島田紳助,3,タモリ,4,所ジョージ,5
# 貴重だ,貴重でない
# 出雲大社 > 琵琶湖 > 通天閣 > 大阪城 > 皇居
出雲大社,1,琵琶湖,2,通天閣,3,大阪城,4,皇居,5
# 印象的だ,印象的でない
# 出雲大社 > 琵琶湖 > 通天閣 > 大阪城 > 皇居
出雲大社,1,琵琶湖,2,通天閣,3,大阪城,4,皇居,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 奈良時代 > 平安時代 >> 弥生時代
江戸時代,1,鎌倉時代,2,奈良時代,3,平安時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 平安時代 > 鎌倉時代 > 奈良時代
江戸時代,1,弥生時代,2,平安時代,3,鎌倉時代,4,奈良時代,5
# 重要だ,重要でない
# 優しさ > ルックス > 話し方 > 服装 > 髪型
優しさ,1,ルックス,2,話し方,3,服装,4,髪型,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > 内村航平 = ダルビッシュ > イチロー
羽生結弦,1,錦織圭,2,内村航平,3,ダルビッシュ,3,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 錦織圭 > 内村航平 > 羽生結弦 = ダルビッシュ
イチロー,1,錦織圭,2,内村航平,3,羽生結弦,4,ダルビッシュ,4
