# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
サッカー,1,野球,1,テニス,3,バスケ,3,卓球,5,バレー,5,相撲,7
# 得意だ,苦手だ
# 卓球 >> バスケ = テニス = バレー = サッカー = 野球 = 相撲
卓球,1,バスケ,2,テニス,2,バレー,2,サッカー,2,野球,2,相撲,2
# 快適だ,不快だ
# 飛行機 = 新幹線 > 電車 = タクシー = バス
飛行機,1,新幹線,1,電車,3,タクシー,3,バス,3
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 = 新幹線 > 電車 > タクシー = バス
飛行機,1,新幹線,1,電車,3,タクシー,4,バス,4
# 可愛い,可愛くない
# 友近 = 梨花 > 北乃きい = 釈由美子 = 優香 = 南明奈 = 吹石一恵
友近,1,梨花,1,北乃きい,3,釈由美子,3,優香,3,南明奈,3,吹石一恵,3
# 面白い,つまらない
# 友近 >> 北乃きい = 梨花 = 釈由美子 = 優香 = 南明奈 = 吹石一恵
友近,1,北乃きい,2,梨花,2,釈由美子,2,優香,2,南明奈,2,吹石一恵,2
# 甘い,甘くない
# チョコレートケーキ = チーズケーキ = ショートケーキ > ロールケーキ > シフォンケーキ
チョコレートケーキ,1,チーズケーキ,1,ショートケーキ,1,ロールケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ >> ショートケーキ = チーズケーキ > ロールケーキ = シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,チーズケーキ,2,ロールケーキ,4,シフォンケーキ,4
# 美味しい,不味い
# カステラ > マカロン = スコーン = ベーグル = マフィン
カステラ,1,マカロン,2,スコーン,2,ベーグル,2,マフィン,2
# おしゃれだ,おしゃれでない
# マカロン = スコーン = ベーグル = マフィン > カステラ
マカロン,1,スコーン,1,ベーグル,1,マフィン,1,カステラ,5
# 美味しい,不味い
# ココア = オレンジジュース > 紅茶 = 緑茶 > 抹茶
ココア,1,オレンジジュース,1,紅茶,3,緑茶,3,抹茶,5
# 好きだ,嫌いだ
# 讃岐うどん > カツカレー = 牛タン = 串かつ > お好み焼き
讃岐うどん,1,カツカレー,2,牛タン,2,串かつ,2,お好み焼き,5
# 高価だ,安価だ
# 牛タン > 讃岐うどん = お好み焼き = カツカレー = 串かつ
牛タン,1,讃岐うどん,2,お好み焼き,2,カツカレー,2,串かつ,2
# 暖かい,寒い
# 沖縄 > 福岡 > 名古屋 > 大阪 > 神戸 > 東京 > 札幌
沖縄,1,福岡,2,名古屋,3,大阪,4,神戸,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 福岡 > 名古屋 > 神戸 > 大阪 > 東京 > 札幌
沖縄,1,福岡,2,名古屋,3,神戸,4,大阪,5,東京,6,札幌,7
# ヘルシーだ,ヘルシーでない
# タイ料理 = スペイン料理 = 韓国料理 = インド料理 >> 中華料理
タイ料理,1,スペイン料理,1,韓国料理,1,インド料理,1,中華料理,5
# 辛い,辛くない
# タイ料理 = インド料理 > 中華料理 = スペイン料理 = 韓国料理
タイ料理,1,インド料理,1,中華料理,3,スペイン料理,3,韓国料理,3
# 優秀だ,優秀でない
# 科学者 = 宇宙飛行士 > 医師 = 作曲者 = 警察官
科学者,1,宇宙飛行士,1,医師,3,作曲者,3,警察官,3
# 過酷だ,過酷でない
# 宇宙飛行士 = 作曲者 > 科学者 = 医師 > 警察官
宇宙飛行士,1,作曲者,1,科学者,3,医師,3,警察官,5
# 面白い,つまらない
# となりのトトロ > 風の谷のナウシカ >> 不思議の国のアリス = 美女と野獣 > スター・ウォーズ
となりのトトロ,1,風の谷のナウシカ,2,不思議の国のアリス,3,美女と野獣,3,スター・ウォーズ,5
# 新しい,古い
# となりのトトロ > 風の谷のナウシカ > スター・ウォーズ > 不思議の国のアリス = 美女と野獣
となりのトトロ,1,風の谷のナウシカ,2,スター・ウォーズ,3,不思議の国のアリス,4,美女と野獣,4
# 必須だ,無駄だ
# 世界史 = 国語 > 数学 > 英語 = 体育
世界史,1,国語,1,数学,3,英語,4,体育,4
# 簡単だ,難しい
# 国語 > 体育 > 英語 > 数学 > 世界史
国語,1,体育,2,英語,3,数学,4,世界史,5
# 楽しい,楽しくない
# 読書 > ドライブ > 釣り = ジョギング = サーフィン = ＢＢＱ
読書,1,ドライブ,2,釣り,3,ジョギング,3,サーフィン,3,ＢＢＱ,3
# 有意義だ,有意義でない
# 読書 >> 釣り = ジョギング = サーフィン = ＢＢＱ = ドライブ
読書,1,釣り,2,ジョギング,2,サーフィン,2,ＢＢＱ,2,ドライブ,2
# 手軽だ,手軽でない
# 読書 = ジョギング > ドライブ >> 釣り = サーフィン = ＢＢＱ
読書,1,ジョギング,1,ドライブ,3,釣り,4,サーフィン,4,ＢＢＱ,4
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ = インスタグラム = Ｆａｃｅｂｏｏｋ = Ｔｗｉｔｔｅｒ >> ニコ動
Ｙｏｕｔｕｂｅ,1,インスタグラム,1,Ｆａｃｅｂｏｏｋ,1,Ｔｗｉｔｔｅｒ,1,ニコ動,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ > インスタグラム = Ｆａｃｅｂｏｏｋ = Ｔｗｉｔｔｅｒ > ニコ動
Ｙｏｕｔｕｂｅ,1,インスタグラム,2,Ｆａｃｅｂｏｏｋ,2,Ｔｗｉｔｔｅｒ,2,ニコ動,5
# 面白い,つまらない
# プリキュア = セーラームーン > ジョジョ > ドラゴンボール = エヴァ = ＧＴＯ
プリキュア,1,セーラームーン,1,ジョジョ,3,ドラゴンボール,4,エヴァ,4,ＧＴＯ,4
# 若い,若くない
# 安倍晋三 = 麻生太郎 = 鳩山由紀夫 = 小泉純一郎 >> 田中角栄
安倍晋三,1,麻生太郎,1,鳩山由紀夫,1,小泉純一郎,1,田中角栄,5
# 好きだ,嫌いだ
# 安倍晋三 = 麻生太郎 = 鳩山由紀夫 = 小泉純一郎 = 田中角栄
安倍晋三,1,麻生太郎,1,鳩山由紀夫,1,小泉純一郎,1,田中角栄,1
# 好調だ,不調だ
# サムスン > アップル = グーグル = ヤフー = マイクロソフト
サムスン,1,アップル,2,グーグル,2,ヤフー,2,マイクロソフト,2
# 不可欠だ,不要だ
# アップル = グーグル > ヤフー = サムスン = マイクロソフト
アップル,1,グーグル,1,ヤフー,3,サムスン,3,マイクロソフト,3
# 偉大だ,偉大でない
# エジソン = ニュートン > 宮沢賢治 = 聖徳太子 = 坂本龍馬
エジソン,1,ニュートン,1,宮沢賢治,3,聖徳太子,3,坂本龍馬,3
# 好きだ,嫌いだ
# 宮沢賢治 > エジソン >> 聖徳太子 = 坂本龍馬 = ニュートン
宮沢賢治,1,エジソン,2,聖徳太子,3,坂本龍馬,3,ニュートン,3
# 面白い,つまらない
# タモリ > ビートたけし = 明石家さんま = 所ジョージ >> 島田紳助
タモリ,1,ビートたけし,2,明石家さんま,2,所ジョージ,2,島田紳助,5
# 若い,若くない
# ビートたけし = 明石家さんま > 所ジョージ = 島田紳助 > タモリ
ビートたけし,1,明石家さんま,1,所ジョージ,3,島田紳助,3,タモリ,5
# 貴重だ,貴重でない
# 出雲大社 = 皇居 > 琵琶湖 = 通天閣 = 大阪城
出雲大社,1,皇居,1,琵琶湖,3,通天閣,3,大阪城,3
# 印象的だ,印象的でない
# 皇居 >> 琵琶湖 > 出雲大社 = 大阪城 > 通天閣
皇居,1,琵琶湖,2,出雲大社,3,大阪城,3,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 弥生時代 >> 江戸時代 > 奈良時代 = 鎌倉時代 = 平安時代
弥生時代,1,江戸時代,2,奈良時代,3,鎌倉時代,3,平安時代,3
# 重要だ,重要でない
# 話し方 > 優しさ > ルックス > 服装 = 髪型
話し方,1,優しさ,2,ルックス,3,服装,4,髪型,4
# 若い,若くない
# 羽生結弦 = 内村航平 >> イチロー = 錦織圭 = ダルビッシュ
羽生結弦,1,内村航平,1,イチロー,3,錦織圭,3,ダルビッシュ,3
# 素晴らしい,素晴らしくない
# イチロー >> 錦織圭 = 羽生結弦 = ダルビッシュ = 内村航平
イチロー,1,錦織圭,2,羽生結弦,2,ダルビッシュ,2,内村航平,2
